Mode,Line Id,Stop Name,Avg. Delay Seconds
B,63,ARBRE UNIQUE,138.253363229
B,63,AMBIORIX,125.959584926
B,64,VANDENHOVEN,116.706936867
B,64,TRONE,145.915927851
B,64,TREVES,131.215189873
B,64,TOULOUSE,127.552238806
B,64,SCIENCE,129.412235563
B,64,SAINT-VINCENT,115.705694518
B,64,PORTE DE NAMUR,130.731939163
B,64,PATRIE,149.676665368
B,64,PARC LEOPOLD,38.5
B,64,PAIX,123.940479014
B,64,OUD KAPELLEKE,123.800179748
B,64,NOTRE-DAME,125.039412397
B,64,MAELBEEK,128.690127077
B,64,LUXEMBOURG,132.589035614
B,64,LIVINGSTONE,133.675997201
B,64,JOSAPHAT,124.568575735
B,64,FONSON,118.315119363
B,64,DAILLY,122.763022744
B,64,CONSCIENCE,129.645388601
B,64,CHAZAL,122.361949800
B,64,BRABANCONNE,138.466424682
B,64,BORDET STATION,112.999184339
B,64,BICHON,126.841225627
B,64,AMBIORIX,136.039590444
B,65,WITLOOF,120.521475257
B,65,VANDENHOVEN,110.388391258
B,65,TWYENINCK,108.987107361
B,65,TREURENBERG,104.414923686
B,65,ROSA PARKS,106.029761905
B,65,QUETELET,109.227558348
B,65,PRESSE,104.710631040
B,65,PATRIE,113.930440232
B,65,NOTRE-DAME,115.619990022
B,65,MATISSE,116.793721973
B,65,MADOU,112.971187283
B,65,LEKAERTS,115.469480210
B,65,JOSAPHAT,117.121127367
B,65,HOEDEMAEKERS,114.745032145
B,65,HAREN,171.927374302
B,65,GARE DE HAREN-SUD,108.629744651
B,65,GARE CENTRALE,109.615519509
B,65,FERNAND LEGER,118.747264622
B,65,DA VINCI,116.796954315
B,65,CORTENBACH,106.199448951
B,65,CONSCIENCE,115.420134386
B,65,CHAZAL,111.751628385
B,65,BORDET STATION,110.367812743
B,65,BIPLAN,105.112397421
B,65,BIENFAITEURS,111.769497400
B,65,BICHON,118.207434053
B,66,VILLON,130.049913941
B,66,TREURENBERG,101.493477028
B,66,TERDELT,115.113757134
B,66,ROSA PARKS,102.629888268
B,66,QUETELET,102.960339943
B,66,PRESSE,101.040415380
B,66,PEAGE,139.691701464
B,66,PADUWA,126.219946572
B,66,MADOU,107.954912197
B,66,LOUIS BERTRAND,118.317717370
B,66,LATINIS,113.488010204
B,66,KURTH,118.393956563
B,66,GUILLAUME,127.079639225
B,66,GARE D'EVERE,125.272805880
B,66,GARE CENTRALE,115.604997597
B,66,EVERE SHOPPING,130.783388158
B,66,DUNANT,131.890710383
B,66,DIABLOTINS,127.350894152
B,66,CROSSING,121.487731382
B,66,CONSCIENCE,114.273215119
B,66,CIM. DE BRUXELLES,123.913
B,66,ARTEMIS,125.877280930
B,69,ZENOBE GRAMME,269.415233415
B,69,VANDENHOVEN,268.517482517
B,69,SCHAERBEEK GARE,265.717905405
B,69,SAINT-VINCENT,282.593283582
B,69,PICARDIE,275.287833828
B,69,JULES BORDET,161.787190083
B,69,DA VINCI,232.222385862
B,69,CHAUMONTEL,280.092348285
B,69,CARLI,261.112
B,69,BORDET STATION,220.580873672
B,70,VIEUX CHEMIN,170.981119792
B,70,UCCLE CALEVOET,170.905940594
B,70,ROOSENDAEL,141
B,70,RITTWEGER,178.620113717
B,70,PEYO,174.268333333
B,70,MOENSBERG GARE,176.582506203
B,70,JEANNE HERREMAN,171.246842105
B,70,HOSPICES,166.842538190
B,70,HOMBORCH,165.600778210
B,70,HEROS,184.802422145
B,70,GRIOTTES,166.497810219
B,70,GLOBE,184.831301483
B,70,GARE DE LINKEBEEK,172.637720488
B,70,ENGELAND,164.076891106
B,70,COLLEGE ST-PIERRE,181.676599126
B,70,CABRIS,182.938547486
B,70,BRAVES,177.119747899
B,70,BOURDON,175.591348601
B,70,BIGARREAUX,177.588950276
B,71,ULB,95.059920222
B,71,TRONE,91.995139196
B,71,ROYALE,93.225026436
B,71,QUART.ST-BONIFACE,88.857599309
B,71,PORTE DE NAMUR,92.509552282
B,71,MUSEE D'IXELLES,92.703640403
B,71,JEANNE,89.628984825
B,71,GEO BERNIER,94.272685693
B,71,GARE CENTRALE,91.965667311
B,71,FRAITEUR,93.035953287
B,71,FLAGEY,93.479778442
B,71,FERNAND COCQ,92.176159873
B,71,ETANGS D'IXELLES,93.778011131
B,71,DELTA,95.549907579
B,71,DE BROUCKERE,73.445172037
B,71,CIM. D'IXELLES,92.098484848
B,71,CHIREC,97.182361139
B,71,BUYL,96.666149254
B,71,BOZAR,92.292587776
B,71,BEAULIEU,96.061153174
B,71,ARENBERG,90.784749904
B,72,VIGNETTE,119.440347072
B,72,ULB,88.147368421
B,72,ROUGE-CLOITRE,111.022284123
B,72,ROODENBERG,108.629565217
B,72,JARDIN MASSART,111.728132388
B,72,INVALIDES,141.046272494
B,72,HERRMANN-DEBROUX,115.173258004
B,72,FRAITEUR,110.13671875
B,72,DEMEY,124.286868687
B,72,DELTA,129.971322849
B,72,CLESSE,115.307300509
B,72,CIM. D'IXELLES,126.931873479
B,72,CHIREC,105.626065773
B,72,ADEPS,189.617787189
B,74,VICTOR ALLARD,168.591085957
B,74,VEEWEYDE,159.933084345
B,74,VAN KALKEN,153.605647907
B,74,UCCLE-STALLE,107.005037116
B,74,TREFLES,161.208921256
B,74,SAINT-DENIS,161.223330311
B,74,MEYLEMEERSCH,162.869995290
B,74,MARTIN LUTH. KING,160.162104133
B,74,MARIE CURIE,165.482323232
B,74,ILE SAINTE-HELENE,148.297745178
B,74,GARE FOREST-EST,163.380688962
B,74,FRANS HALS,162.102982955
B,74,FORESTOISE,166.251507321
B,74,FOREST NATIONAL,169.575441919
B,74,FOREST CENTRE,169.241111565
B,74,ERASME,160.839097744
B,74,EDDY MERCKX,165.493810179
B,74,DIGUE DU CANAL,157.035759097
B,74,DECROLY,168.159710245
B,74,DEBUSSY,156.158723581
B,74,CLEMENCE EVERARD,129.827008379
B,74,CHARROI,153.713570128
B,74,BERVOETS,162.140221402
B,74,AULNE,172.747009569
B,74,ARISTIDE BRIAND,159.081343943
B,75,YSAYE,180.788565264
B,75,WESTLAND SHOPPING,172.725588383
B,75,WAXWEILER,167.285714286
B,75,WAUTERS,168.725897921
B,75,VAN BEETHOVEN,171.861248316
B,75,RENE HENRY,179.745899435
B,75,POMMIER,165.170468557
B,75,HUIT HEURES,164.964876033
B,75,HOPITAL BRACOPS,171.841971896
B,75,FRUITS,176.309532573
B,75,COLOMBOPHILES,164.487847222
B,75,CERIA,185.342615209
B,75,CAMPUS CERIA,178.301267281
B,75,BON AIR,117.860749051
B,75,BIZET,170.883720930
B,76,VIOLETTES,183.923745174
B,76,STIJN STREUVELS,191.941446613
B,76,RING 0,173.447115385
B,76,REINE ASTRID,177.414376321
B,76,PLAINE DES SPORTS,184.646981627
B,76,OPPEM,92.774647887
B,76,MARMOTTE,197.125647668
B,76,LOUIS MARCELIS,186.802083333
B,76,KRAAINEM-SHOPPING,183.902268761
B,76,KRAAINEM,111.298558559
B,76,HERNALSTEEN,184.329660239
B,76,GERGEL,181.746284501
B,77,VOISINS,196.946969697
B,77,VIER HUISKENS,198.785100287
B,77,RING 0,190.047619048
B,77,REINE ASTRID,198.8
B,77,LONG-CHENE,211.097777778
B,77,KRAAINEM-SHOPPING,187.483304042
B,77,KRAAINEM,197.023720350
B,77,HIPPODROME,134.874493927
B,77,GERGEL,196.118518519
B,77,EGLISE WEZEMBEEK,190.159388646
B,77,DEUTSCHE SCHULE,204.144970414
B,78,VETERINAIRES,102.853028798
B,78,PLACE V. HORTA,51.363636364
B,78,PETITE ILE,109.929411765
B,78,MOZART,150.352348993
B,78,LABEUR,138.740234375
B,78,INTERNATIONAL,142.273125342
B,78,HUMANITE,78.599609375
B,78,HERMES,127.147716895
B,78,GARE DU MIDI,161.985481896
B,78,ELOY,110.896396396
B,78,DIGUE DU CANAL,135.593338497
B,78,DEUX GARES,99.674740484
B,78,BOLLINCKX,140.369546621
B,79,VICTOR HUGO,161.625825385
B,79,THIRY-WOLUWE,153.110620864
B,79,SCHUMAN,113.071553885
B,79,PLEIADES,154.705525606
B,79,MOUNIER,161.480046948
B,79,MICHEL-ANGE,162.350981767
B,79,MARCEL THIRY,157.742238946
B,79,KRAAINEM,117.537473023
B,79,JAMBLINNE DE MEUX,156.218166384
B,79,HOF TER MUSSCHEN,159.494541485
B,79,GULLEDELLE,152.775013376
B,79,GUEUX,154.664744646
B,79,DIVIN SAUVEUR,159.365638767
B,79,DIAMANT,156.549270792
B,79,COLONEL BOURG,153.563198411
B,79,CLINIQUES-UCL,152.212593876
B,79,CARENE,154.585783004
B,79,CAPRICORNE,155.977153558
B,79,AUDITOIRES-UCL,159.123307544
B,79,ARIANE,156.479074117
B,79,ANDROMEDE,157.931805320
B,80,VANDENHOVEN,125.299637681
B,80,TWYENINCK,134.116806309
B,80,TRONE,131.839156080
B,80,SCIENCE,125.877661372
B,80,PORTE DE NAMUR,142.160704015
B,80,PADUWA,136.785059792
B,80,MUSEUM,126.951080774
B,80,MONTGOMERY,128.817368874
B,80,MEUDON,131.230962474
B,80,MERODE,132.705639141
B,80,LUXEMBOURG,125.225638672
B,80,LEMAN,129.271872813
B,80,JULES BORDET,135.652204836
B,80,JOURDAN,141.724642005
B,80,IDALIE,124.886973180
B,80,ICHEC,123.055708219
B,80,HEYDENBERG,133.942462087
B,80,HAREN,114.106641813
B,80,GEORGES HENRI,129.417906619
B,80,GAULOIS,130.045165394
B,80,GARE DE HAREN-SUD,134.088903034
B,80,FEVRIER,133.746024096
B,80,ETANGS,118.492691030
B,80,DIABLOTINS,131.707141387
B,80,DEGROOFF,131.887058474
B,80,DA VINCI,137.159411624
B,80,CORTENBACH,130.430655620
B,80,COLONEL BOURG,128.717638519
B,80,CIM. DE BRUXELLES,135.121979554
B,80,CARENE,132.483470551
B,80,BORDET STATION,136.206402886
B,80,BIPLAN,132.116459105
B,80,ARTEMIS,135.743785027
B,83,VERSAILLES,173.446223804
B,83,VAL MARIA,151.866181314
B,83,STIENON,145.891500904
B,83,SQ. DU CENTENAIRE,151.125532309
B,83,SORENSEN,147.675130695
B,83,ROI BAUDOUIN,151.100455235
B,83,RENIERS,154.274691358
B,83,PAMPOEL,158.932503888
B,83,PALAIS 12,175.858021527
B,83,PAGODES,172.648079593
B,83,NEREUS,157.124031008
B,83,LONG BONNIER,175.553888381
B,83,LE ROUX,147.461506100
B,83,HOPITAL BRUGMANN,146.303709743
B,83,HOP. DES ENFANTS,140.757071547
B,83,HEYSEL,174.428696797
B,83,GARE DE BERCHEM,143.705314010
B,83,FORUM,176.340459338
B,83,EUGENE TOUSSAINT,141.209465381
B,83,ESPLANADE,177.559647466
B,83,DE WAND,174.172887731
B,83,DE VILLEGAS,180.207360615
B,83,CROCQ,151.386867791
B,83,CRAETBOS,180.709039548
B,83,BONAVENTURE,161.511921459
B,83,BOIS DES ILES,164.938519448
B,83,BEYSEGHEM,177.456955452
B,83,BERGDAL,180.020089763
B,83,BEECKMANS,149.219170243
B,83,BASILIX,167.875439831
B,83,AMETHYSTE,80.5
B,86,TOUR ET TAXIS,164.507147111
B,86,TAMARIS,136.066246851
B,86,SAVONNERIE,164.662027833
B,86,RIBAUCOURT,172.269969040
B,86,QUATRE-VENTS,139.807062359
B,86,POUCHKINE,171.348463188
B,86,NEKKERSDAL,171.819813352
B,86,MERCHTEM,163.368884540
B,86,MACHTENS,98.626239606
B,86,JOSEPH BAECK,135.022026432
B,86,GARE DE L'OUEST,137.008757590
B,86,ETANGS NOIRS,158.001524390
B,86,ENTREPOT,165.3826
B,86,ELEPHANT,168.967847158
B,86,DUCHESSE BRABANT,170.698770811
B,86,DUBOIS,133.826999433
B,86,DIEUDONNE LEFEVRE,169.189533777
B,86,CONDOR,128.313681028
B,86,COMTE DE FLANDRE,173.905198777
B,86,BORNE,165.861810552
B,86,BOCKSTAEL,163.556035916
B,86,AVENUE DU PORT,165.798051794
B,87,THYM,128.405398712
B,87,TAMARIS,121.843009851
B,87,SORENSEN,112.910253677
B,87,SIMONIS,114.853941909
B,87,SEPT ETOILES,106.629870130
B,87,RIETHUISEN,116.755160036
B,87,PARC MONNET,120.260038735
B,87,PARC ELISABETH,114.813061582
B,87,NEUBERGER,126.092470702
B,87,NEREUS,122.742368977
B,87,MARICOLLES,122.467018470
B,87,LOWET,119.782540920
B,87,JOSEPH BAECK,119.226085482
B,87,HUNDERENVELD,126.003053953
B,87,HOOGBOSCH,124.979511143
B,87,HET VEROOST,122.585976268
B,87,GARE DE BERCHEM,143.876569944
B,87,GANSHOREN-SPORT,126.202290951
B,87,ELBERS,127.798299320
B,87,DUBOIS,119.988688275
B,87,CONDOR,124.120916419
B,87,COLLEGE S.-COEUR,117.172927662
B,87,CIMETIERES,127.513900048
B,87,CHOPIN,123.287010401
B,87,CANDRIES,126.469086711
B,87,BROEK,118.508474576
B,87,BOIS DES ILES,124.712658949
B,87,BERCHEM-SHOPPING,121.116040482
B,87,BEEKKANT,98.237272064
B,87,BEECKMANS,115.934648582
B,87,BASILIX,127.807475210
B,88,WTC,154.239011778
B,88,WILLEBROEK,160.980814058
B,88,UZ-VUB,176.864302326
B,88,UZ-PEDIATRIE,158.078308088
B,88,UZ BRUSSEL,157.319547236
B,88,TOUR ET TAXIS,155.358826754
B,88,ROGIER,163.856602244
B,88,PRINCE LEOPOLD,153.491717937
B,88,POUCHKINE,146.858358145
B,88,NEKKERSDAL,157.213699608
B,88,LORGE,151.591958707
B,88,JACOBS FONTAINE,155.301139306
B,88,HOP. DES ENFANTS,154.986666667
B,88,GUILL. DE GREEF,154.935978836
B,88,GARE DU NORD,159.973074987
B,88,GARE DE JETTE,155.045859873
B,88,ENTREPOT,156.601410106
B,88,EMILE DELVA,151.952434881
B,88,DUYSBURGH,160.760892116
B,88,DIEUDONNE LEFEVRE,148.573062923
B,88,DE BROUCKERE,187.746366850
B,88,CROCQ,157.345120614
B,88,CIM. DE JETTE,154.365918367
B,88,BOULE ET BILL,157.042332434
B,88,BOCKSTAEL,156.098363947
B,88,AUDREY HEPBURN,177.892981103
B,88,ARBRE BALLON,153.787051243
B,89,WILLEMYNS,136.104997476
B,89,WESTLAND SHOPPING,123.888652104
B,89,VETERANS COLON.,167.041765794
B,89,TRIANGLE,182.618423789
B,89,SCHEUT,165.554104758
B,89,RUE DE L'OBUS,164.933490443
B,89,PRINCE DE LIEGE,162.834830543
B,89,PORTE DE NINOVE,182.834488068
B,89,PORTE DE FLANDRE,180.546466809
B,89,PETERBOS,135.532420459
B,89,PAULSEN,135.522333637
B,89,JACQUES BREL,161.377873295
B,89,GARE CENTRALE,138.389546754
B,89,FRUITS,135.212677080
B,89,DUCHESSE BRABANT,133.761278195
B,89,DELACROIX,133.463426791
B,89,DE BROUCKERE,180.169444444
B,89,DANSAERT,181.245607334
B,89,BOURSE,185.494068966
B,89,ARENBERG,183.500117343
B,95,WIENER,89.722479722
B,95,VANDER ELST,99.519798581
B,95,TRONE,96.894154370
B,95,THYS,98.091513492
B,95,SCIENCE,98.079790171
B,95,ROYALE,97.737123151
B,95,RODIN,100.698232599
B,95,RELAIS,101.697095436
B,95,PETIT SABLON,95.666991237
B,95,MIRAVAL,98.484251969
B,95,LUXEMBOURG,101.008638776
B,95,LES 3 TILLEULS,98.562776613
B,95,KEYM,99.243578256
B,95,IDALIE,97.714162535
B,95,GRAND SABLON,98.769230769
B,95,GERMOIR,98.681742354
B,95,FAUCONNERIE,95.902753659
B,95,ETTERBEEK GARE,99.564369599
B,95,DELPORTE,101.962732919
B,95,CIM. D'IXELLES,97.570961784
B,95,CERISAIE,96.392022562
B,95,CALYPSO 2000,99.601549755
B,95,BLYCKAERTS,98.441576087
B,95,BIBLIOTHEQUE,100.771153846
B,95,ARCADES,98.841061886
B,98,WAGON,196.561652281
B,98,PATHE,195.423040604
B,98,MOZART,172.384020619
B,98,HEROS,132.302596054
B,98,GLOBE,187.505736138
B,98,EGIDE VAN OPHEM,190.463280714
B,98,EGGERGAT,191.635424940
B,98,DROGENBOS-SHOP.,187.117881322
B,98,DORENT,203.267230169
B,98,CERIA,222.497303775
B,98,CARREFOUR STALLE,182.609501738
B,98,BOLLINCKX,194.834913112
M,1,VANDERVELDE,90.228443584
M,1,TOMBERG,90.049376559
M,1,STOCKEL,85.099286678
M,1,SCHUMAN,89.526355047
M,1,SAINTE-CATHERINE,88.101257174
M,1,ROODEBEEK,89.301309460
M,1,PARC,86.864418100
M,1,MONTGOMERY,90.378732200
M,1,MERODE,92.457499214
M,1,MAELBEEK,87.166062364
M,1,JOSEPH.-CHARLOTTE,89.387793427
M,1,GRIBAUMONT,89.685272785
M,1,GARE DE L'OUEST,112.854938272
M,1,GARE CENTRALE,86.870211649
M,1,ETANGS NOIRS,87.435270494
M,1,DE BROUCKERE,89.112221456
M,1,CRAINHEM,91.526693456
M,1,COMTE DE FLANDRE,86.886442467
M,1,BEEKKANT,86.613339778
M,1,ARTS-LOI,88.712320391
M,1,ALMA,89.589915477
M,2,YSER,113.592359304
M,2,TRONE,113.255690997
M,2,SIMONIS,127.799275517
M,2,ROGIER,112.146861147
M,2,RIBAUCOURT,112.426785714
M,2,PORTE DE NAMUR,113.361130255
M,2,PORTE DE HAL,115.036028120
M,2,OSSEGHEM,120.139374238
M,2,MADOU,112.815465729
M,2,LOUISE,115.187283237
M,2,HOTEL DES MONNAIES,114.209705648
M,2,GARE DU MIDI,116.531803442
M,2,GARE DE L'OUEST,119.840620592
M,2,ELISABETH,111.352383960
M,2,DELACROIX,117.344575163
M,2,CLEMENCEAU,117.502536783
M,2,BOTANIQUE,112.455899705
M,2,BEEKKANT,121.123058719
M,2,ARTS-LOI,113.025670776
M,5,VEEWEYDE,89.704636678
M,5,THIEFFRY,88.417649992
M,5,SCHUMAN,92.219536885
M,5,SAINTE-CATHERINE,92.838105903
M,5,SAINT-GUIDON,89.003885759
M,5,PETILLON,91.950815180
M,5,PARC,91.118698606
M,5,MERODE,91.635778942
M,5,MAELBEEK,91.574458346
M,5,LA ROUE,87.856704012
M,5,JACQUES BREL,90.379066240
M,5,HERRMANN-DEBROUX,100.588605028
M,5,HANKAR,89.919747353
M,5,GARE DE L'OUEST,93.183106449
M,5,GARE CENTRALE,91.066504309
M,5,ETANGS NOIRS,91.742426481
M,5,ERASME,90.992603872
M,5,EDDY MERCKX,88.597745013
M,5,DEMEY,84.903939962
M,5,DELTA,87.683139535
M,5,DE BROUCKERE,91.231510343
M,5,COMTE DE FLANDRE,93.003450656
M,5,CERIA,88.971396834
M,5,BIZET,89.233779434
M,5,BEEKKANT,95.187360595
M,5,BEAULIEU,86.817088410
M,5,AUMALE,89.556538305
M,5,ARTS-LOI,91.038172354
M,6,YSER,140.667212444
M,6,TRONE,139.418964754
M,6,STUYVENBERGH,143.307437560
M,6,SIMONIS,143.843692661
M,6,ROI BAUDOUIN,117.824620573
M,6,ROGIER,140.320881366
M,6,RIBAUCOURT,140.737595051
M,6,PORTE DE NAMUR,140.272739859
M,6,PORTE DE HAL,139.733876946
M,6,PANNENHUIS,143.661088401
M,6,OSSEGHEM,141.260377358
M,6,MADOU,140.059976422
M,6,LOUISE,140.440544413
M,6,HOUBA-BRUGMANN,143.552246340
M,6,HOTEL DES MONNAIES,140.962204224
M,6,HEYSEL,142.580465010
M,6,GARE DU MIDI,142.013141269
M,6,GARE DE L'OUEST,141.548522068
M,6,ELISABETH,142.769282929
M,6,DELACROIX,141.917577354
M,6,CLEMENCEAU,141.952986023
M,6,BOTANIQUE,140.846325831
M,6,BOCKSTAEL,143.073635057
M,6,BELGICA,141.319662991
M,6,BEEKKANT,142.892812106
M,6,ARTS-LOI,141.304718507
T,3,VANDERKINDERE,108.508749683
T,3,VAN PRAET,98.142783345
T,3,THOMAS,125.733526730
T,3,ROGIER,106.959884902
T,3,PORTE DE HAL,103.444104960
T,3,PARVIS ST-GILLES,104.450193216
T,3,MASUI,107.664950284
T,3,MABRU,103.491674968
T,3,LEMONNIER,107.337708067
T,3,JULES DE TROOZ,102.217991914
T,3,HORTA,108.402606807
T,3,HEEMBEEK,109.301190870
T,3,GARE DU NORD,106.473135786
T,3,GARE DU MIDI,108.077074078
T,3,ESPLANADE,132.568178044
T,3,DOCKS BRUXSEL,98.867094017
T,3,DE WAND,102.089687329
T,3,DE BROUCKERE,107.253854833
T,3,CHURCHILL,138.032864865
T,3,BUISSONNETS,100.472540046
T,3,BOURSE,104.868076110
T,3,BERKENDAEL,103.770940906
T,3,ARAUCARIA,99.110515021
T,3,ANNEESSENS,105.598991173
T,3,ALBERT,107.121739130
T,4,WAGON,90.676356146
T,4,VANDERKINDERE,95.112186647
T,4,STALLE (P),92.872513149
T,4,ROGIER,113.202719156
T,4,PORTE DE HAL,102.062476548
T,4,PARVIS ST-GILLES,101.218058601
T,4,MESSIDOR,93.877682403
T,4,LEMONNIER,109.845057471
T,4,HORTA,103.826628806
T,4,HEROS,92.763545796
T,4,GLOBE,92.157457380
T,4,GARE DU NORD,108.951336532
T,4,GARE DU MIDI,106.200645090
T,4,EGIDE VAN OPHEM,89.017352941
T,4,DE BROUCKERE,109.269082333
T,4,CARREFOUR STALLE,88.989373397
T,4,BOURSE,106.580085492
T,4,BOETENDAEL,91.717998955
T,4,BERKENDAEL,102.192499734
T,4,ANNEESSENS,106.478569842
T,4,ALBERT,101.786233912
T,7,VUB,100.048248133
T,7,VANDERKINDERE,57.453237410
T,7,VAN PRAET,81.595915033
T,7,SAINT-LAMBERT,78.363693075
T,7,ROFFIAEN,99.459717525
T,7,PRINC. ELISABETH,97.993686627
T,7,PETILLON,104.290287640
T,7,MONTGOMERY,95.263456822
T,7,MEISER,95.978576894
T,7,LOUIS BERTRAND,93.190193450
T,7,LONGCHAMP,98.395996209
T,7,LEOPOLD III,96.918038993
T,7,LEGRAND,96.472788637
T,7,HOP. PAUL BRIEN,91.130542230
T,7,HEYSEL,87.810239697
T,7,HELIOTROPES,92.768529241
T,7,HEEMBEEK,83.143739899
T,7,GOSSART,95.083398590
T,7,GEORGES HENRI,95.971590162
T,7,ETTERBEEK GARE,98.640618150
T,7,DOCKS BRUXSEL,95.690087711
T,7,DIAMANT,95.251645110
T,7,DEMOLDER,92.526805082
T,7,DE WAND,83.654463952
T,7,CHURCHILL,83.773788151
T,7,CHAZAL,92.044137198
T,7,CAVELL,98.763197587
T,7,CAMBRE-ETOILE,93.036720217
T,7,BUYL,91.879815274
T,7,BUISSONNETS,81.060161409
T,7,BOILEAU,92.242002582
T,7,BASCULE,94.372529397
T,7,ARSENAL,104.823674476
T,7,ARAUCARIA,81.268584236
T,8,WOLUWE SHOPPING,113.717325989
T,8,WIENER,116.564155629
T,8,VOOT,113.657856700
T,8,VLEURGAT,112.891530983
T,8,ULB,113.689906701
T,8,TENREUKEN,116.454251150
T,8,STEPHANIE,110.974235808
T,8,SOLBOSCH,113.856831960
T,8,ROODEBEEK,136.319769831
T,8,ROND-PT SOUVERAIN,114.604179761
T,8,PARC SENY,113.583790133
T,8,PARC DES SOURCES,119.036400662
T,8,MUSEE DU TRAM,115.588733467
T,8,MARIE-JOSE,114.743120588
T,8,LOUISE,119.936394430
T,8,LEGRAND,118.564408291
T,8,JEANNE,117.086095912
T,8,HIPPOD. BOITSFORT,114.876345498
T,8,HERRMANN-DEBROUX,117.237974362
T,8,FAUCONNERIE,114.600997129
T,8,EMPAIN,118.507858316
T,8,DELLEUR,115.439098199
T,8,DEFACQZ,110.564958678
T,8,COCCINELLES,112.448550313
T,8,CAMBRE-ETOILE,114.246572679
T,8,BUYL,111.548833189
T,8,BRESIL,115.399203325
T,8,BOONDAEL GARE,113.410934744
T,8,BOITSFORT GARE,114.280972046
T,8,BAILLI,109.557669082
T,8,AUDERGHEM-SHOP.,114.237067845
T,8,ABBAYE,113.127197769
T,9,UZ-PEDIATRIE,120.469025051
T,9,UZ BRUSSEL,119.342867294
T,9,SQ. DU CENTENAIRE,117.652578691
T,9,SIMONIS,146.290654326
T,9,MIROIR,119.005597341
T,9,EXPOSITION,117.662436877
T,9,BRUXELLOIS,120.840451128
T,9,BROUSTIN,122.661056936
T,9,ARBRE BALLON,120.272493573
T,9,ANCIENNE BARRIERE,118.070262598
T,19,VEREMAN,93.611983293
T,19,VALIDA,102.552907739
T,19,STUYVENBERGH,92.176139561
T,19,SIMONIS,103.956375557
T,19,SCHWEITZER,90.520464337
T,19,SAINT-LAMBERT,90.787676056
T,19,PLACE R. ASTRID,101.287707838
T,19,MIROIR,96.863197865
T,19,LENOIR,99.794207317
T,19,HUNDERENVELD,115.663621202
T,19,GUILL. DE GREEF,85.902693555
T,19,GOFFIN,102.074364773
T,19,GARE DE JETTE,101.673081355
T,19,ERNEST SALU,86.162441038
T,19,DE WAND,104.288076923
T,19,COLLEGE S.-COEUR,101.334979210
T,19,CIM. DE JETTE,96.340579057
T,19,BROUSTIN,99.121495327
T,19,BOSSAERT-BASILIQ.,105.711049958
T,19,BESME,104.747985519
T,19,AZUR,92.712207588
T,25,VUB,112.75
T,25,ULB,209.478260870
T,25,THOMAS,114.016699689
T,25,SOLBOSCH,184.92
T,25,ROGIER,70.363344051
T,25,ROFFIAEN,111
T,25,ROBIANO,87.834628191
T,25,PETILLON,165.0625
T,25,PATRIE,47.692307692
T,25,MONTGOMERY,175.75
T,25,MEISER,39.444444444
T,25,MARIE-JOSE,197.483870968
T,25,LIEDTS,127.780917812
T,25,LEFRANCQ,83.341890667
T,25,JEANNE,182.456310680
T,25,GEORGES HENRI,134.727272727
T,25,GARE DU NORD,113.673233271
T,25,ETTERBEEK GARE,76.153846154
T,25,DIAMANT,173.190476190
T,25,BUYL,145.666666667
T,25,BRESIL,180.307692308
T,25,BOONDAEL GARE,168
T,25,BOILEAU,154.6
T,25,BIENFAITEURS,27.8
T,25,ARSENAL,218.714285714
T,39,TER MEEREN,120.340986395
T,39,STOCKEL,119.547371266
T,39,RUISSEAU,119.146070076
T,39,RUE AU BOIS,118.334859839
T,39,MUSEE DU TRAM,118.219932298
T,39,MONTGOMERY,91.128603519
T,39,MADOUX,117.743957461
T,39,LOUIS MARCELIS,121.170295924
T,39,LEOPOLD II,121.539906809
T,39,JULES CESAR,118.770426288
T,39,GJ MARTIN,107.106231069
T,39,ESCRIME,119.167505392
T,39,EGLANTIERS,117.865842055
T,39,DE VILLALOBAR,116.861487421
T,39,DE BURBURE,114.381353700
T,39,CHIEN VERT,118.788214624
T,39,BEL-AIR,115.641340782
T,39,BAN-EIK,139.569311940
T,39,AVIATION,121.160919540
T,39,AMITIE,120.981282755
T,44,TROIS COULEURS,121.480961538
T,44,TIR AUX PIGEONS,125.004672058
T,44,TERVUREN STATION,128.936663693
T,44,RAVENSTEIN,121.650678867
T,44,QUATRE BRAS,122.776982097
T,44,OPPEMSTRAAT,123.782620922
T,44,MUSEE DU TRAM,128.359011329
T,44,MONTGOMERY,91.465483585
T,44,MADOUX,119.147393179
T,44,LEOPOLD II,127.828433590
T,44,JULES CESAR,126.370829576
T,44,GJ MARTIN,117.255138801
T,44,DREVE DES BRULES,121.958313926
T,44,DE VILLALOBAR,122.361984626
T,44,CHIEN VERT,126.258465319
T,44,BRUSSELSESTEENWEG,122.268348251
T,44,AUDERGHEM-FORET,119.931396786
T,51,YSER,134.308317892
T,51,WOESTE,98.465448769
T,51,VANDERSTICHELEN,136.831719787
T,51,VANDERKINDERE,117.417352672
T,51,VAN HAELEN,119.845855550
T,51,UCCLE CALEVOET,110.506639428
T,51,STIENON,96.024088542
T,51,STADE,103.752851454
T,51,SAINCTELETTE,134.283198649
T,51,RITTWEGER,111.724687557
T,51,RIBAUCOURT,134.908402021
T,51,PTE D'ANDERLECHT,116.586552799
T,51,PORTE DE NINOVE,112.769777292
T,51,PORTE DE HAL,118.773163468
T,51,PORTE DE FLANDRE,112.567226098
