Time of the day,Hour of Time,Mode,Line Id,Avg. Delay Seconds
Night,19,T,44,108.660586836
Night,19,T,39,119.510728218
Night,19,T,25,87.022388060
Night,19,T,19,104.851402840
Night,19,T,9,122.604864434
Night,19,T,8,105.600565117
Night,19,T,7,82.368261487
Night,19,T,4,98.127446061
Night,19,T,3,100.563746113
Night,20,B,98,93.316037736
Night,20,B,95,109.797508549
Night,20,B,89,176.373493976
Night,20,B,88,145.628593429
Night,20,B,87,191.056029233
Night,20,B,86,108.622945831
Night,20,B,83,140.509422111
Night,20,B,80,147.402011856
Night,20,B,79,94.879786880
Night,20,B,78,109.578266494
Night,20,B,75,119.331575864
Night,20,B,74,133.948509485
Night,20,B,71,100.829016277
Night,20,B,66,119.840454859
Night,20,B,65,108.719416970
Night,20,B,64,266.881299735
Night,20,B,63,137.344207244
Night,20,B,61,127.388452656
Night,20,B,60,191.387862284
Night,20,B,59,151.706017192
Night,20,B,58,111.193045564
Night,20,B,56,178.031429745
Night,20,B,54,146.755239327
Night,20,B,53,145.083209017
Night,20,B,50,208.963177634
Night,20,B,49,124.494592940
Night,20,B,48,145.745224007
Night,20,B,47,91.799734160
Night,20,B,46,110.036674381
Night,20,B,45,119.206477733
Night,20,B,43,114.509112287
Night,20,B,42,102.762534819
Night,20,B,41,137.884615385
Night,20,B,38,133.364619278
Night,20,B,37,114.738169257
Night,20,B,36,131.969467213
Night,20,B,34,138.134943182
Night,20,B,33,112.702430847
Night,20,B,29,140.155281573
Night,20,B,28,110.022767698
Night,20,B,27,144.595442439
Night,20,B,21,116.581654420
Night,20,B,20,116.284639069
Night,20,B,17,125.233354471
Night,20,B,14,188.446219890
Night,20,B,13,147.859395532
Night,20,B,12,126.131230926
Night,20,M,6,103.127788524
Night,20,M,5,56.802538531
Night,20,M,2,182.487736162
Night,20,M,1,67.518632112
Night,20,T,97,164.725989808
Night,20,T,93,101.871102450
Night,20,T,92,121.824023615
Night,20,T,82,109.479533941
Night,20,T,81,101.460449625
Night,20,T,62,187.921182266
Night,20,T,55,134.971637694
Night,20,T,51,114.896869427
Night,20,T,44,100.012987013
Night,20,T,39,101.774836714
Night,20,T,25,99.881147541
Night,20,T,19,138.720027600
Night,20,T,9,127.490654206
Night,20,T,8,117.418441463
Night,20,T,7,84.383622932
Night,20,T,4,111.851757040
Night,20,T,3,111.977741138
