Stop Name,Mode,Weekend,Line Id,Avg. Delay Seconds
COMTE DE FLANDRE,M,0,1,76.836850505
COMTE DE FLANDRE,M,1,5,160.342535787
COMTE DE FLANDRE,M,1,1,144.013104839
CONDOR,B,0,87,104.196787149
CONDOR,B,0,86,124.136904762
CONDOR,B,1,87,232.857534247
CONDOR,B,1,86,141.679365079
CONGRES,T,0,93,79.436577365
CONGRES,T,0,92,85.710918317
CONGRES,T,1,93,162.814814815
CONGRES,T,1,92,184.022237665
CONSCIENCE,B,0,66,93.898668211
CONSCIENCE,B,0,65,95.162663916
CONSCIENCE,B,0,64,111.333247885
CONSCIENCE,B,1,66,198.856971154
CONSCIENCE,B,1,65,196.485849057
CONSCIENCE,B,1,64,206.956709957
CONSEIL,T,0,81,74.928735632
CONSEIL,T,1,81,155.950354610
CORTENBACH,B,0,80,105.244316928
CORTENBACH,B,0,65,85.369921048
CORTENBACH,B,1,80,242.202742409
CORTENBACH,B,1,65,186.921641791
COTEAUX,B,0,59,121.063157895
COTEAUX,B,0,56,159.470147743
COTEAUX,B,1,59,232.804597701
COTEAUX,B,1,56,249.365264798
CPAS GANSHOREN,B,0,13,142.288201161
CPAS GANSHOREN,B,1,13,224.130268199
CRAETBOS,B,0,83,168.726431875
CRAETBOS,B,1,83,226.913580247
CRAINHEM,M,0,1,79.536585366
CRAINHEM,M,1,1,161.205278592
CREMATORIUM,T,0,51,107.228122219
CREMATORIUM,T,1,51,173.313199105
CROCQ,B,0,88,145.253237900
CROCQ,B,0,83,132.499178982
CROCQ,B,0,14,147.973962264
CROCQ,B,1,88,207.033613445
CROCQ,B,1,83,232.201405152
CROCQ,B,1,14,193.936106984
CROIX DE GUERRE,B,0,56,143.025545635
CROIX DE GUERRE,B,1,56,212.935087719
CROSSING,B,0,66,102.874325782
CROSSING,B,0,56,156.981595092
CROSSING,B,1,66,195.068230277
CROSSING,B,1,56,238.303625378
CUREGHEM,B,0,46,59.794508976
CUREGHEM,B,1,46,162.282494365
CUREGHEM,T,0,81,89.379151025
CUREGHEM,T,1,81,166.596153846
DA VINCI,B,0,80,114.354973973
DA VINCI,B,0,69,232.222385862
DA VINCI,B,0,65,96.798015592
DA VINCI,B,0,12,144.547289504
DA VINCI,B,1,80,246.229598893
DA VINCI,B,1,65,194.748618785
DA VINCI,B,1,12,214.144595562
DA VINCI,T,0,62,174.294470774
DA VINCI,T,0,55,73.001236094
DA VINCI,T,1,62,211.349619978
DA VINCI,T,1,55,133.104166667
DAILLY,B,0,64,116.847560976
DAILLY,B,0,61,131.288257736
DAILLY,B,0,56,153.346321800
DAILLY,B,0,29,107.384728033
DAILLY,B,1,64,274.941176471
DAILLY,B,1,61,225.186468647
DAILLY,B,1,56,237.004070556
DAILLY,B,1,29,197.646923077
DANSAERT,B,0,89,175.698372615
DANSAERT,B,0,33,198.650912647
DANSAERT,B,1,89,193.069976077
DANSAERT,B,1,33,207.679747722
DARWIN,T,0,92,120.648050580
DARWIN,T,1,92,180.220088626
DAUTZENBERG,T,0,81,70.939134162
DAUTZENBERG,T,1,81,154.571271930
DE BEJAR,B,0,57,166.557258792
DE BEJAR,B,0,56,130.585971446
DE BEJAR,B,1,56,199.308707124
DE BROUCKERE,B,0,89,175.932942470
DE BROUCKERE,B,0,88,167.097810597
DE BROUCKERE,B,0,71,61.848656294
DE BROUCKERE,B,0,46,68.947475570
DE BROUCKERE,B,0,29,107.686906681
DE BROUCKERE,B,1,89,191.169838249
DE BROUCKERE,B,1,88,252.406085193
DE BROUCKERE,B,1,71,104.958573564
DE BROUCKERE,B,1,46,159.090301003
DE BROUCKERE,B,1,29,148.304226778
DE BROUCKERE,M,0,5,80.807183673
DE BROUCKERE,M,0,1,79.107282272
DE BROUCKERE,M,1,5,159.665594855
DE BROUCKERE,M,1,1,147.316366484
DE BROUCKERE,T,0,4,95.736440926
DE BROUCKERE,T,0,3,90.221311475
DE BROUCKERE,T,1,4,146.108539505
DE BROUCKERE,T,1,3,154.280056577
DE BURBURE,T,0,39,100.699843505
DE BURBURE,T,1,39,186.993355482
DE HEYN,B,0,14,147.897046554
DE HEYN,B,1,14,182.045795171
DE LINDE,B,0,46,57.305586327
DE LINDE,B,1,46,155.929238985
DE LOMBAERDE,B,0,45,102.705839681
DE LOMBAERDE,B,1,45,168.887983707
DE VILLALOBAR,T,0,44,105.591135458
DE VILLALOBAR,T,0,39,100.289594241
DE VILLALOBAR,T,1,44,211.687886826
DE VILLALOBAR,T,1,39,207.135472371
DE VILLEGAS,B,0,83,169.061628284
DE VILLEGAS,B,1,83,241.788530466
DE WAND,B,0,83,165.270624103
DE WAND,B,0,53,109.567336533
DE WAND,B,1,83,211.327844311
DE WAND,B,1,53,193.192838875
DE WAND,T,0,19,73.542321517
DE WAND,T,0,7,75.694911270
DE WAND,T,0,3,81.392596747
DE WAND,T,1,19,213.051857392
DE WAND,T,1,7,114.453842656
DE WAND,T,1,3,159.067936181
DE WANSIJN,B,0,60,130.936881188
DE WANSIJN,B,0,37,162.327296674
DE WANSIJN,B,1,60,241.620573356
DE WANSIJN,B,1,37,257.179487179
DEBUSSY,B,0,74,143.974291710
DEBUSSY,B,1,74,201.964497041
DECROLY,B,0,74,157.082086168
DECROLY,B,0,48,70.297153700
DECROLY,B,1,74,203.355907781
DECROLY,B,1,48,169.592819615
DEFACQZ,T,0,93,70.258639505
DEFACQZ,T,0,8,95.619899497
DEFACQZ,T,1,93,160.146245059
DEFACQZ,T,1,8,179.729302326
DEGROOFF,B,0,80,113.586570575
DEGROOFF,B,0,28,127.183654938
DEGROOFF,B,0,27,153.466740088
DEGROOFF,B,1,80,231.135367016
DEGROOFF,B,1,28,240.523408240
DEGROOFF,B,1,27,196.029972752
DELACROIX,B,0,89,111.782151793
DELACROIX,B,1,89,197.492610837
DELACROIX,M,0,6,137.081351508
DELACROIX,M,0,2,113.018830374
DELACROIX,M,1,6,189.629470672
DELACROIX,M,1,2,142.618067979
DELHOVE,B,0,13,143.550924784
DELHOVE,B,1,13,210.151151151
DELLEUR,T,0,8,101.691610799
DELLEUR,T,1,8,185.046788991
DELPORTE,B,0,95,87.960166623
DELPORTE,B,1,95,148.731304348
DELTA,B,0,72,113.849176172
DELTA,B,0,71,87.630938171
DELTA,B,1,72,173.534246575
DELTA,B,1,71,122.718263718
DELTA,M,0,5,76.452703958
DELTA,M,1,5,162.197287300
DEMEY,B,0,72,117.223404255
DEMEY,B,0,41,128.822970297
DEMEY,B,1,72,146.605042017
DEMEY,B,1,41,234.52
DEMEY,M,0,5,74.424074862
DEMEY,M,1,5,163.369426752
DEMINEURS,B,0,14,139.594059406
DEMINEURS,B,1,14,205.353467562
DEMINEURS,T,0,51,95.744865358
DEMINEURS,T,1,51,138.957991803
DEMOLDER,T,0,7,73.765612953
DEMOLDER,T,1,7,169.409162717
DEPORTES,B,0,28,112.548117155
DEPORTES,B,1,28,235.491935484
DESTOUVELLES,B,0,58,107.448758207
DESTOUVELLES,B,1,58,220.982310094
DEUTSCHE SCHULE,B,0,77,204.144970414
DEUX CHAUSSEES,B,0,34,136.574241827
DEUX CHAUSSEES,B,1,34,182.756410256
DEUX GARES,B,0,78,86.409515718
DEUX GARES,B,1,78,157.932835821
DIABLOTINS,B,0,80,108.863160518
DIABLOTINS,B,0,66,103.800244349
DIABLOTINS,B,0,63,125.625179856
DIABLOTINS,B,1,80,239.912632822
DIABLOTINS,B,1,66,216.592592593
DIABLOTINS,B,1,63,204.119402985
DIABOLO,B,0,17,139.238759690
DIABOLO,B,1,17,196.652650823
DIAMANT,B,0,79,135.712681807
DIAMANT,B,0,29,111.773656021
DIAMANT,B,0,28,131.565442445
DIAMANT,B,0,21,157.166191833
DIAMANT,B,1,79,227.249350649
DIAMANT,B,1,29,210.919438285
DIAMANT,B,1,28,244.534079349
DIAMANT,B,1,21,191.543250328
DIAMANT,T,0,25,194.666666667
DIAMANT,T,0,7,77.443489290
DIAMANT,T,1,25,44.333333333
DIAMANT,T,1,7,168.806169965
DIEGEMSTRAAT,B,0,58,135.725028058
DIEGEMSTRAAT,B,1,58,233.121457490
DIELEGHEM,B,0,13,141.356807512
DIELEGHEM,B,1,13,189.514195584
DIEUDONNE LEFEVRE,B,0,88,135.157307172
DIEUDONNE LEFEVRE,B,0,86,165.938037866
DIEUDONNE LEFEVRE,B,1,88,193.131460674
DIEUDONNE LEFEVRE,B,1,86,180.320707071
DIEWEG,T,0,97,102.428034616
DIEWEG,T,0,92,87.126654898
DIEWEG,T,1,97,236.680137348
DIEWEG,T,1,92,201.830845771
DIGUE DU CANAL,B,0,78,129.867504836
DIGUE DU CANAL,B,0,74,145.295424491
DIGUE DU CANAL,B,0,49,82.93328125
DIGUE DU CANAL,B,1,78,158.630350195
DIGUE DU CANAL,B,1,74,201.381618382
DIGUE DU CANAL,B,1,49,184.6953125
DIRECTOIRE,B,0,37,162.360281195
DIRECTOIRE,B,1,37,248.145494028
DIVIN SAUVEUR,B,0,79,136.498303442
DIVIN SAUVEUR,B,0,21,156.870426173
DIVIN SAUVEUR,B,1,79,230.735249622
DIVIN SAUVEUR,B,1,21,184.281203008
DOCKS BRUXSEL,B,0,58,141.682690366
DOCKS BRUXSEL,B,0,56,154.401914941
DOCKS BRUXSEL,B,1,58,234.365653246
DOCKS BRUXSEL,B,1,56,248.658151766
DOCKS BRUXSEL,T,0,7,77.672231884
DOCKS BRUXSEL,T,0,3,81.635593220
DOCKS BRUXSEL,T,1,7,174.256319515
DOCKS BRUXSEL,T,1,3,140.242732558
DOMAINE,B,0,48,95.503274559
DOMAINE,B,1,48,190.478578892
DON BOSCO,B,0,28,115.892820337
DON BOSCO,B,1,28,239.121323529
DORENT,B,0,98,205.392883079
DORENT,B,1,98,185.086956522
DOUVRES,B,0,46,73.419690219
DOUVRES,B,1,46,216.528853755
DOUVRES,T,0,81,85.827219746
DOUVRES,T,1,81,160.358942065
DREVE DE NIVELLES,B,0,36,137.651376147
DREVE DE NIVELLES,B,1,36,221.494366197
DREVE DES BRULES,T,0,44,102.972773681
DREVE DES BRULES,T,1,44,209.123697917
DRIES,B,0,41,122.247683755
DRIES,B,1,41,257.839122486
DROGENBOS,T,0,82,120.203367183
DROGENBOS,T,1,82,193.223606557
DROGENBOS-SHOP.,B,0,98,183.543605965
DROGENBOS-SHOP.,B,1,98,213.661073826
DROSSART,B,0,60,135.246932515
DROSSART,B,1,60,247.398609502
DUBOIS,B,0,87,98.398639812
DUBOIS,B,0,86,123.521835677
DUBOIS,B,1,87,226.627906977
DUBOIS,B,1,86,167.618932039
DUCHESSE BRABANT,B,0,89,110.594662638
DUCHESSE BRABANT,B,0,86,161.281533388
DUCHESSE BRABANT,B,1,89,202.023738872
DUCHESSE BRABANT,B,1,86,199.709841270
DUCHESSE BRABANT,T,0,82,97.229295329
DUCHESSE BRABANT,T,1,82,181.100988701
DUDEN,B,0,54,113.001651255
DUDEN,B,0,48,91.587392550
DUDEN,B,1,54,226.686998395
DUDEN,B,1,48,202.686351706
DUNANT,B,0,66,110.337740730
DUNANT,B,0,45,109.467705382
DUNANT,B,1,66,214.018619934
DUNANT,B,1,45,194.323570432
DUNETTE,B,0,42,130.057421698
DUNETTE,B,1,42,128.172610556
DUYSBURGH,B,0,88,148.5375
DUYSBURGH,B,1,88,206.299019608
EDDY MERCKX,B,0,74,157.132004310
EDDY MERCKX,B,1,74,213.246153846
EDDY MERCKX,M,0,5,79.368368963
EDDY MERCKX,M,1,5,153.992987377
EENENS,B,0,59,120.675954592
EENENS,B,1,59,232.133200795
EGGERGAT,B,0,98,195.625112108
EGGERGAT,B,1,98,160.743055556
EGIDE VAN OPHEM,B,0,98,195.635071090
EGIDE VAN OPHEM,B,1,98,156.183246073
EGIDE VAN OPHEM,T,0,97,90.499220941
EGIDE VAN OPHEM,T,0,4,76.024112398
EGIDE VAN OPHEM,T,1,97,221.829477292
EGIDE VAN OPHEM,T,1,4,133.658838878
EGLANTIERS,T,0,39,101.825656643
EGLANTIERS,T,1,39,197.975285171
EGLISE ST-ANTOINE,T,0,81,76.837557604
EGLISE ST-ANTOINE,T,1,81,153.103021978
EGLISE ST-JULIEN,B,0,34,97.658751696
EGLISE ST-JULIEN,B,1,34,180.988538682
EGLISE WEZEMBEEK,B,0,77,190.159388646
ELBERS,B,0,87,108.470010235
ELBERS,B,1,87,222.691457286
ELEPHANT,B,0,86,159.499682136
ELEPHANT,B,1,86,194.959860384
ELISABETH,M,0,6,138.644729705
ELISABETH,M,0,2,104.640645524
ELISABETH,M,1,6,204.760869565
ELISABETH,M,1,2,146.941293532
ELOY,B,0,78,95.880882353
ELOY,B,1,78,159.985576923
EMILE DELVA,B,0,88,135.467391304
EMILE DELVA,B,0,53,112.559166991
EMILE DELVA,B,1,88,207.456973294
EMILE DELVA,B,1,53,193.128601546
EMPAIN,T,0,8,104.294284097
EMPAIN,T,1,8,187.411522634
ENGELAND,B,0,70,164.076891106
ENGELAND,B,0,60,133.267834793
ENGELAND,B,0,43,162.972140762
ENGELAND,B,1,60,247.545901639
ENGELAND,B,1,43,187.539312039
ENGELAND,T,0,51,99.545118950
ENGELAND,T,1,51,170.520473157
ENNEPETAL,B,0,47,158.907190209
ENNEPETAL,B,1,47,200.732612056
ENTREPOT,B,0,88,144.573991031
ENTREPOT,B,0,86,162.302040816
ENTREPOT,B,0,57,159.229707792
ENTREPOT,B,1,88,200.812087912
ENTREPOT,B,1,86,176.563888889
EQUIPAGES,B,0,17,125.844067797
EQUIPAGES,B,1,17,223.634920635
ERASME,B,0,74,151.239105505
ERASME,B,1,74,227.541832669
ERASME,M,0,5,83.154503106
ERASME,M,1,5,132.311050477
ERNEST LAUDE,B,0,59,119.900334448
ERNEST LAUDE,B,1,59,237.184065934
ERNEST SALU,T,0,19,67.608488905
ERNEST SALU,T,1,19,181.415009042
ESCRIME,T,0,39,102.243354225
ESCRIME,T,1,39,202.740661686
ESPLANADE,B,0,83,168.910556320
ESPLANADE,B,1,83,212.285714286
ESPLANADE,T,0,3,112.881488149
ESPLANADE,T,1,3,156.978794643
ETANGS,B,0,80,105
ETANGS,B,0,60,142.737907206
ETANGS,B,0,59,102.166666667
ETANGS,B,0,34,95.601158860
ETANGS,B,1,80,197.935926773
ETANGS,B,1,60,261.768768769
ETANGS,B,1,34,208.363173957
ETANGS BOITSFORT,B,0,17,140.792682927
ETANGS BOITSFORT,B,1,17,226.816711590
ETANGS D'IXELLES,B,0,71,81.213909670
ETANGS D'IXELLES,B,1,71,133.121908894
ETANGS NOIRS,B,0,86,155.399112187
ETANGS NOIRS,B,0,20,113.218845531
ETANGS NOIRS,B,0,13,89.246637878
ETANGS NOIRS,B,1,86,162.424554184
ETANGS NOIRS,B,1,20,230.452054795
ETANGS NOIRS,B,1,13,216.209474142
ETANGS NOIRS,M,0,5,81.997297297
ETANGS NOIRS,M,0,1,77.337603306
ETANGS NOIRS,M,1,5,159.854781582
ETANGS NOIRS,M,1,1,148.222222222
ETTERBEEK GARE,B,0,95,86.409545584
ETTERBEEK GARE,B,1,95,144.957593688
ETTERBEEK GARE,T,0,25,70.428571429
ETTERBEEK GARE,T,0,7,82.245153473
ETTERBEEK GARE,T,1,25,82.833333333
ETTERBEEK GARE,T,1,7,170.448113208
EUGENE TOUSSAINT,B,0,83,131.638157895
EUGENE TOUSSAINT,B,0,13,95.272727273
EUGENE TOUSSAINT,B,1,83,179.327510917
EUROCONTROL,T,0,62,192.247690046
EUROCONTROL,T,1,62,271.604563632
EVERE SHOPPING,B,0,66,109.105073996
EVERE SHOPPING,B,0,21,144.311382468
EVERE SHOPPING,B,1,66,206.737777778
EVERE SHOPPING,B,1,21,196.180094787
EVERE SHOPPING,T,0,62,177.234144875
EVERE SHOPPING,T,1,62,208.711790393
EXPOSITION,T,0,9,105.439168168
EXPOSITION,T,1,9,163.855198020
FAIDER,T,0,97,142.424823806
FAIDER,T,0,92,111.320928645
FAIDER,T,1,97,212.005605381
FAIDER,T,1,92,184.997802198
FAUCONNERIE,B,0,95,84.001250391
FAUCONNERIE,B,1,95,141.663461538
FAUCONNERIE,T,0,8,99.144311160
FAUCONNERIE,T,1,8,190.735899731
FERME NOS PILIFS,B,0,56,136.718759690
FERME NOS PILIFS,B,0,53,108.151515152
FERME NOS PILIFS,B,1,56,219.986942329
FERME NOS PILIFS,B,1,53,183.900738310
FERNAND COCQ,B,0,71,79.488275862
FERNAND COCQ,B,0,54,113.022499527
FERNAND COCQ,B,1,71,133.689732982
FERNAND COCQ,B,1,54,235.083892617
FERNAND LEGER,B,0,65,94.855203620
FERNAND LEGER,B,1,65,218.025766017
FETIS,B,0,34,92.864035984
FETIS,B,1,34,211.478460128
FEVRIER,B,0,80,112.468427095
FEVRIER,B,1,80,245.054054054
FIRMIN LECHARLIER,B,0,14,143.970631787
FIRMIN LECHARLIER,B,1,14,208.233870968
FLAGEY,B,0,71,81.274553053
FLAGEY,B,0,60,134.971794872
FLAGEY,B,0,59,122.379144852
FLAGEY,B,0,38,112.391905738
FLAGEY,B,1,71,131.572463768
FLAGEY,B,1,60,234.680811808
FLAGEY,B,1,59,274.852252252
FLAGEY,B,1,38,205.037212449
FLAGEY,T,0,81,73.507407407
FLAGEY,T,1,81,156.850448654
FLORIDE,B,0,41,138.180064309
FLORIDE,B,0,38,97.896516808
FLORIDE,B,1,41,245.088333333
FLORIDE,B,1,38,203.770413064
FONSON,B,0,64,102.961738003
FONSON,B,0,45,120.990511334
FONSON,B,1,64,187.338192420
FONSON,B,1,45,183.70703125
FONSON,T,0,55,61.518653987
FONSON,T,1,55,131.836477987
FOREST (BERVOETS),B,0,54,88.534270934
FOREST (BERVOETS),B,1,54,172.283251232
FOREST CENTRE,B,0,74,152.982950142
FOREST CENTRE,B,0,54,118.377425412
FOREST CENTRE,B,0,50,150.469090909
FOREST CENTRE,B,1,74,230.761485826
FOREST CENTRE,B,1,54,233.580063627
FOREST CENTRE,B,1,50,264.295264624
FOREST CENTRE,T,0,97,100.629592518
FOREST CENTRE,T,0,82,93.857706093
FOREST CENTRE,T,1,97,206.808897877
FOREST CENTRE,T,1,82,168.725146199
FOREST NATIONAL,B,0,74,156.039468218
FOREST NATIONAL,B,0,54,120.271941202
FOREST NATIONAL,B,1,74,212.388961892
FOREST NATIONAL,B,1,54,227.590113285
FORESTERIE,B,0,17,147.291803279
FORESTERIE,B,1,17,252.245614035
FORESTOISE,B,0,74,155.612052731
FORESTOISE,B,1,74,200.367149758
FORT-JACO,B,0,43,184.607442977
FORT-JACO,B,1,43,235.426923077
FORT-JACO,T,0,92,79.593834995
FORT-JACO,T,1,92,162.054474708
FORUM,B,0,83,167.179510263
FORUM,B,1,83,213.506208912
FOYER JETTOIS,T,0,93,74.513900956
FOYER JETTOIS,T,1,93,193.886363636
FOYER SCHAERBEEK.,T,0,55,65.962592593
FOYER SCHAERBEEK.,T,1,55,157.296
FRAITEUR,B,0,72,96.774611399
FRAITEUR,B,0,71,82.330914614
FRAITEUR,B,1,72,151.071428571
FRAITEUR,B,1,71,130.462536873
FRANS COURTENS,B,0,63,124.639680898
FRANS COURTENS,B,1,63,199.734453782
FRANS HALS,B,0,74,149.206002729
FRANS HALS,B,1,74,208.068071313
FRANS HALS,T,0,81,69.340011448
FRANS HALS,T,1,81,151.62
FROISSART,B,0,60,137.252489658
FROISSART,B,0,36,135.955958549
FROISSART,B,0,27,150.971837088
FROISSART,B,0,21,154.945162554
FROISSART,B,1,60,226.669669670
FROISSART,B,1,36,220.948837209
FROISSART,B,1,27,220.1
FROISSART,B,1,21,194.222780570
FRUITS,B,0,89,110.920457252
FRUITS,B,0,75,150.675832127
FRUITS,B,0,53,111.292290988
FRUITS,B,1,89,213.256312165
FRUITS,B,1,75,258.822981366
FRUITS,B,1,53,184.638141809
FUSEE,T,0,62,170.227601383
FUSEE,T,1,62,199.725024728
FUSS,B,0,61,131.092269327
FUSS,B,1,61,232.411334552
FUTAIE,B,0,41,125.704086426
FUTAIE,B,1,41,251.3
GALLAIT,T,0,55,99.885880077
GALLAIT,T,1,55,155.380855397
GANSHOREN-SPORT,B,0,87,107.360304100
GANSHOREN-SPORT,B,1,87,227.954545455
GARDON,B,0,17,155.270270270
GARDON,B,1,17,245.106896552
GARE CENTRALE,B,0,89,134.045266680
GARE CENTRALE,B,0,71,80.805318240
GARE CENTRALE,B,0,66,92.763591936
GARE CENTRALE,B,0,65,98.255250404
GARE CENTRALE,B,0,63,114.677866297
GARE CENTRALE,B,0,38,107.674887892
GARE CENTRALE,B,0,29,128.805145618
GARE CENTRALE,B,1,89,148.130626655
GARE CENTRALE,B,1,71,126.297306176
GARE CENTRALE,B,1,66,199.819819820
GARE CENTRALE,B,1,65,159.370283019
GARE CENTRALE,B,1,63,187.975877193
GARE CENTRALE,B,1,38,206.390476190
GARE CENTRALE,B,1,29,210.287173666
GARE CENTRALE,M,0,5,80.464170433
GARE CENTRALE,M,0,1,76.976624974
GARE CENTRALE,M,1,5,162.367583213
GARE CENTRALE,M,1,1,144.311904762
GARE D'EVERE,B,0,66,103.600856073
GARE D'EVERE,B,1,66,216.5
GARE DE BERCHEM,B,0,87,129.150699120
GARE DE BERCHEM,B,0,83,132.969325153
GARE DE BERCHEM,B,1,87,219.103174603
GARE DE BERCHEM,B,1,83,183.477272727
GARE DE BERCHEM,T,0,82,123.661921390
GARE DE BERCHEM,T,1,82,210.742824007
GARE DE BOCKSTAEL,B,0,53,108.862671660
GARE DE BOCKSTAEL,B,1,53,192.174174174
GARE DE HAREN-SUD,B,0,80,108.481335436
GARE DE HAREN-SUD,B,0,65,86.411574174
GARE DE HAREN-SUD,B,1,80,241.251925193
GARE DE HAREN-SUD,B,1,65,196.949356223
GARE DE JETTE,B,0,88,139.258648649
GARE DE JETTE,B,0,14,148.437213303
GARE DE JETTE,B,1,88,212.880198020
GARE DE JETTE,B,1,14,210.868708972
GARE DE JETTE,T,0,19,84.511595993
GARE DE JETTE,T,1,19,191.576563623
GARE DE L'OUEST,B,0,86,120.235321171
GARE DE L'OUEST,B,1,86,190.616364527
GARE DE L'OUEST,M,0,6,137.164465962
GARE DE L'OUEST,M,0,5,82.762167715
GARE DE L'OUEST,M,0,2,116.226247324
GARE DE L'OUEST,M,0,1,105.899115044
GARE DE L'OUEST,M,1,6,191.939291737
GARE DE L'OUEST,M,1,5,162.245106383
GARE DE L'OUEST,M,1,2,141.423795477
GARE DE L'OUEST,M,1,1,160.204819277
GARE DE L'OUEST,T,0,82,92.782047107
GARE DE L'OUEST,T,1,82,178.007936508
GARE DE LINKEBEEK,B,0,70,172.637720488
GARE DE LINKEBEEK,B,0,43,167.596553248
GARE DE LINKEBEEK,B,0,37,149.034965035
GARE DE LINKEBEEK,B,1,43,208.4890625
GARE DE LINKEBEEK,B,1,37,237.048780488
GARE DE SAINT-JOB,B,0,60,140.471533825
GARE DE SAINT-JOB,B,0,37,166.513185814
GARE DE SAINT-JOB,B,1,60,251.862411348
GARE DE SAINT-JOB,B,1,37,250.106578947
GARE DE SAINT-JOB,T,0,92,85.254847645
GARE DE SAINT-JOB,T,1,92,233.114994363
GARE DU MIDI,B,0,78,151.445042620
GARE DU MIDI,B,0,50,165.732801852
GARE DU MIDI,B,0,49,84.211339679
GARE DU MIDI,B,0,48,120.442816840
GARE DU MIDI,B,1,78,199.308181096
GARE DU MIDI,B,1,50,245.777826855
GARE DU MIDI,B,1,49,182.536418511
GARE DU MIDI,B,1,48,224.228609626
GARE DU MIDI,M,0,6,138.777900400
GARE DU MIDI,M,0,2,112.931049691
GARE DU MIDI,M,1,6,177.279699248
GARE DU MIDI,M,1,2,136.673519737
GARE DU MIDI,T,0,82,95.832779289
GARE DU MIDI,T,0,81,73.360014687
GARE DU MIDI,T,0,51,110.368589744
GARE DU MIDI,T,0,4,91.281374429
GARE DU MIDI,T,0,3,91.943318163
GARE DU MIDI,T,1,82,179.706723338
GARE DU MIDI,T,1,81,151.191860465
GARE DU MIDI,T,1,51,170.326448363
GARE DU MIDI,T,1,4,151.977828054
GARE DU MIDI,T,1,3,156.259060956
GARE DU NORD,B,0,88,145.404123037
GARE DU NORD,B,0,61,80.644194757
GARE DU NORD,B,0,58,111.217493534
GARE DU NORD,B,0,57,156.375301366
GARE DU NORD,B,0,20,102.025215660
GARE DU NORD,B,0,14,134.144919169
GARE DU NORD,B,1,88,208.472766885
GARE DU NORD,B,1,61,160.877173913
GARE DU NORD,B,1,58,254.198863636
GARE DU NORD,B,1,20,188.947052594
GARE DU NORD,B,1,14,178.194630872
GARE DU NORD,T,0,55,77.74609375
GARE DU NORD,T,0,25,102.687685460
GARE DU NORD,T,0,4,98.828646749
GARE DU NORD,T,0,3,90.030359712
GARE DU NORD,T,1,55,179.066666667
GARE DU NORD,T,1,25,172.671314741
GARE DU NORD,T,1,4,144.838006231
GARE DU NORD,T,1,3,156.971277066
GARE FOREST-EST,B,0,74,151.617724868
GARE FOREST-EST,B,0,54,111.888186084
GARE FOREST-EST,B,1,74,200.706190976
GARE FOREST-EST,B,1,54,231.080808081
GATTI DE GAMOND,B,0,48,95.237973242
GATTI DE GAMOND,B,1,48,182.795396419
GAULOIS,B,0,80,112.328668684
GAULOIS,B,0,27,148.065326633
GAULOIS,B,1,80,223.73
GAULOIS,B,1,27,199.930555556
GAZELLE,B,0,43,171.482429335
GAZELLE,B,0,37,160.381918040
GAZELLE,B,1,43,215.561626429
GAZELLE,B,1,37,236.575957728
GEEFS,B,0,59,111.864022663
GEEFS,B,1,59,240.990712074
GENEVE,B,0,21,145.935303514
GENEVE,B,0,12,156.751953989
GENEVE,B,1,21,182.241791045
GENEVE,B,1,12,254.927597062
GENOT,B,0,20,120.142391304
GENOT,B,1,20,228.089572193
GENOT,T,0,82,89.218378035
GENOT,T,1,82,173.962236747
GEO BERNIER,B,0,71,81.493640509
GEO BERNIER,B,1,71,135.265973826
GEORGES BRUGMANN,B,0,60,130.715017065
GEORGES BRUGMANN,B,1,60,247.622147084
GEORGES HENRI,B,0,80,111.839739709
GEORGES HENRI,B,0,28,128.338307241
GEORGES HENRI,B,0,27,160.933984193
GEORGES HENRI,B,1,80,227.192760943
GEORGES HENRI,B,1,28,231.041322314
GEORGES HENRI,B,1,27,200.449799197
GEORGES HENRI,T,0,25,167.5
GEORGES HENRI,T,0,7,76.840470742
GEORGES HENRI,T,1,25,47.333333333
GEORGES HENRI,T,1,7,174.789225589
GERGEL,B,0,77,196.118518519
GERGEL,B,0,76,174.453143535
GERGEL,B,1,76,243.848484848
GERMOIR,B,0,95,84.818975690
GERMOIR,B,1,95,149.404145078
GERMOIR,T,0,81,74.655725191
GERMOIR,T,1,81,157.544950055
GERSIS,B,0,36,134.494464945
GERSIS,B,1,36,170.410423453
GILLON,T,0,93,75.885534174
GILLON,T,0,92,88.296412556
GILLON,T,1,93,169.16015625
GILLON,T,1,92,183.345918367
GILSON,B,0,50,147.001041486
GILSON,B,1,50,268.550185874
GJ MARTIN,T,0,44,107.579677819
GJ MARTIN,T,0,39,95.533115906
GJ MARTIN,T,1,44,174.331871345
GJ MARTIN,T,1,39,179.638364780
GLIBERT,B,0,58,109.586682907
GLIBERT,B,0,46,56.229397781
GLIBERT,B,1,58,243.586092715
GLIBERT,B,1,46,114.369829684
GLOBE,B,0,98,189.592841163
GLOBE,B,0,70,184.831301483
GLOBE,B,0,43,173.002092050
GLOBE,B,1,98,175.230263158
GLOBE,B,1,43,207.942324003
GLOBE,T,0,97,93.488390929
GLOBE,T,0,51,100.065593087
GLOBE,T,0,4,79.131045932
GLOBE,T,1,97,215.573820396
GLOBE,T,1,51,165.100387764
GLOBE,T,1,4,136.772175891
GOFFIN,T,0,19,88.239096081
GOFFIN,T,1,19,175.707317073
GOSSART,B,0,38,95.190188826
GOSSART,B,1,38,205.097315436
