Stop Name,Mode,Weekend,Line Id,Avg. Delay Seconds
GOSSART,T,0,7,78.027890346
GOSSART,T,1,7,173.449069003
GRAND SABLON,B,0,95,80.328787141
GRAND SABLON,B,0,48,121.579588408
GRAND SABLON,B,0,33,123.567807351
GRAND SABLON,B,1,95,151.643854749
GRAND SABLON,B,1,48,227.415267176
GRAND SABLON,B,1,33,157.819218241
GRAND-PLACE,B,0,48,117.197556008
GRAND-PLACE,B,0,33,82.415552855
GRAND-PLACE,B,1,48,237.733752621
GRAND-PLACE,B,1,33,121.932907348
GRAND'ROUTE,T,0,82,98.325671738
GRAND'ROUTE,T,1,82,157.934449093
GRIBAUMONT,M,0,1,78.317442720
GRIBAUMONT,M,1,1,155.838709677
GRIOTTES,B,0,70,166.497810219
GRIOTTES,B,0,43,145.271361502
GRIOTTES,B,1,43,192.164429530
GROELSTVELD,B,0,60,133.544224263
GROELSTVELD,B,1,60,242.107061503
GUEUX,B,0,79,137.729645094
GUEUX,B,0,63,110.244355243
GUEUX,B,0,21,158.598114525
GUEUX,B,1,79,218.0390625
GUEUX,B,1,63,199.386029412
GUEUX,B,1,21,190.442307692
GUI,B,0,43,178.023123444
GUI,B,0,37,164.272696929
GUI,B,1,43,218.410975610
GUI,B,1,37,245.518191841
GUILL. DE GREEF,B,0,88,137.294077135
GUILL. DE GREEF,B,1,88,213.420091324
GUILL. DE GREEF,T,0,93,76.790016278
GUILL. DE GREEF,T,0,51,88.681405514
GUILL. DE GREEF,T,0,19,67.493565101
GUILL. DE GREEF,T,1,93,193.770034843
GUILL. DE GREEF,T,1,51,136.811547715
GUILL. DE GREEF,T,1,19,185.308664260
GUILLAUME,B,0,66,106.708292444
GUILLAUME,B,0,45,108.949482504
GUILLAUME,B,1,66,200.237004405
GUILLAUME,B,1,45,199.409248555
GUILLAUME TELL,T,0,81,77.698385726
GUILLAUME TELL,T,1,81,150.75
GULLEDELLE,B,0,79,128.227826087
GULLEDELLE,B,0,45,102.397271952
GULLEDELLE,B,1,79,234.551564311
GULLEDELLE,B,1,45,203.968930636
GUTENBERG,B,0,63,111.274217758
GUTENBERG,B,0,59,121.678156468
GUTENBERG,B,0,29,98.051533354
GUTENBERG,B,1,63,197.225140713
GUTENBERG,B,1,59,252.781931464
GUTENBERG,B,1,29,182.007547170
HANKAR,B,0,34,92.386153199
HANKAR,B,1,34,190.318725100
HANKAR,M,0,5,79.257246377
HANKAR,M,1,5,162.319826339
HANNETONS,B,0,41,131.926873037
HANNETONS,B,1,41,246.554327808
HANSSENSPARK,B,0,47,149.757385855
HANSSENSPARK,B,1,47,179.838509317
HAREN,B,0,80,85.624508358
HAREN,B,0,65,165.799289520
HAREN,B,1,80,226.761302868
HAREN,B,1,65,194.477124183
HEEMBEEK,B,0,56,154.565270270
HEEMBEEK,B,0,47,64.082320972
HEEMBEEK,B,1,56,245.492286751
HEEMBEEK,B,1,47,120.040826613
HEEMBEEK,T,0,7,78.445850083
HEEMBEEK,T,0,3,86.690896092
HEEMBEEK,T,1,7,102.423095585
HEEMBEEK,T,1,3,160.583783784
HEILIGENBORRE,B,0,17,115.692105263
HEILIGENBORRE,B,1,17,231.471502591
HELDENPLEIN,B,0,58,139.259043928
HELDENPLEIN,B,0,47,148.333572453
HELDENPLEIN,B,1,58,263.939675174
HELDENPLEIN,B,1,47,168.319371728
HELIOTROPES,T,0,7,74.682922440
HELIOTROPES,T,1,7,167.159141377
HELLEVELT,B,0,60,132.213120567
HELLEVELT,B,1,60,246.829187396
HELMET,T,0,55,67.458686441
HELMET,T,1,55,162.095982143
HERMAN,B,0,59,120.161490683
HERMAN,B,1,59,250.334101382
HERMES,B,0,78,117.958061774
HERMES,B,1,78,165.256169213
HERNALSTEEN,B,0,76,173.913811007
HERNALSTEEN,B,1,76,263.936507937
HEROS,B,0,98,132.912954078
HEROS,B,0,70,184.802422145
HEROS,B,0,43,177.125754527
HEROS,B,0,41,102.295168947
HEROS,B,0,38,77.879781421
HEROS,B,0,37,173.332602631
HEROS,B,1,98,126.203196347
HEROS,B,1,43,196.267782427
HEROS,B,1,41,163.509594883
HEROS,B,1,38,145.076162791
HEROS,B,1,37,242.522306108
HEROS,T,0,92,95.897577093
HEROS,T,0,51,106.803822789
HEROS,T,0,4,78.745563674
HEROS,T,1,92,210.419501134
HEROS,T,1,51,172.723735409
HEROS,T,1,4,142.203865624
HERRMANN-DEBROUX,B,0,72,107.325062035
HERRMANN-DEBROUX,B,0,41,122.979154258
HERRMANN-DEBROUX,B,1,72,139.8828125
HERRMANN-DEBROUX,B,1,41,240.230317274
HERRMANN-DEBROUX,M,0,5,92.726587483
HERRMANN-DEBROUX,M,1,5,162.718411552
HERRMANN-DEBROUX,T,0,8,103.625058005
HERRMANN-DEBROUX,T,1,8,179.478076379
HET VEROOST,B,0,87,106.007061791
HET VEROOST,B,1,87,220.698507463
HEYDENBERG,B,0,80,112.844250623
HEYDENBERG,B,0,29,108.291853178
HEYDENBERG,B,1,80,240.918772563
HEYDENBERG,B,1,29,198.175724638
HEYSEL,B,0,83,164.801017524
HEYSEL,B,0,14,146.139805825
HEYSEL,B,1,83,207.823529412
HEYSEL,B,1,14,208.526066351
HEYSEL,M,0,6,136.668689621
HEYSEL,M,1,6,210.768571429
HEYSEL,T,0,7,76.741290412
HEYSEL,T,1,7,121.813142123
HIPPOD. BOITSFORT,T,0,8,100.707574305
HIPPOD. BOITSFORT,T,1,8,180.073529412
HIPPODROME,B,0,77,134.874493927
HOEDEMAEKERS,B,0,65,94.128693130
HOEDEMAEKERS,B,0,45,116.547262248
HOEDEMAEKERS,B,0,21,146.438283327
HOEDEMAEKERS,B,1,65,200.457422758
HOEDEMAEKERS,B,1,45,197.230349345
HOEDEMAEKERS,B,1,21,192.664041995
HOF TEN BERG,B,0,29,74.874374479
HOF TEN BERG,B,1,29,142.420844728
HOF TER MUSSCHEN,B,0,79,134.278204513
HOF TER MUSSCHEN,B,0,42,127.418914823
HOF TER MUSSCHEN,B,1,79,238.480451128
HOF TER MUSSCHEN,B,1,42,120.056351480
HOMBORCH,B,0,70,165.600778210
HOMBORCH,B,0,43,169.324535093
HOMBORCH,B,0,37,160.721753116
HOMBORCH,B,1,43,221.702702703
HOMBORCH,B,1,37,232.306382979
HOOGBOSCH,B,0,87,105.280231561
HOOGBOSCH,B,1,87,227.065555556
HOOGVELD,B,0,47,368
HOOGVELD,B,1,47,373.6
HOP. DES ENFANTS,B,0,88,142.641010040
HOP. DES ENFANTS,B,0,83,124.372351160
HOP. DES ENFANTS,B,1,88,203.411694511
HOP. DES ENFANTS,B,1,83,217.710900474
HOP. ETT.-IXELLES,B,0,59,79.682464455
HOP. ETT.-IXELLES,B,1,59,190.627906977
HOP. MILITAIRE,B,0,57,109.169585253
HOP. MILITAIRE,B,0,56,135.222253681
HOP. MILITAIRE,B,0,53,75.892962790
HOP. MILITAIRE,B,1,56,213.021021021
HOP. MILITAIRE,B,1,53,150.409103008
HOP. PAUL BRIEN,T,0,7,74.709487225
HOP. PAUL BRIEN,T,1,7,162.822152886
HOP. SAINT-PIERRE,B,0,48,113.985331310
HOP. SAINT-PIERRE,B,1,48,234.803539823
HOP.STE-ELISABETH,B,0,41,132.35425
HOP.STE-ELISABETH,B,1,41,230.213132400
HOPITAL BRACOPS,B,0,75,144.395571514
HOPITAL BRACOPS,B,0,46,57.293309790
HOPITAL BRACOPS,B,1,75,263.659659660
HOPITAL BRACOPS,B,1,46,156.795901639
HOPITAL BRUGMANN,B,0,83,127.278965689
HOPITAL BRUGMANN,B,1,83,232.861990950
HOPITAL BRUGMANN,T,0,93,78.976240391
HOPITAL BRUGMANN,T,0,51,91.208394698
HOPITAL BRUGMANN,T,1,93,197.744849445
HOPITAL BRUGMANN,T,1,51,128.327449250
HORTA,T,0,51,107.886049502
HORTA,T,0,4,92.574120603
HORTA,T,0,3,92.217846461
HORTA,T,1,51,157.637988087
HORTA,T,1,4,138.210492642
HORTA,T,1,3,151.347883598
HOSPICES,B,0,70,166.842538190
HOSPICES,B,0,43,164.153328850
HOSPICES,B,0,37,171.540337711
HOSPICES,B,1,43,217.462765957
HOSPICES,B,1,37,246.755555556
HOTEL DES MONNAIES,M,0,6,136.939696761
HOTEL DES MONNAIES,M,0,2,109.615884209
HOTEL DES MONNAIES,M,1,6,188.318458418
HOTEL DES MONNAIES,M,1,2,141.839285714
HOUBA-BRUGMANN,M,0,6,138.988560534
HOUBA-BRUGMANN,M,1,6,201.230636833
HOUWAERT,B,0,61,132.522713507
HOUWAERT,B,0,59,114.365773196
HOUWAERT,B,1,61,242.978991597
HOUWAERT,B,1,59,254.969055375
HOUZEAU,B,0,60,134.175900277
HOUZEAU,B,0,43,186.771491783
HOUZEAU,B,0,41,138.253321523
HOUZEAU,B,0,38,99.506927264
HOUZEAU,B,0,37,170.205040323
HOUZEAU,B,1,60,234.928265525
HOUZEAU,B,1,43,191.565104167
HOUZEAU,B,1,41,257.979323308
HOUZEAU,B,1,38,200.653664303
HOUZEAU,B,1,37,236.483079526
HUART-HAMOIR,B,0,59,120.712920237
HUART-HAMOIR,B,1,59,237.449006623
HUIT HEURES,B,0,75,142.797799175
HUIT HEURES,B,1,75,231.834024896
HUMANITE,B,0,78,74.902612827
HUMANITE,B,1,78,95.703296703
HUNDERENVELD,B,0,87,106.233947742
HUNDERENVELD,B,1,87,227.988505747
HUNDERENVELD,T,0,19,87.524527944
HUNDERENVELD,T,1,19,206.856088561
HYMANS,B,0,29,107.829846285
HYMANS,B,1,29,205.844621514
ICHEC,B,0,80,106.671086769
ICHEC,B,0,27,152.218711019
ICHEC,B,1,80,229.494382022
ICHEC,B,1,27,199.533185841
ICHEC,T,0,81,256
IDALIE,B,0,95,85.998370008
IDALIE,B,0,80,106.438602221
IDALIE,B,0,38,106.559668285
IDALIE,B,0,34,92.656872038
IDALIE,B,1,95,142.730688935
IDALIE,B,1,80,220.307432432
IDALIE,B,1,38,210.394378966
IDALIE,B,1,34,211.200290276
ILE SAINTE-HELENE,B,0,74,137.104312939
ILE SAINTE-HELENE,B,0,49,86.736075065
ILE SAINTE-HELENE,B,1,74,196.818840580
ILE SAINTE-HELENE,B,1,49,179.265346535
IMPRIMERIE,B,0,50,153.556571429
IMPRIMERIE,B,0,49,78.592334495
IMPRIMERIE,B,1,50,248.952015355
IMPRIMERIE,B,1,49,176.793904209
IMPRIMERIE,T,0,82,93.453474948
IMPRIMERIE,T,1,82,167.362422998
INTERNAT. SCHOOL,B,0,17,148.814345992
INTERNAT. SCHOOL,B,1,17,258.666666667
INTERNATIONAL,B,0,78,133.291436464
INTERNATIONAL,B,1,78,176.588390501
INVALIDES,B,0,72,127.780327869
INVALIDES,B,1,72,189.214285714
JACOBS FONTAINE,B,0,88,139.696868754
JACOBS FONTAINE,B,1,88,209.770930233
JACOBS FONTAINE,T,0,93,75.942365721
JACOBS FONTAINE,T,1,93,200.971925134
JACQUES BREL,B,0,89,148.244637262
JACQUES BREL,B,1,89,206.710482529
JACQUES BREL,M,0,5,80.348382096
JACQUES BREL,M,1,5,157.436528497
JAKOB SMITS,B,0,49,87.814874372
JAKOB SMITS,B,1,49,202.093259464
JAMBLINNE DE MEUX,B,0,79,139.315014368
JAMBLINNE DE MEUX,B,0,63,111.322014714
JAMBLINNE DE MEUX,B,0,61,132.690679305
JAMBLINNE DE MEUX,B,0,28,132.308573298
JAMBLINNE DE MEUX,B,0,21,162.291766110
JAMBLINNE DE MEUX,B,1,79,218.962666667
JAMBLINNE DE MEUX,B,1,63,201.849737040
JAMBLINNE DE MEUX,B,1,61,224.306226175
JAMBLINNE DE MEUX,B,1,28,214.755586592
JAMBLINNE DE MEUX,B,1,21,199.040369089
JANSON,T,0,97,103.417703733
JANSON,T,0,92,115.481208416
JANSON,T,0,81,73.814055959
JANSON,T,1,97,208.645820806
JANSON,T,1,92,189.119350282
JANSON,T,1,81,153.404564315
JARDIN MASSART,B,0,72,105.562893082
JARDIN MASSART,B,1,72,130.4
JEANNE,B,0,71,78.625113327
JEANNE,B,1,71,128.303239511
JEANNE,T,0,25,152.036585366
JEANNE,T,0,8,101.085747618
JEANNE,T,1,25,301.238095238
JEANNE,T,1,8,193.920634921
JEANNE HERREMAN,B,0,70,171.246842105
JEANNE HERREMAN,B,0,43,163.279845336
JEANNE HERREMAN,B,1,43,199.2390625
JEANNE HERREMAN,T,0,51,97.470144563
JEANNE HERREMAN,T,1,51,158.280909990
JESPERS,B,0,29,102.569816331
JESPERS,B,1,29,203.699386503
JEU DE BALLE,B,0,48,119.089875590
JEU DE BALLE,B,1,48,221.210084034
JORDAEN,B,0,47,152.103265666
JORDAEN,B,1,47,180.362282878
JOSAPHAT,B,0,65,97.059227922
JOSAPHAT,B,0,64,110.812299220
JOSAPHAT,B,1,65,204.735565820
JOSAPHAT,B,1,64,187.673684211
JOSEPH BAECK,B,0,87,97.277403552
JOSEPH BAECK,B,0,86,123.644353029
JOSEPH BAECK,B,1,87,227.076228686
JOSEPH BAECK,B,1,86,171.047957371
JOSEPH BAECK,T,0,82,90.358072239
JOSEPH BAECK,T,1,82,179.792035398
JOSEPH.-CHARLOTTE,M,0,1,78.239769962
JOSEPH.-CHARLOTTE,M,1,1,152.074626866
JOURDAN,B,0,80,125.020255864
JOURDAN,B,0,60,128.275171189
JOURDAN,B,0,59,122.092048711
JOURDAN,B,1,80,229.096654275
JOURDAN,B,1,60,224.756727664
JOURDAN,B,1,59,248.445131376
JUBILE,T,0,51,118.204367816
JUBILE,T,1,51,217.225069638
JULES BORDET,B,0,80,111.819615468
JULES BORDET,B,0,69,161.787190083
JULES BORDET,B,1,80,246.527638191
JULES CESAR,B,0,36,130.554579674
JULES CESAR,B,1,36,197.405594406
JULES CESAR,T,0,44,114.440139898
JULES CESAR,T,0,39,104.851103430
JULES CESAR,T,1,44,188.048678720
JULES CESAR,T,1,39,189.228802153
JULES DE TROOZ,T,0,93,78.202951240
JULES DE TROOZ,T,0,3,87.375249059
JULES DE TROOZ,T,1,93,193.713087248
JULES DE TROOZ,T,1,3,149.465821001
JUPITER,B,0,54,117.042449378
JUPITER,B,1,54,232.521586931
KAPEL RUISBROEK,B,0,50,141.599859600
KAPEL RUISBROEK,B,1,50,249.223350254
KAREL BOGAERD,B,0,53,106.242147553
KAREL BOGAERD,B,1,53,184.059093894
KARREVELD,B,0,20,118.873006259
KARREVELD,B,1,20,224.157544379
KARREVELD,T,0,82,86.918790046
KARREVELD,T,1,82,171.121433311
KATTENBERG,B,0,17,144.224049332
KATTENBERG,B,1,17,262.56875
KELLE,B,0,36,141.124388137
KELLE,B,1,36,204.936141304
KERK RUISBROEK,B,0,50,146.380336792
KERK RUISBROEK,B,1,50,234.942464040
KERK VILVOORDE,B,0,47,155.675630810
KERK VILVOORDE,B,1,47,180.089077413
KEYENBEMPT,T,0,82,94.157005933
KEYENBEMPT,T,1,82,156.174247726
KEYM,B,0,95,84.805132163
KEYM,B,0,41,137.636269071
KEYM,B,0,17,143.748457656
KEYM,B,1,95,148.704560476
KEYM,B,1,41,258.759455371
KEYM,B,1,17,246.555688623
KONKEL,B,0,36,87.881744604
KONKEL,B,0,28,70.039515377
KONKEL,B,1,36,107.247288503
KONKEL,B,1,28,166.424494032
KRAAINEM,B,0,79,95.897611379
KRAAINEM,B,0,77,197.023720350
KRAAINEM,B,0,76,97.958507963
KRAAINEM,B,1,79,176.348650620
KRAAINEM,B,1,76,193.122107969
KRAAINEM-SHOPPING,B,0,77,187.483304042
KRAAINEM-SHOPPING,B,0,76,172.840594059
KRAAINEM-SHOPPING,B,1,76,266.051470588
KRUIPWEG,B,0,53,110.649692497
KRUIPWEG,B,1,53,189.952299830
KURTH,B,0,66,100.113443396
KURTH,B,1,66,191.862559242
LA CHASSE,B,0,36,130.273099565
LA CHASSE,B,0,34,89.462485346
LA CHASSE,B,1,36,231.564278705
LA CHASSE,B,1,34,218.186845169
LA CHASSE,T,0,81,78.348423006
LA CHASSE,T,1,81,151.918402778
LA ROUE,M,0,5,78.247198007
LA ROUE,M,1,5,152.519553073
LABEUR,B,0,78,130.467574059
LABEUR,B,1,78,174.742160279
LAINE,B,0,48,96.874804688
LAINE,B,1,48,190.837998304
LANCASTER,T,0,92,84.665803109
LANCASTER,T,1,92,197.520509194
LANGEVELD,B,0,60,134.161697991
LANGEVELD,B,1,60,237.741721854
LATINIS,B,0,66,96.010110585
LATINIS,B,1,66,186.756291391
LE ROUX,B,0,83,132.897342366
LE ROUX,B,0,13,157.850107066
LE ROUX,B,1,83,208.484716157
LE ROUX,B,1,13,295.5703125
LEFRANCQ,T,0,93,71.291328759
LEFRANCQ,T,0,25,70.334316255
LEFRANCQ,T,1,93,180.786374134
LEFRANCQ,T,1,25,142.354515050
LEGRAND,T,0,93,78.530033262
LEGRAND,T,0,8,103.366949849
LEGRAND,T,0,7,76.433367947
LEGRAND,T,1,93,194.875898106
LEGRAND,T,1,8,184.740453461
LEGRAND,T,1,7,183.335333833
LEKAERTS,B,0,65,95.877478544
LEKAERTS,B,1,65,196.698159509
LEKAERTS,T,0,62,175.519282998
LEKAERTS,T,1,62,205.070046083
LEMAN,B,0,80,116.430962343
LEMAN,B,0,36,117.255251142
LEMAN,B,1,80,208.357909807
LEMAN,B,1,36,217.829981718
LEMONNIER,T,0,82,99.065954482
LEMONNIER,T,0,51,104.147348185
LEMONNIER,T,0,4,97.862279098
LEMONNIER,T,0,3,89.591133005
LEMONNIER,T,1,82,180.262441680
LEMONNIER,T,1,51,184.033348990
LEMONNIER,T,1,4,146.668539326
LEMONNIER,T,1,3,151.813692480
LENNEKE MARE,B,0,42,127.508431435
LENNEKE MARE,B,1,42,118.556112224
LENOIR,T,0,19,82.637091567
LENOIR,T,1,19,191.985426787
LEOPOLD I,B,0,53,108.322257472
LEOPOLD I,B,0,14,137.867002519
LEOPOLD I,B,1,53,185.925879397
LEOPOLD I,B,1,14,194.276281494
LEOPOLD II,T,0,44,113.177320332
LEOPOLD II,T,0,39,107.303153792
LEOPOLD II,T,1,44,201.926940639
LEOPOLD II,T,1,39,201.175421209
LEOPOLD III,B,0,63,114.387497179
LEOPOLD III,B,1,63,195.686631944
LEOPOLD III,T,0,62,176.891718284
LEOPOLD III,T,0,7,77.534555712
LEOPOLD III,T,1,62,225.035881435
LEOPOLD III,T,1,7,177.051506317
LEPOUTRE,B,0,60,133.021694915
LEPOUTRE,B,1,60,240.996536797
LEROY,B,0,53,108.451420455
LEROY,B,0,49,92.601228389
LEROY,B,1,53,184.397911833
LEROY,B,1,49,183.494481236
LES 3 TILLEULS,B,0,95,86.287039722
LES 3 TILLEULS,B,0,17,141.534582133
LES 3 TILLEULS,B,1,95,148.727488152
LES 3 TILLEULS,B,1,17,231.973929236
LEVIE,B,0,29,107.734144543
LEVIE,B,1,29,206.779898219
LEVURE,B,0,59,125.501106195
LEVURE,B,1,59,273.306930693
LEVURE,T,0,81,73.150498891
LEVURE,T,1,81,155.915313225
LIBERTE,B,0,49,86.548284808
LIBERTE,B,1,49,180.414814815
LIEDTS,T,0,93,110.929313233
LIEDTS,T,0,55,112.421686747
LIEDTS,T,0,25,125.054729516
LIEDTS,T,1,93,181.998699610
LIEDTS,T,1,55,174.833333333
LIEDTS,T,1,25,140.162356322
LIVERPOOL,B,0,46,70.454021715
LIVERPOOL,B,1,46,153.598323662
LIVINGSTONE,B,0,64,111.608256108
LIVINGSTONE,B,0,59,122.033129904
LIVINGSTONE,B,1,64,241.917355372
LIVINGSTONE,B,1,59,256.766666667
LOISIRS,B,0,45,103.456804971
LOISIRS,B,0,21,139.665816327
LOISIRS,B,1,45,200.157540017
LOISIRS,B,1,21,187.069828722
LOMBARDIE,T,0,97,101.376627501
LOMBARDIE,T,0,81,73.587150677
LOMBARDIE,T,1,97,215.045286506
LOMBARDIE,T,1,81,147.989650712
LONG BONNIER,B,0,83,164.537057896
LONG BONNIER,B,0,53,106.997290538
LONG BONNIER,B,1,83,223.218323587
LONG BONNIER,B,1,53,184.567547170
LONG-CHENE,B,0,77,211.097777778
LONGCHAMP,B,0,38,99.433243798
LONGCHAMP,B,1,38,206.401080351
LONGCHAMP,T,0,7,79.442592056
LONGCHAMP,T,1,7,183.072538860
LORGE,B,0,88,138.683344757
LORGE,B,0,14,151.787335723
LORGE,B,1,88,200.959370904
LORGE,B,1,14,220.623604466
LOT STATION,B,0,50,93.497422680
LOT STATION,B,1,50,165.177528090
LOUIS BERTRAND,B,0,66,97.804447667
LOUIS BERTRAND,B,1,66,199.14
LOUIS BERTRAND,T,0,7,74.052418394
LOUIS BERTRAND,T,1,7,171.62890625
LOUIS HAP,B,0,36,122.480268057
LOUIS HAP,B,1,36,221.691842900
LOUIS MARCELIS,B,0,76,177.331460674
LOUIS MARCELIS,B,1,76,307.214285714
LOUIS MARCELIS,T,0,39,103.997638327
LOUIS MARCELIS,T,1,39,203.532362460
LOUISE,B,0,33,217.086280057
LOUISE,B,1,33,209.263052209
LOUISE,M,0,6,135.784326019
LOUISE,M,0,2,110.888665325
LOUISE,M,1,6,189.951666667
LOUISE,M,1,2,142.004184100
LOUISE,T,0,97,115.134615385
LOUISE,T,0,93,71.813301823
LOUISE,T,0,92,89.148849105
LOUISE,T,0,8,104.415584416
LOUISE,T,1,97,206.119873817
LOUISE,T,1,93,153.853211009
LOUISE,T,1,92,188.723908216
LOUISE,T,1,8,186.728542914
LOUTRIER,B,0,41,133.574570172
LOUTRIER,B,1,41,257.714031972
LOWET,B,0,87,102.940879927
LOWET,B,0,13,138.587322695
LOWET,B,1,87,215.481770833
LOWET,B,1,13,210.786802030
LOYAUTE,B,0,53,112.356497696
LOYAUTE,B,1,53,197.979685452
LUTHER,B,0,56,147.3265625
LUTHER,B,1,56,206.862857143
LUXEMBOURG,B,0,95,88.138157895
LUXEMBOURG,B,0,80,107.661109097
LUXEMBOURG,B,0,64,113.127497621
LUXEMBOURG,B,0,38,105.726577942
LUXEMBOURG,B,0,34,91.895428466
LUXEMBOURG,B,0,27,209.900682669
LUXEMBOURG,B,0,21,165.561525130
LUXEMBOURG,B,0,12,161.232524708
LUXEMBOURG,B,1,95,148.806864456
LUXEMBOURG,B,1,80,220.339548577
LUXEMBOURG,B,1,64,235.632241814
LUXEMBOURG,B,1,38,216.532481954
LUXEMBOURG,B,1,34,215.160033870
LUXEMBOURG,B,1,27,280.689499590
LUXEMBOURG,B,1,21,274.254986523
LUXEMBOURG,B,1,12,244.046701260
MA CAMPAGNE,B,0,54,112.745232754
MA CAMPAGNE,B,1,54,249.878048780
MA CAMPAGNE,T,0,92,134.089886437
MA CAMPAGNE,T,1,92,206.393579595
MABRU,T,0,3,85.998043053
MABRU,T,1,3,150.123109025
MACHTENS,B,0,86,88.559571406
MACHTENS,B,0,53,111.539939513
MACHTENS,B,0,49,90.318378298
MACHTENS,B,1,86,132.386967015
MACHTENS,B,1,53,190.929073482
MACHTENS,B,1,49,184.380331754
MADOU,B,0,66,87.008215962
MADOU,B,0,65,98.439952438
MADOU,B,0,63,113.581085421
MADOU,B,0,29,106.833424358
MADOU,B,1,66,196.523573201
MADOU,B,1,65,186.812688822
MADOU,B,1,63,204.171091445
MADOU,B,1,29,208.853357979
MADOU,M,0,6,134.809951846
MADOU,M,0,2,108.085997606
MADOU,M,1,6,198.886690647
MADOU,M,1,2,141.071501532
MADOUX,T,0,44,105.404080675
MADOUX,T,0,39,102.243925954
MADOUX,T,1,44,189.077565632
MADOUX,T,1,39,196.550980392
MAELBEEK,B,0,64,112.545766590
MAELBEEK,B,0,59,124.364527347
MAELBEEK,B,1,64,223.389261745
MAELBEEK,B,1,59,254.863065327
MAELBEEK,M,0,5,80.626563326
MAELBEEK,M,0,1,77.126837607
MAELBEEK,M,1,5,162.442417332
MAELBEEK,M,1,1,143.366507177
MAES,B,0,21,103.202608540
MAES,B,1,21,180.805682395
MAI,B,0,29,107.467193676
MAI,B,1,29,200.276119403
MAISON D'ERASME,B,0,49,101.591628382
MAISON D'ERASME,B,1,49,203.441901408
MALIBRAN,B,0,60,136.594490216
MALIBRAN,B,0,38,109.993200663
MALIBRAN,B,1,60,230.570691434
MALIBRAN,B,1,38,210.029451138
MANNEKEN-PIS,B,0,48,162.534368932
MANNEKEN-PIS,B,1,48,238.079081633
MANOIR D'ANJOU,B,0,36,126.500196618
MANOIR D'ANJOU,B,1,36,185.635160681
MARCEL THIRY,B,0,79,132.399414062
MARCEL THIRY,B,0,45,98.778247885
MARCEL THIRY,B,0,42,122.888967719
MARCEL THIRY,B,0,29,105.505234718
MARCEL THIRY,B,1,79,242.897456932
MARCEL THIRY,B,1,45,186.505166475
MARCEL THIRY,B,1,42,115.320733104
MARCEL THIRY,B,1,29,213.467088608
MAREYDE,B,0,36,136.498827471
MAREYDE,B,1,36,231.381024096
MARGUERITE,B,0,63,108.515165656
MARGUERITE,B,1,63,198.651162791
MARGUERITE DURAS,T,0,51,122.433250927
MARGUERITE DURAS,T,1,51,210.970073405
MARICOLLES,B,0,87,102.912424162
MARICOLLES,B,1,87,220.394980185
MARIE CURIE,B,0,74,155.830379747
MARIE CURIE,B,1,74,203.6075
MARIE DEPAGE,B,0,60,170.632659409
MARIE DEPAGE,B,1,60,232.593179050
MARIE-CHRISTINE,B,0,57,197.410349288
MARIE-CHRISTINE,T,0,93,111.126558769
MARIE-CHRISTINE,T,1,93,201.498467824
MARIE-JOSE,T,0,25,158.583333333
MARIE-JOSE,T,0,8,99.316681223
MARIE-JOSE,T,1,25,330.857142857
MARIE-JOSE,T,1,8,187.371710526
MARIUS RENARD,T,0,81,86.875684380
MARIUS RENARD,T,1,81,177.635687732
MARLOW,T,0,97,91.208
MARLOW,T,0,92,88.069413629
MARLOW,T,1,97,207.103567319
MARLOW,T,1,92,210.294323144
MARLY,B,0,57,168.438135087
MARMOTTE,B,0,76,178.476190476
MARMOTTE,B,1,76,322.45
MARTIN LUTH. KING,B,0,74,148.332430603
MARTIN LUTH. KING,B,1,74,205.427461140
MASUI,B,0,58,109.075
MASUI,B,1,58,235.467425026
MASUI,T,0,93,90.961852861
MASUI,T,0,3,91.013041339
MASUI,T,1,93,203.189937107
MASUI,T,1,3,150.823979592
MATISSE,B,0,65,97.550094518
MATISSE,B,1,65,189.507142857
MAX WALLER,B,0,50,151.013922814
MAX WALLER,B,1,50,254.933560477
MAX WALLER,T,0,97,104.835180055
MAX WALLER,T,0,82,97.520546229
MAX WALLER,T,1,97,212.590377113
MAX WALLER,T,1,82,170.000526039
MAX-PLASKY,B,0,63,109.901471244
MAX-PLASKY,B,1,63,198.654109589
MEIR,B,0,49,76.447895792
MEIR,B,0,46,66.916220472
MEIR,B,1,49,190.689843217
MEIR,B,1,46,145.802850356
MEIR,T,0,81,70.977212971
MEIR,T,1,81,165.077733860
MEISER,B,0,63,115.270646912
MEISER,B,0,12,154.834722222
MEISER,B,1,63,198.650055991
MEISER,B,1,12,260.448275862
MEISER,T,0,62,183.923428170
MEISER,T,0,25,37.923076923
MEISER,T,0,7,76.745362793
MEISER,T,1,62,221.183720930
MEISER,T,1,25,43.4
MEISER,T,1,7,173.588882774
MELARD,B,0,28,108.988739557
MELARD,B,1,28,258.385993485
MENNEKENS,T,0,82,88.027553862
MENNEKENS,T,1,82,173.392480211
MERCATOR,B,0,57,169.579127459
MERCATOR,B,0,56,132.188775510
MERCATOR,B,1,56,214.683815648
MERCHTEM,B,0,86,155.914082687
MERCHTEM,B,0,20,111.575962326
MERCHTEM,B,1,86,186.635080645
MERCHTEM,B,1,20,221.735910878
MERCURE,B,0,60,134.834929577
MERCURE,B,0,37,167.047584187
MERCURE,B,1,60,253.666151468
MERCURE,B,1,37,249.108771930
MERLO,T,0,97,94.581798772
MERLO,T,0,82,90.552639383
MERLO,T,1,97,220.567046450
