Time of the day,Hour of Time,Mode,Line Id,Stop Name,Avg. Delay Seconds
Afternoon,13,B,12,TRONE,131.3
Afternoon,13,B,12,SCHUMAN,159.788184438
Afternoon,13,B,12,MEISER,165.058571429
Afternoon,13,B,12,LUXEMBOURG,151.326683292
Afternoon,13,B,12,GENEVE,159.935264055
Afternoon,13,B,12,DA VINCI,127.315217391
Afternoon,13,B,12,BRUSSELS AIRPORT,99.191364082
Afternoon,13,B,12,BOURGET,125.699751861
Afternoon,13,B,13,VANHUFFEL,111.563318777
Afternoon,13,B,13,UZ-VUB,153.278481013
Afternoon,13,B,13,UZ-PEDIATRIE,155.062992126
Afternoon,13,B,13,UZ BRUSSEL,161.459627329
Afternoon,13,B,13,SQ. DU CENTENAIRE,138.911894273
Afternoon,13,B,13,SIMONIS,121.353281853
Afternoon,13,B,13,RIETHUISEN,132.821359223
Afternoon,13,B,13,RENIERS,41
Afternoon,13,B,13,PARC ELISABETH,128.994897959
Afternoon,13,B,13,NEREUS,133.336805556
Afternoon,13,B,13,LOWET,130.931914894
Afternoon,13,B,13,LE ROUX,121.392857143
Afternoon,13,B,13,EUGENE TOUSSAINT,53
Afternoon,13,B,13,ETANGS NOIRS,98.795353982
Afternoon,13,B,13,DIELEGHEM,140.819078947
Afternoon,13,B,13,DELHOVE,130.263713080
Afternoon,13,B,13,CPAS GANSHOREN,135.315634218
Afternoon,13,B,13,BONAVENTURE,132.75
Afternoon,13,B,13,AUTRIQUE,133.911111111
Afternoon,13,B,13,AUDREY HEPBURN,194.277777778
Afternoon,13,B,13,ARBRE BALLON,149.069868996
Afternoon,13,B,14,WTC,116.891129032
Afternoon,13,B,14,WILLEBROEK,127.674300254
Afternoon,13,B,14,VERBEYST,149.377708978
Afternoon,13,B,14,VANDERSTICHELEN,160.002801120
Afternoon,13,B,14,UZ-PEDIATRIE,149.849056604
Afternoon,13,B,14,UZ BRUSSEL,148.952789700
Afternoon,13,B,14,TOUR ET TAXIS,128.468531469
Afternoon,13,B,14,ROI BAUDOUIN,131.66
Afternoon,13,B,14,PICARD,150.367298578
Afternoon,13,B,14,PALFIJN,150.549019608
Afternoon,13,B,14,LORGE,151.514925373
Afternoon,13,B,14,LEOPOLD I,141.762443439
Afternoon,13,B,14,HEYSEL,121.276923077
Afternoon,13,B,14,GARE DU NORD,109.666666667
Afternoon,13,B,14,GARE DE JETTE,145.934523810
Afternoon,13,B,14,FIRMIN LECHARLIER,148.039130435
Afternoon,13,B,14,DEMINEURS,146.700787402
Afternoon,13,B,14,DE HEYN,157.141176471
Afternoon,13,B,14,CROCQ,142.910112360
Afternoon,13,B,14,BONAVENTURE,133.117241379
Afternoon,13,B,14,BELGICA,144.991596639
Afternoon,13,B,14,AVENUE DU PORT,136.248603352
Afternoon,13,B,14,ARBRE BALLON,133.678787879
Afternoon,13,B,14,ANCIENNE BARRIERE,129.107142857
Afternoon,13,B,14,AMETHYSTE,139.069387755
Afternoon,13,B,17,WIENER,132.188405797
Afternoon,13,B,17,VANDER ELST,159.568627451
Afternoon,13,B,17,TERCOIGNE,167.098214286
Afternoon,13,B,17,MIRAVAL,137.311787072
Afternoon,13,B,17,MICHIELS,156.148936170
Afternoon,13,B,17,LES 3 TILLEULS,155.859090909
Afternoon,13,B,17,KEYM,166.283746556
Afternoon,13,B,17,KATTENBERG,145.723577236
Afternoon,13,B,17,INTERNAT. SCHOOL,143.795275591
Afternoon,13,B,17,HEILIGENBORRE,95.375
Afternoon,13,B,17,GARDON,154.513513514
Afternoon,13,B,17,FORESTERIE,142.682926829
Afternoon,13,B,17,ETANGS BOITSFORT,125.582524272
Afternoon,13,B,17,EQUIPAGES,151.818181818
Afternoon,13,B,17,DIABOLO,126.139097744
Afternoon,13,B,17,CALYPSO 2000,170.6
Afternoon,13,B,17,BRILLANT,164.644444444
Afternoon,13,B,17,BERENSHEIDE,168.619047619
Afternoon,13,B,17,BEAULIEU,92.756410256
Afternoon,13,B,20,WTC,117.718543046
Afternoon,13,B,20,WINTEROY,149.859504132
Afternoon,13,B,20,WILLEBROEK,119.889135255
Afternoon,13,B,20,TOUR ET TAXIS,121.729106628
Afternoon,13,B,20,SCHWEITZER,134.741935484
Afternoon,13,B,20,RIBAUCOURT,130.616740088
Afternoon,13,B,20,OSSEGHEM,120.758940397
Afternoon,13,B,20,MERCHTEM,131.920068027
Afternoon,13,B,20,KARREVELD,134.654343808
Afternoon,13,B,20,GENOT,141.648221344
Afternoon,13,B,20,GARE DU NORD,96.258160237
Afternoon,13,B,20,ETANGS NOIRS,127.369565217
Afternoon,13,B,20,COMHAIRE,206
Afternoon,13,B,20,BENES,160.513918630
Afternoon,13,B,20,BASTOGNE,162.949606299
Afternoon,13,B,20,AVENUE DU PORT,129.751803752
Afternoon,13,B,21,TREVES,98.388625592
Afternoon,13,B,21,TOULOUSE,100.850746269
Afternoon,13,B,21,SCHUMAN,114.892063492
Afternoon,13,B,21,SABCA,118.189075630
Afternoon,13,B,21,RTL HOUSE,124.841945289
Afternoon,13,B,21,PLASKY,121.630522088
Afternoon,13,B,21,PERMEKE,105.650442478
Afternoon,13,B,21,PAUL LEDUC,113.507739938
Afternoon,13,B,21,PARC LEOPOLD,97.260869565
Afternoon,13,B,21,OUD KAPELLEKE,117.094339623
Afternoon,13,B,21,OPALE,109.481865285
Afternoon,13,B,21,MOMMAERTS,122.902027027
Afternoon,13,B,21,MIDDELWEG,127.91
Afternoon,13,B,21,MICHEL-ANGE,132.758278146
Afternoon,13,B,21,MAES,85.311518325
Afternoon,13,B,21,LUXEMBOURG,134.493201483
Afternoon,13,B,21,LOISIRS,114.226190476
Afternoon,13,B,21,JAMBLINNE DE MEUX,111.521400778
Afternoon,13,B,21,HOEDEMAEKERS,114.795180723
Afternoon,13,B,21,GUEUX,129.046296296
Afternoon,13,B,21,GENEVE,103.218340611
Afternoon,13,B,21,FROISSART,112.211678832
Afternoon,13,B,21,EVERE SHOPPING,111.208144796
Afternoon,13,B,21,DIVIN SAUVEUR,127.995192308
Afternoon,13,B,21,DIAMANT,118.508064516
Afternoon,13,B,21,COLONEL BOURG,113.439189189
Afternoon,13,B,21,CARENE,111.331189711
Afternoon,13,B,21,BORDET STATION,123.507490637
Afternoon,13,B,21,AERODROME,92.291044776
Afternoon,13,B,27,ZEPHYR,111.753086420
Afternoon,13,B,27,VERHEYLEWEGHEN,104.232954545
Afternoon,13,B,27,TREVES,90.281938326
Afternoon,13,B,27,TOULOUSE,116.12
Afternoon,13,B,27,SAINTE-FAMILLE,135.154574132
Afternoon,13,B,27,PLEIADES,121.378519291
Afternoon,13,B,27,PARC LEOPOLD,101.990430622
Afternoon,13,B,27,NERVIENS,102.659176030
Afternoon,13,B,27,MOONENS,115.069498069
Afternoon,13,B,27,MONTGOMERY,103.222222222
Afternoon,13,B,27,MEUDON,119.931372549
Afternoon,13,B,27,MERODE,129.917241379
Afternoon,13,B,27,LUXEMBOURG,196.784780024
Afternoon,13,B,27,ICHEC,111.351598174
Afternoon,13,B,27,GEORGES HENRI,143.380555556
Afternoon,13,B,27,GAULOIS,99.216374269
Afternoon,13,B,27,FROISSART,131.770186335
Afternoon,13,B,27,DEGROOFF,124.240694789
Afternoon,13,B,27,CAPRICORNE,114.365671642
Afternoon,13,B,27,ANDROMEDE,109.225296443
Afternoon,13,B,28,VOOT,120.579545455
Afternoon,13,B,28,VICTOR HUGO,157.278617711
Afternoon,13,B,28,VERGOTE,146.865603645
Afternoon,13,B,28,TOMBERG,124.473296501
Afternoon,13,B,28,STADE FALLON,120.949622166
Afternoon,13,B,28,SLEGERS,127.042704626
Afternoon,13,B,28,PARC MALOU,114.924764890
Afternoon,13,B,28,MONTALD,128.346260388
Afternoon,13,B,28,MEUDON,127.528795812
Afternoon,13,B,28,MELARD,116.120401338
Afternoon,13,B,28,KONKEL,94.205816555
Afternoon,13,B,28,JAMBLINNE DE MEUX,147.937869822
Afternoon,13,B,28,GEORGES HENRI,140.215102975
Afternoon,13,B,28,DON BOSCO,120.324468085
Afternoon,13,B,28,DIAMANT,143.845132743
Afternoon,13,B,28,DEPORTES,126.436314363
Afternoon,13,B,28,DEGROOFF,134.460496614
Afternoon,13,B,28,CHASSEURS ARDEN.,139.638554217
Afternoon,13,B,28,BRABANCONNE,107.161425577
Afternoon,13,B,29,WATERLOO WILSON,101.868131868
Afternoon,13,B,29,VINCOTTE,102.531428571
Afternoon,13,B,29,VERHEYLEWEGHEN,125.904477612
Afternoon,13,B,29,TREURENBERG,104.238764045
Afternoon,13,B,29,SPEECKAERT,128.805825243
Afternoon,13,B,29,SAINT-JOSSE,104.782110092
Afternoon,13,B,29,ROSA PARKS,94.313984169
Afternoon,13,B,29,ROODEBEEK,125.276672694
Afternoon,13,B,29,RADIUM,126.772321429
Afternoon,13,B,29,PRESSE,95.816489362
Afternoon,13,B,29,PLASKY,126.463898917
Afternoon,13,B,29,PEUPLIERS,132.301449275
Afternoon,13,B,29,OPALE,121.970760234
Afternoon,13,B,29,MOONENS,128.826302730
Afternoon,13,B,29,MARCEL THIRY,127.212454212
Afternoon,13,B,29,MAI,127.041176471
Afternoon,13,B,29,MADOU,103.661946903
Afternoon,13,B,29,LEVIE,132.890384615
Afternoon,13,B,29,JESPERS,121.784482759
Afternoon,13,B,29,HYMANS,130.751401869
Afternoon,13,B,29,HOF TEN BERG,103.640134529
Afternoon,13,B,29,HEYDENBERG,128.845493562
Afternoon,13,B,29,GUTENBERG,93.168674699
Afternoon,13,B,29,GARE CENTRALE,100.033594625
Afternoon,13,B,29,DIAMANT,133.315573770
Afternoon,13,B,29,DE BROUCKERE,77.048128342
Afternoon,13,B,29,DAILLY,106.410301954
Afternoon,13,B,29,CLOVIS,107.109489051
Afternoon,13,B,29,CHARMILLE,124.140435835
Afternoon,13,B,29,ARENBERG,87.085164835
Afternoon,13,B,33,SAINT-GERY,95.258426966
Afternoon,13,B,33,ROYALE,251.081632653
Afternoon,13,B,33,PORTE DE NAMUR,282.624338624
Afternoon,13,B,33,POELAERT,170.267857143
Afternoon,13,B,33,PETIT SABLON,153.666666667
Afternoon,13,B,33,LOUISE,254.686046512
Afternoon,13,B,33,GRAND-PLACE,68.020618557
Afternoon,13,B,33,GRAND SABLON,145.317073171
Afternoon,13,B,33,DANSAERT,192.516049383
Afternoon,13,B,33,CHAPELLE,237.777777778
Afternoon,13,B,33,CESAR DE PAEPE,229.03
Afternoon,13,B,33,BOURSE,139.815094340
Afternoon,13,B,33,ANNEESSENS,240.769911504
Afternoon,13,B,34,VANDROMME,93.175
Afternoon,13,B,34,VALDUC,96.988888889
Afternoon,13,B,34,TRONE,104.164855072
Afternoon,13,B,34,STRATEGIE,95.896984925
Afternoon,13,B,34,SCIENCE,99.373040752
Afternoon,13,B,34,SAINTE-ANNE,100.172006745
Afternoon,13,B,34,PORTE DE NAMUR,105.133333333
Afternoon,13,B,34,MUSEUM,107.491085900
Afternoon,13,B,34,LUXEMBOURG,97.427364865
Afternoon,13,B,34,LA CHASSE,101.814671815
Afternoon,13,B,34,IDALIE,105.148148148
Afternoon,13,B,34,HANKAR,95.521298174
Afternoon,13,B,34,FETIS,103.031690141
Afternoon,13,B,34,ETANGS,103.888655462
Afternoon,13,B,34,EGLISE ST-JULIEN,96.722033898
Afternoon,13,B,34,DEUX CHAUSSEES,121.988805970
Afternoon,13,B,34,BUEDTS,99.409345794
Afternoon,13,B,34,BERGOJE,123.317152104
Afternoon,13,B,34,AUDERGHEM-SHOP.,87.102167183
Afternoon,13,B,34,ARSENAL,96.198717949
Afternoon,13,B,36,VANDER MEERSCHEN,151.287128713
Afternoon,13,B,36,VAL DES SEIGNEURS,148.798882682
Afternoon,13,B,36,THIEFFRY,142.446064140
Afternoon,13,B,36,STOCKEL,160.191222571
Afternoon,13,B,36,SCHUMAN,92.366627497
Afternoon,13,B,36,SAINTE-ALIX,149.493788820
Afternoon,13,B,36,RUE AU BOIS,152.567164179
Afternoon,13,B,36,ROI VAINQUEUR,143.930501931
Afternoon,13,B,36,PADDOCK,160.582872928
Afternoon,13,B,36,ONZE NOVEMBRE,140.810502283
Afternoon,13,B,36,OCEAN ATLANTIQUE,156.439461883
Afternoon,13,B,36,NERVIENS,125.751152074
Afternoon,13,B,36,MUSEE DU TRAM,162.064814815
Afternoon,13,B,36,MOUETTES,165.387453875
Afternoon,13,B,36,MOSTINCK,148.722222222
Afternoon,13,B,36,MERTENS,142.626262626
Afternoon,13,B,36,MAREYDE,145.684782609
Afternoon,13,B,36,MANOIR D'ANJOU,152.259740260
Afternoon,13,B,36,LOUIS HAP,109.194508009
Afternoon,13,B,36,LEMAN,111.823008850
Afternoon,13,B,36,LA CHASSE,128.695331695
Afternoon,13,B,36,KONKEL,77.368421053
Afternoon,13,B,36,KELLE,151.195783133
Afternoon,13,B,36,JULES CESAR,139.603174603
Afternoon,13,B,36,GERSIS,144.449101796
Afternoon,13,B,36,FROISSART,145.880952381
Afternoon,13,B,36,DREVE DE NIVELLES,157.602739726
Afternoon,13,B,36,CHIEN VERT,156.476404494
Afternoon,13,B,36,CHANT D'OISEAU,160.124060150
Afternoon,13,B,36,BOULEAUX,154.551637280
Afternoon,13,B,36,BOILEAU,160.446808511
Afternoon,13,B,36,BARON DE CASTRO,151.859223301
Afternoon,13,B,37,ZEECRABBE,161.061403509
Afternoon,13,B,37,VERREWINKEL,175.016181230
Afternoon,13,B,37,TIMMERMANS,215.576612903
Afternoon,13,B,37,STATUAIRES,183.636042403
Afternoon,13,B,37,PLACE SAINT-JOB,172.055384615
Afternoon,13,B,37,PEYO,201.079772080
Afternoon,13,B,37,PASTEUR,172.507692308
Afternoon,13,B,37,OBSERVATOIRE,155.476793249
Afternoon,13,B,37,MOLIERE-LONGCHAMP,190.013761468
Afternoon,13,B,37,MERCURE,177.884476534
Afternoon,13,B,37,HOUZEAU,176.612312812
Afternoon,13,B,37,HOSPICES,131.338235294
Afternoon,13,B,37,HOMBORCH,154.691176471
Afternoon,13,B,37,HEROS,197.756855576
Afternoon,13,B,37,GUI,169.965714286
Afternoon,13,B,37,GAZELLE,157.021186441
Afternoon,13,B,37,GARE DE SAINT-JOB,166.946778711
Afternoon,13,B,37,GARE DE LINKEBEEK,116.125
Afternoon,13,B,37,DIRECTOIRE,175.456989247
Afternoon,13,B,37,DE WANSIJN,172.718654434
Afternoon,13,B,37,COLLEGE ST-PIERRE,199.506493506
Afternoon,13,B,37,COGHEN,195.527027027
Afternoon,13,B,37,CABRIS,202.212765957
Afternoon,13,B,37,ALBERT,209.954954955
Afternoon,13,B,38,ZEECRABBE,142.783333333
Afternoon,13,B,38,VLEURGAT,123.655737705
Afternoon,13,B,38,VAN EYCK,115.683840749
Afternoon,13,B,38,TRONE,118.756716418
Afternoon,13,B,38,STATUAIRES,113.777777778
Afternoon,13,B,38,SCIENCE,115.34
Afternoon,13,B,38,ROYALE,106.483679525
Afternoon,13,B,38,RENE GOBERT,114.885416667
Afternoon,13,B,38,PATTON,117.315126050
Afternoon,13,B,38,MONTJOIE,121.925449871
Afternoon,13,B,38,MALIBRAN,130.964093357
Afternoon,13,B,38,LUXEMBOURG,125.679214403
Afternoon,13,B,38,LONGCHAMP,123.883138564
Afternoon,13,B,38,IDALIE,128.203426124
Afternoon,13,B,38,HOUZEAU,111.405
Afternoon,13,B,38,HEROS,90.265258216
Afternoon,13,B,38,GOSSART,112.404471545
Afternoon,13,B,38,GARE CENTRALE,83.358490566
Afternoon,13,B,38,FLORIDE,120.976645435
Afternoon,13,B,38,FLAGEY,134.690476190
Afternoon,13,B,38,BOZAR,80.723684211
Afternoon,13,B,38,BLYCKAERTS,125.224778761
Afternoon,13,B,38,BIARRITZ,122.444444444
Afternoon,13,B,38,BASCULE,120.772997033
Afternoon,13,B,41,ZEECRABBE,127.610526316
Afternoon,13,B,41,WATERMAEL GARE,137.851190476
Afternoon,13,B,41,VIGNETTE,123.629629630
Afternoon,13,B,41,VERT CHASSEUR,139.163873371
Afternoon,13,B,41,TRITOMAS,132.408163265
Afternoon,13,B,41,TRANSVAAL,97.027662517
Afternoon,13,B,41,STATUAIRES,177.14
Afternoon,13,B,41,SCHOONEJANS,101.076923077
Afternoon,13,B,41,SACRE-COEUR,106.284360190
Afternoon,13,B,41,PECHERIES,124.231660232
Afternoon,13,B,41,MONTANA,140.854014599
Afternoon,13,B,41,LOUTRIER,125.512727273
Afternoon,13,B,41,KEYM,143.738181818
Afternoon,13,B,41,HOUZEAU,149.907692308
Afternoon,13,B,41,HOP.STE-ELISABETH,136.438679245
Afternoon,13,B,41,HERRMANN-DEBROUX,135.187683284
Afternoon,13,B,41,HEROS,112.916864608
Afternoon,13,B,41,HANNETONS,131.775
Afternoon,13,B,41,FUTAIE,142.633928571
Afternoon,13,B,41,FLORIDE,138.730519481
Afternoon,13,B,41,DRIES,140.202312139
Afternoon,13,B,41,DEMEY,131.932539683
Afternoon,13,B,41,BRESIL,155.280254777
Afternoon,13,B,41,BOONDAEL GARE,147.635359116
Afternoon,13,B,41,BIEN-FAIRE,141.564853556
Afternoon,13,B,41,ARCHIDUCS,131.874509804
Afternoon,13,B,42,VIADUC E40,83.779411765
Afternoon,13,B,42,UCL SAINT-LUC,97.867403315
Afternoon,13,B,42,THUMAS,107.091503268
Afternoon,13,B,42,THIRY-WOLUWE,112.613207547
Afternoon,13,B,42,SAINT-ANTOINE,118.005025126
Afternoon,13,B,42,ROODEBEEK,119.821875
Afternoon,13,B,42,PEUPLIERS,114.322580645
Afternoon,13,B,42,MARCEL THIRY,104.307692308
Afternoon,13,B,42,LENNEKE MARE,112.510086455
Afternoon,13,B,42,HOF TER MUSSCHEN,109.193820225
Afternoon,13,B,42,DUNETTE,106.266094421
Afternoon,13,B,42,CHARMILLE,118.554216867
Afternoon,13,B,42,ANNECY,102.641921397
Afternoon,13,B,43,ZEECRABBE,162.794117647
Afternoon,13,B,43,VIVIER D'OIE,109.021590909
Afternoon,13,B,43,VIEUX CHEMIN,164.745901639
Afternoon,13,B,43,VERREWINKEL,198.085808581
Afternoon,13,B,43,VAN BEVER,203.566153846
Afternoon,13,B,43,UCCLE CALEVOET,172.187739464
Afternoon,13,B,43,STATUAIRES,190.162055336
Afternoon,13,B,43,SAINTE-ALLIANCE,188.351807229
Afternoon,13,B,43,RONCES,213.706521739
Afternoon,13,B,43,RITTWEGER,174.287292818
Afternoon,13,B,43,RACING,232.5
Afternoon,13,B,43,PRINCE D'ORANGE,200.680094787
Afternoon,13,B,43,PASTEUR,210.707006369
Afternoon,13,B,43,OBSERVATOIRE,127.122857143
Afternoon,13,B,43,NAPOLEON,199.718411552
Afternoon,13,B,43,MOENSBERG GARE,177.971659919
Afternoon,13,B,43,JEANNE HERREMAN,181.8375
Afternoon,13,B,43,HOUZEAU,185.282296651
Afternoon,13,B,43,HOSPICES,213.096774194
Afternoon,13,B,43,HOMBORCH,200.600536193
Afternoon,13,B,43,HEROS,176.314338235
Afternoon,13,B,43,GUI,186.990415335
Afternoon,13,B,43,GRIOTTES,181.271186441
Afternoon,13,B,43,GLOBE,187.134146341
Afternoon,13,B,43,GAZELLE,200.227118644
Afternoon,13,B,43,GARE DE LINKEBEEK,198.878048780
Afternoon,13,B,43,FORT-JACO,228.739534884
Afternoon,13,B,43,ENGELAND,191.488599349
Afternoon,13,B,43,CABRIS,169.770700637
Afternoon,13,B,43,BRAVES,173.412
Afternoon,13,B,43,BOURDON,173.537593985
Afternoon,13,B,43,BIGARREAUX,184.96
Afternoon,13,B,45,SAINT-VINCENT,82.000816327
Afternoon,13,B,45,ROODEBEEK,110.531986532
Afternoon,13,B,45,PEUPLIERS,106.356321839
Afternoon,13,B,45,PERMEKE,106.331645570
Afternoon,13,B,45,PAIX,132.225895317
Afternoon,13,B,45,PADUWA,112.441275168
Afternoon,13,B,45,OUD KAPELLEKE,115.639860140
Afternoon,13,B,45,MARCEL THIRY,104.054104478
Afternoon,13,B,45,LOISIRS,120.362601626
Afternoon,13,B,45,HOEDEMAEKERS,115.392045455
Afternoon,13,B,45,GULLEDELLE,108.418803419
Afternoon,13,B,45,GUILLAUME,107.203219316
Afternoon,13,B,45,FONSON,122.380952381
Afternoon,13,B,45,DUNANT,112.372093023
Afternoon,13,B,45,DE LOMBAERDE,103.155223881
Afternoon,13,B,45,CICERON,97.052401747
Afternoon,13,B,45,CHARMILLE,100.322939866
Afternoon,13,B,45,ARIANE,103.127490040
Afternoon,13,B,46,YSER,63.620414673
Afternoon,13,B,46,WTC,61.973799127
Afternoon,13,B,46,WESTLAND SHOPPING,47.967521368
Afternoon,13,B,46,VANHELLEMONT,44.677419355
Afternoon,13,B,46,SIBELIUS,50.038321168
Afternoon,13,B,46,SCHERDEMAEL,42.895322940
Afternoon,13,B,46,SAINT-GUIDON,64.324561404
Afternoon,13,B,46,RESISTANCE,69.983282675
Afternoon,13,B,46,PTE D'ANDERLECHT,59.808477237
Afternoon,13,B,46,POMMIER,39.680722892
Afternoon,13,B,46,NICOLAY,59.114068441
Afternoon,13,B,46,NEERPEDE,47.078534031
Afternoon,13,B,46,MOORTEBEEK,47.574097136
Afternoon,13,B,46,MEIR,46.626666667
Afternoon,13,B,46,LIVERPOOL,62.175588865
Afternoon,13,B,46,HOPITAL BRACOPS,41.797773655
Afternoon,13,B,46,GLIBERT,40.454318937
Afternoon,13,B,46,DOUVRES,65.496240602
Afternoon,13,B,46,DE LINDE,43.045336788
Afternoon,13,B,46,DE BROUCKERE,67.143459916
Afternoon,13,B,46,CUREGHEM,51.222222222
Afternoon,13,B,46,CLEMENCEAU,46.606060606
Afternoon,13,B,46,BUANDERIE,60.134438306
Afternoon,13,B,46,BOURSE,60.732394366
Afternoon,13,B,46,BEGUINAGE,62.754569191
Afternoon,13,B,46,ALBERT I,60.868460389
Afternoon,13,B,47,ZAVELPUT,91.925714286
Afternoon,13,B,47,VTM,123.908474576
Afternoon,13,B,47,VLIERKENS,175.538181818
Afternoon,13,B,47,VILVOORDE STATION,101.777777778
Afternoon,13,B,47,TWEE LEEUWENWEG,129.317343173
Afternoon,13,B,47,TRASSERSWEG,82.699481865
Afternoon,13,B,47,RAMIER,94.454732510
Afternoon,13,B,47,PRES COMMUNS,92.075510204
Afternoon,13,B,47,PETER BENOIT,93.171837709
Afternoon,13,B,47,MINNEMOLEN,134.018099548
Afternoon,13,B,47,KERK VILVOORDE,143.808176101
Afternoon,13,B,47,JORDAEN,121.811320755
Afternoon,13,B,47,HELDENPLEIN,138.443037975
Afternoon,13,B,47,HEEMBEEK,57.667168675
Afternoon,13,B,47,HANSSENSPARK,152.650943396
Afternoon,13,B,47,ENNEPETAL,127.915178571
Afternoon,13,B,47,CHEMIN VERT,87.75
Afternoon,13,B,47,BLOKKEN,157.536585366
Afternoon,13,B,47,ANTOON VAN OSS,82.544217687
Afternoon,13,B,48,VICTOR ALLARD,82.263940520
Afternoon,13,B,48,TIMMERMANS,94.956521739
Afternoon,13,B,48,SUEDE,87.850694444
Afternoon,13,B,48,SERBIE,123.773175542
Afternoon,13,B,48,ROUPPE,187.833333333
Afternoon,13,B,48,ROCHEFORT,127.854581673
Afternoon,13,B,48,PORTE DE HAL,120.936011905
Afternoon,13,B,48,MYSTERE,95.271767810
Afternoon,13,B,48,MONT KEMMEL,105.271794872
Afternoon,13,B,48,MOLIERE-LONGCHAMP,104.791878173
Afternoon,13,B,48,MANNEKEN-PIS,190.421276596
Afternoon,13,B,48,LAINE,105.190965092
Afternoon,13,B,48,JEU DE BALLE,135.244988864
Afternoon,13,B,48,HOP. SAINT-PIERRE,136.559782609
Afternoon,13,B,48,GRAND-PLACE,168.657718121
Afternoon,13,B,48,GRAND SABLON,155.876847291
Afternoon,13,B,48,GATTI DE GAMOND,96.923076923
Afternoon,13,B,48,GARE DU MIDI,105.545454545
Afternoon,13,B,48,DUDEN,91.342019544
Afternoon,13,B,48,DOMAINE,98.5
Afternoon,13,B,48,DECROLY,82.460144928
Afternoon,13,B,48,CHAPELLE,136.959821429
Afternoon,13,B,48,CESAR DE PAEPE,153.656976744
Afternoon,13,B,48,AVENUE DU ROI,119.610666667
Afternoon,13,B,48,AULNE,91.689349112
Afternoon,13,B,48,ANNEESSENS,129.118165785
Afternoon,13,B,48,ALTITUDE CENT,88.668402778
Afternoon,13,B,48,ALBERT,105.922772277
Afternoon,13,B,49,WIELS,72.796511628
Afternoon,13,B,49,VEEWEYDE,66.521276596
Afternoon,13,B,49,VAN KALKEN,61.729899497
Afternoon,13,B,49,SUEDE,67.669338677
Afternoon,13,B,49,SIPPELBERG,79.158859470
Afternoon,13,B,49,SIMONIS,69.675824176
Afternoon,13,B,49,SAINT-GUIDON,83.157894737
Afternoon,13,B,49,RESISTANCE,84.214642263
Afternoon,13,B,49,PRINCE DE LIEGE,78.617339312
Afternoon,13,B,49,PETERBOS,82.322302158
Afternoon,13,B,49,PAULSEN,74.843495935
Afternoon,13,B,49,ORBAN,63.278156997
Afternoon,13,B,49,MEIR,63.205333333
Afternoon,13,B,49,MAISON D'ERASME,100.179282869
Afternoon,13,B,49,MACHTENS,83.718128655
Afternoon,13,B,49,LIBERTE,75.556321839
Afternoon,13,B,49,LEROY,83.865900383
Afternoon,13,B,49,JAKOB SMITS,81.726837061
Afternoon,13,B,49,IMPRIMERIE,67.694533762
Afternoon,13,B,49,ILE SAINTE-HELENE,66.21875
Afternoon,13,B,49,GARE DU MIDI,81.381672598
Afternoon,13,B,49,DIGUE DU CANAL,69.129139073
Afternoon,13,B,49,CIM. DE MOLENBEEK,81.066101695
Afternoon,13,B,49,CHARROI,69.709523810
Afternoon,13,B,49,CANDRIES,80.876267748
Afternoon,13,B,49,BROEREN,99.676171079
Afternoon,13,B,49,BEAUTE,90.052147239
Afternoon,13,B,49,BASTOGNE,82.736054422
Afternoon,13,B,49,AVENUE DU ROI,64.854415274
Afternoon,13,B,49,ARISTIDE BRIAND,65.615652174
Afternoon,13,B,50,WIELS,130.259927798
Afternoon,13,B,50,WATERBURY,116.288135593
Afternoon,13,B,50,VOETBALCLUB,82.887323944
Afternoon,13,B,50,UCCLE SPORT,111.718978102
Afternoon,13,B,50,SUEDE,143.463276836
Afternoon,13,B,50,STATION LOT,104.775700935
Afternoon,13,B,50,SPORTCENTRUM,116.172727273
Afternoon,13,B,50,SAINT-DENIS,114.487179487
Afternoon,13,B,50,RUISBROEK CENTRUM,110.651162791
Afternoon,13,B,50,RUE LONGUE,109.906542056
Afternoon,13,B,50,ORBAN,127.294478528
Afternoon,13,B,50,NEERSTALLE,102.980158730
Afternoon,13,B,50,MAX WALLER,107.920199501
Afternoon,13,B,50,LOT STATION,79.836772983
Afternoon,13,B,50,KERK RUISBROEK,117.390691114
Afternoon,13,B,50,KAPEL RUISBROEK,114.046931408
Afternoon,13,B,50,IMPRIMERIE,131.448648649
Afternoon,13,B,50,GILSON,118.530679934
Afternoon,13,B,50,GARE DU MIDI,127.505376344
Afternoon,13,B,50,FOREST CENTRE,120.468384075
Afternoon,13,B,50,CHARROI,122.087962963
Afternoon,13,B,50,BERVOETS,119.493670886
Afternoon,13,B,50,BEMPT,110.228346457
Afternoon,13,B,50,BEKA,95.029702970
Afternoon,13,B,50,AVENUE DU ROI,126.333333333
Afternoon,13,B,53,ZAVELPUT,92.554524362
Afternoon,13,B,53,WOESTE,92.405693950
Afternoon,13,B,53,WILLEMYNS,97.529411765
Afternoon,13,B,53,WESTLAND SHOPPING,94.692829457
Afternoon,13,B,53,VERSAILLES,87.354048964
Afternoon,13,B,53,VAL MARIA,86.402439024
Afternoon,13,B,53,SIMPSON,91.679300292
Afternoon,13,B,53,SERRES ROYALES,93.912790698
Afternoon,13,B,53,SCHOLA EUROPEA,83.807453416
Afternoon,13,B,53,RIETHUISEN,90.686956522
