Line Id,Point Id,Day Of Week,Avg. Delay Seconds
13,4111,Friday,80.348139256
13,4111,Thursday,90.146126761
13,4111,Wednesday,86.992257296
13,4111,Tuesday,95.590889557
13,4111,Monday,87.735730170
13,4111,Sunday,235.878914405
13,4112,Saturday,223.806060606
13,4112,Friday,138.018633540
13,4112,Thursday,136.703910615
13,4112,Wednesday,132.469767442
13,4112,Tuesday,143.325396825
13,4112,Monday,142.847715736
13,4112,Sunday,223.011764706
13,4116,Saturday,191.291139241
13,4116,Friday,132.232673267
13,4116,Thursday,128.543103448
13,4116,Wednesday,127.766561514
13,4116,Tuesday,139.829439252
13,4116,Monday,129.849411765
13,4116,Sunday,217.242937853
13,4152,Saturday,195.122676580
13,4152,Friday,147.820189274
13,4152,Thursday,131.618257261
13,4152,Wednesday,126.789317507
13,4152,Tuesday,153.172291297
13,4152,Monday,142.789743590
13,4152,Sunday,230.919431280
13,4158,Saturday,180.330097087
13,4158,Friday,147.478021978
13,4158,Thursday,118.632768362
13,4158,Wednesday,132.695833333
13,4158,Tuesday,144.855029586
13,4158,Monday,148.821212121
13,4158,Sunday,217.376712329
13,4163,Saturday,184.635897436
13,4163,Friday,151.938650307
13,4163,Thursday,120.205405405
13,4163,Wednesday,128.923371648
13,4163,Tuesday,144.894736842
13,4163,Monday,143.129793510
13,4163,Sunday,223.883561644
13,9103,Saturday,198.246808511
13,9103,Friday,143.277258567
13,9103,Thursday,128.186943620
13,9103,Wednesday,136.211720227
13,9103,Tuesday,155.508843537
13,9103,Monday,147.348235294
13,9103,Sunday,227.186311787
14,1016,Saturday,149.036036036
14,1016,Friday,143.665369650
14,1016,Thursday,164.093495935
14,1016,Wednesday,176.691326531
14,1016,Tuesday,176.143867925
14,1016,Monday,145.293604651
14,1016,Sunday,161.252747253
14,1019,Saturday,267.455445545
14,1019,Friday,137.28
14,1019,Thursday,167.389105058
14,1019,Wednesday,160.341269841
14,1019,Tuesday,168.092269327
14,1019,Monday,141.060526316
14,1019,Sunday,299.288617886
14,1024,Saturday,174.993827160
14,1024,Friday,155.992307692
14,1024,Thursday,169.543624161
14,1024,Wednesday,172.221556886
14,1024,Tuesday,164.697674419
14,1024,Monday,153.443243243
14,1024,Sunday,167.362962963
14,1051,Saturday,179.196132597
14,1051,Friday,110.831325301
14,1051,Thursday,125.689243028
14,1051,Wednesday,134.335714286
14,1051,Tuesday,123.702422145
14,1051,Monday,141.678756477
14,1051,Sunday,200.365384615
14,1052,Saturday,161.877637131
14,1052,Friday,103.149700599
14,1052,Thursday,130.394871795
14,1052,Wednesday,126.766773163
14,1052,Tuesday,116.498721228
14,1052,Monday,141.618483412
14,1052,Sunday,216.810679612
14,1056,Saturday,205.194774347
14,1056,Friday,125.402097902
14,1056,Thursday,121.848484848
14,1056,Wednesday,124.455114823
14,1056,Tuesday,124.054263566
14,1056,Monday,117.291759465
14,1056,Sunday,256.061818182
14,1082,Saturday,155.675572519
14,1082,Friday,96.991596639
14,1082,Thursday,137.022222222
14,1082,Wednesday,124.427083333
14,1082,Tuesday,125.814720812
14,1082,Monday,133.323185012
14,1082,Sunday,215.440366972
14,1083,Saturday,138.682539683
14,1083,Friday,153.355932203
14,1083,Thursday,180.220588235
14,1083,Wednesday,172.950819672
14,1083,Tuesday,167.453333333
14,1083,Monday,153.868852459
14,1083,Sunday,183.283018868
14,1103,Saturday,167.634482759
14,1103,Friday,137.283783784
14,1103,Thursday,131.760273973
14,1103,Wednesday,148.762135922
14,1103,Tuesday,151.590778098
14,1103,Monday,137.848993289
14,1103,Sunday,179.447552448
14,1328,Saturday,200.547368421
14,1328,Friday,156.461038961
14,1328,Thursday,156.438502674
14,1328,Wednesday,164.028688525
14,1328,Tuesday,157.620915033
14,1328,Monday,180.063535912
14,1328,Sunday,206.867924528
14,1348,Saturday,175.172839506
14,1348,Friday,106.464864865
14,1348,Thursday,117.786982249
14,1348,Wednesday,113.287878788
14,1348,Tuesday,112.202090592
14,1348,Monday,125.108695652
14,1348,Sunday,199.408695652
14,1349,Saturday,154.946564885
14,1349,Friday,149.939914163
14,1349,Thursday,179.055045872
14,1349,Wednesday,169.621118012
14,1349,Tuesday,179.924170616
14,1349,Monday,155.390625
14,1349,Sunday,154.744769874
14,1350,Saturday,186.699669967
14,1350,Friday,106.247058824
14,1350,Thursday,129.439024390
14,1350,Wednesday,119.771428571
14,1350,Tuesday,123.510288066
14,1350,Monday,130.120229008
14,1350,Sunday,205.820083682
14,1351,Saturday,148.474654378
14,1351,Friday,146.971698113
14,1351,Thursday,156.123809524
14,1351,Wednesday,156.449367089
14,1351,Tuesday,166.843076923
14,1351,Monday,149.992537313
14,1351,Sunday,164.122549020
14,1721,Saturday,204.242574257
14,1721,Friday,138.930817610
14,1721,Thursday,152.472826087
14,1721,Wednesday,179.819277108
14,1721,Tuesday,149.114114114
14,1721,Monday,179.728205128
14,1721,Sunday,230.873015873
14,1722,Saturday,206.767857143
14,1722,Friday,145.745098039
14,1722,Thursday,152.113989637
14,1722,Wednesday,165.318021201
14,1722,Tuesday,152.260309278
14,1722,Monday,175.736292428
14,1722,Sunday,211.872727273
14,1743,Saturday,166.751552795
14,1743,Friday,135.093922652
14,1743,Thursday,136.994565217
14,1743,Wednesday,151.102880658
14,1743,Tuesday,151.526462396
14,1743,Monday,150.397727273
14,1743,Sunday,172.820895522
14,1744,Saturday,171.878504673
14,1744,Friday,138.939130435
14,1744,Thursday,121.826839827
14,1744,Wednesday,151.260726073
14,1744,Tuesday,160.040089087
14,1744,Monday,146.341304348
14,1744,Sunday,179.661904762
14,1755,Saturday,172.358757062
14,1755,Friday,118.373626374
14,1755,Thursday,101.338775510
14,1755,Wednesday,136.668192220
14,1755,Tuesday,151.869448183
14,1755,Monday,142.879411765
14,1755,Sunday,164.767605634
14,1766,Saturday,145.964412811
14,1766,Friday,127.659898477
14,1766,Thursday,102.475247525
14,1766,Wednesday,106.733128834
14,1766,Tuesday,117.753280840
14,1766,Monday,122.639423077
14,1766,Sunday,178.515151515
14,1767,Saturday,160.855421687
14,1767,Friday,119.530465950
14,1767,Thursday,108.781362007
14,1767,Wednesday,114.63125
14,1767,Tuesday,131.347079038
14,1767,Monday,132.792096220
14,1767,Sunday,161.046875
14,1768,Saturday,278.287128713
14,1768,Friday,171.428571429
14,1768,Thursday,175.571428571
14,1768,Wednesday,162.111940299
14,1768,Tuesday,174.349206349
14,1768,Monday,178.194915254
14,1768,Sunday,179.628571429
14,1775,Saturday,257.133333333
14,1775,Friday,146.287671233
14,1775,Thursday,155.476987448
14,1775,Wednesday,151.116618076
14,1775,Tuesday,154.867219917
14,1775,Monday,163.311340206
14,1775,Sunday,215.052401747
14,1782,Saturday,261.193989071
14,1782,Friday,144.716510903
14,1782,Thursday,170.516666667
14,1782,Wednesday,142.640926641
14,1782,Tuesday,162.907488987
14,1782,Monday,175.219718310
14,1782,Sunday,221.988950276
14,2498,Saturday,172.302491103
14,2498,Friday,111.400735294
14,2498,Thursday,103.254464286
14,2498,Wednesday,114.630588235
14,2498,Tuesday,127.168173599
14,2498,Monday,132.451939292
14,2498,Sunday,180.293388430
14,2515,Saturday,158.396449704
14,2515,Friday,109.358851675
14,2515,Thursday,121.460732984
14,2515,Wednesday,106.081784387
14,2515,Tuesday,126.583090379
14,2515,Monday,135.467084639
14,2515,Sunday,181.560693642
14,2584,Saturday,272.450980392
14,2584,Friday,149.309178744
14,2584,Thursday,157.615023474
14,2584,Wednesday,145.260869565
14,2584,Tuesday,169.153488372
14,2584,Monday,180.714285714
14,2584,Sunday,215.317365269
14,2586,Saturday,256.723021583
14,2586,Friday,151.311627907
14,2586,Thursday,152.958715596
14,2586,Wednesday,148.264705882
14,2586,Tuesday,164.448837209
14,2586,Monday,185.049773756
14,2586,Sunday,235.124401914
14,2801,Saturday,250.345360825
14,2801,Friday,158.018518519
14,2801,Thursday,159
14,2801,Wednesday,176.044117647
14,2801,Tuesday,157.005464481
14,2801,Monday,171.353092784
14,2801,Sunday,203
14,2803,Saturday,273.491304348
14,2803,Friday,163.272251309
14,2803,Thursday,158.913461538
14,2803,Wednesday,155.770764120
14,2803,Tuesday,165.721105528
14,2803,Monday,176.539325843
14,2803,Sunday,204.811428571
14,2871,Saturday,178.983739837
14,2871,Friday,119.333333333
14,2871,Thursday,98.438356164
14,2871,Wednesday,128.994535519
14,2871,Tuesday,125.995884774
14,2871,Monday,156.283524904
14,2871,Sunday,177.484848485
14,2873,Saturday,141.574257426
14,2873,Friday,116.904761905
14,2873,Thursday,100.851851852
14,2873,Wednesday,123.955465587
14,2873,Tuesday,127.005586592
14,2873,Monday,153.453804348
14,2873,Sunday,184.675159236
14,4071,Saturday,153.686893204
14,4071,Friday,135.101604278
14,4071,Thursday,135.496710526
14,4071,Wednesday,146.575916230
14,4071,Tuesday,151.390306122
14,4071,Monday,147.749435666
14,4071,Sunday,188.733153639
14,4072,Saturday,161.207729469
14,4072,Friday,129.618556701
14,4072,Thursday,134.819905213
14,4072,Wednesday,145.870503597
14,4072,Tuesday,157.310112360
14,4072,Monday,156.476635514
14,4072,Sunday,176.394736842
14,4205,Saturday,178.340807175
14,4205,Friday,135.151832461
14,4205,Thursday,131.550505051
14,4205,Wednesday,144.843137255
14,4205,Tuesday,134.307479224
14,4205,Monday,158.099744246
14,4205,Sunday,200
14,4223,Saturday,187.115456238
14,4223,Friday,133.619585687
14,4223,Thursday,133.511066398
14,4223,Wednesday,142.670103093
14,4223,Tuesday,146.424290221
14,4223,Monday,163.803627760
14,4223,Sunday,192.026217228
14,4228,Saturday,189.027649770
14,4228,Friday,131.691891892
14,4228,Thursday,129.118279570
14,4228,Wednesday,138.611307420
14,4228,Tuesday,132.406735751
14,4228,Monday,156.611246944
14,4228,Sunday,199.772727273
14,4261,Saturday,151.248322148
14,4261,Friday,134.664179104
14,4261,Thursday,139.221518987
14,4261,Wednesday,152.597938144
14,4261,Tuesday,155.758364312
14,4261,Monday,149.938271605
14,4261,Sunday,166.160305344
14,4264,Saturday,217.021911138
14,4264,Friday,155.301903898
14,4264,Thursday,147.584582441
14,4264,Wednesday,132.468319559
14,4264,Tuesday,144.755251432
14,4264,Monday,151.664630225
14,4264,Sunday,195.550425273
14,4265,Saturday,174.743589744
14,4265,Friday,157.272727273
14,4265,Thursday,143.16
14,4265,Wednesday,139.944444444
14,4265,Tuesday,162.952380952
14,4265,Monday,141.983333333
14,4265,Sunday,135.851851852
14,4268,Saturday,154.201970443
14,4268,Friday,126.929729730
14,4268,Thursday,133.224852071
14,4268,Wednesday,143.247011952
14,4268,Tuesday,156.915254237
14,4268,Monday,153.778606965
14,4268,Sunday,160.886075949
14,5009,Saturday,301.962184874
14,5009,Friday,144.839024390
14,5009,Thursday,169.511312217
14,5009,Wednesday,136.978571429
14,5009,Tuesday,147.863481229
14,5009,Monday,140.297202797
14,5009,Sunday,297.903030303
14,5011,Saturday,300.281481481
14,5011,Friday,140.690322581
14,5011,Thursday,176.157099698
14,5011,Wednesday,145.878612717
14,5011,Tuesday,158.398954704
14,5011,Monday,148.341796875
14,5011,Sunday,297.997134670
14,5074,Saturday,206.782857143
14,5074,Friday,108.225806452
14,5074,Thursday,103.716494845
14,5074,Wednesday,111.933333333
14,5074,Tuesday,99.358974359
14,5074,Monday,103.906403941
14,5074,Sunday,245.055944056
14,5076,Saturday,218.060367454
14,5076,Friday,106.223826715
14,5076,Thursday,103.91015625
14,5076,Wednesday,109.366471735
14,5076,Tuesday,102.926931106
14,5076,Monday,102.639830508
14,5076,Sunday,256.426666667
14,6481,Saturday,164.935606061
14,6481,Friday,132.783898305
14,6481,Thursday,124.339622642
14,6481,Wednesday,119.647272727
14,6481,Tuesday,114.612385321
14,6481,Monday,142.436241611
14,6481,Sunday,179.369230769
14,6482,Saturday,173.484848485
14,6482,Friday,133.897196262
14,6482,Thursday,159.982905983
14,6482,Wednesday,132.639751553
14,6482,Tuesday,167.191056911
14,6482,Monday,148.200757576
14,6482,Sunday,194.742857143
14,6800,Saturday,266.647249191
14,6800,Friday,151.267716535
14,6800,Thursday,165.826254826
14,6800,Wednesday,149.677002584
14,6800,Tuesday,171.813996317
14,6800,Monday,183.147651007
14,6800,Sunday,214.230434783
14,6869,Saturday,151.010416667
14,6869,Friday,105.9375
14,6869,Thursday,101.308510638
14,6869,Wednesday,118.395189003
14,6869,Tuesday,119.238805970
14,6869,Monday,144.226063830
14,6869,Sunday,175.262295082
17,1453,Saturday,174.831932773
17,1453,Friday,139.634615385
17,1453,Thursday,120.686956522
17,1453,Wednesday,117
17,1453,Tuesday,135.390134529
17,1453,Monday,132.933734940
17,1453,Sunday,364.420289855
17,1455,Saturday,196.370967742
17,1455,Friday,139.506097561
17,1455,Thursday,144.150602410
17,1455,Wednesday,129.541484716
17,1455,Tuesday,150.76
17,1455,Monday,137.954385965
17,1455,Sunday,318.621359223
17,1472,Saturday,260.605263158
17,1472,Friday,117.487179487
17,1472,Thursday,155.188679245
17,1472,Wednesday,170.454545455
17,1472,Tuesday,150.958904110
17,1472,Monday,141.635416667
17,1472,Sunday,235.526315789
17,4287,Saturday,131.777777778
17,4287,Friday,112.636363636
17,4287,Thursday,189.545454545
17,4287,Wednesday,232.333333333
17,4287,Tuesday,129.210526316
17,4287,Monday,104.611111111
17,4287,Sunday,1
17,4288,Saturday,227.127071823
17,4288,Friday,124.322916667
17,4288,Thursday,143.136363636
17,4288,Wednesday,122.482758621
17,4288,Tuesday,168.108843537
17,4288,Monday,158.140350877
17,4288,Sunday,364.761194030
17,4289,Saturday,228.459302326
17,4289,Friday,123.973684211
17,4289,Thursday,139.844594595
17,4289,Wednesday,141.572093023
17,4289,Tuesday,149.128571429
17,4289,Monday,136.669527897
17,4289,Sunday,303.431034483
17,4290,Saturday,239.505154639
17,4290,Friday,131.733870968
17,4290,Thursday,145.243697479
17,4290,Wednesday,164.062146893
17,4290,Tuesday,140.970260223
17,4290,Monday,139.968309859
17,4290,Sunday,298.079365079
17,4292,Saturday,161.457142857
17,4292,Friday,119.196721311
17,4292,Thursday,134.792207792
17,4292,Wednesday,171.525423729
17,4292,Tuesday,149.721854305
17,4292,Monday,124.155279503
17,4292,Sunday,286.166666667
17,4293,Saturday,193.983471074
17,4293,Friday,160.52
17,4293,Thursday,164.296875
17,4293,Wednesday,154.922077922
17,4293,Tuesday,178.333333333
17,4293,Monday,138.990099010
17,4293,Sunday,320.870588235
17,4294,Saturday,203.263157895
17,4294,Friday,149.84
17,4294,Thursday,154.576271186
17,4294,Wednesday,143.052631579
17,4294,Tuesday,176
17,4294,Monday,153.398692810
17,4294,Sunday,326.359375
17,4295,Saturday,190.644444444
17,4295,Friday,153.236641221
17,4295,Thursday,168.894366197
17,4295,Wednesday,153.631578947
17,4295,Tuesday,164.465346535
17,4295,Monday,140.993055556
17,4295,Sunday,334.227272727
17,4296,Saturday,237.417445483
17,4296,Friday,166.128865979
17,4296,Thursday,160.240310078
17,4296,Wednesday,155.570422535
17,4296,Tuesday,177.847457627
17,4296,Monday,144.162689805
17,4296,Sunday,349.516483516
17,4297,Saturday,146.212278876
17,4297,Friday,78.667247387
17,4297,Thursday,144.904942966
17,4297,Wednesday,117.159318637
17,4297,Tuesday,123.047320807
17,4297,Monday,86.594724221
17,4297,Sunday,229.650381679
17,4298,Saturday,158.218181818
17,4298,Friday,130.137681159
17,4298,Thursday,149.136904762
17,4298,Wednesday,138.073298429
17,4298,Tuesday,153.061433447
17,4298,Monday,113.121527778
17,4298,Sunday,290.102040816
17,4299,Saturday,158.168316832
17,4299,Friday,132.603174603
17,4299,Thursday,145.808411215
17,4299,Wednesday,151.151079137
17,4299,Tuesday,161.165957447
17,4299,Monday,131.812339332
17,4299,Sunday,284.933884298
17,4310,Saturday,185.111486486
17,4310,Friday,138.656603774
17,4310,Thursday,139.308270677
17,4310,Wednesday,124.103535354
17,4310,Tuesday,143.471631206
17,4310,Monday,128.273722628
17,4310,Sunday,328.553488372
17,4311,Saturday,193.047846890
17,4311,Friday,137.057142857
17,4311,Thursday,144.423469388
17,4311,Wednesday,128.182926829
17,4311,Tuesday,141.450142450
17,4311,Monday,140.909620991
17,4311,Sunday,300.689922481
17,4313,Saturday,196.181286550
17,4313,Friday,143.547945205
17,4313,Thursday,123.098765432
17,4313,Wednesday,119.038461538
17,4313,Tuesday,143.129139073
17,4313,Monday,160.386759582
17,4313,Sunday,328.894230769
17,4319,Saturday,232.771428571
17,4319,Friday,121.595238095
17,4319,Thursday,109.223880597
17,4319,Wednesday,160.269230769
17,4319,Tuesday,127.311475410
17,4319,Monday,117.794520548
17,4319,Sunday,212.214285714
17,4341,Saturday,162.478087649
17,4341,Friday,112.614525140
17,4341,Thursday,140.700980392
17,4341,Wednesday,138.170454545
17,4341,Tuesday,146.820574163
17,4341,Monday,122.552884615
17,4341,Sunday,262.975
17,4342,Saturday,197.741496599
17,4342,Friday,123.888888889
17,4342,Thursday,149.965753425
17,4342,Wednesday,134.582524272
17,4342,Tuesday,160.707581227
17,4342,Monday,154.84765625
17,4342,Sunday,241.753623188
17,4347,Saturday,192.142857143
17,4347,Friday,145.827027027
17,4347,Thursday,119.809756098
17,4347,Wednesday,130.892744479
17,4347,Tuesday,144.032178218
17,4347,Monday,144.109890110
17,4347,Sunday,275.118644068
17,4348,Saturday,186.257142857
17,4348,Friday,144.897142857
17,4348,Thursday,146.136363636
17,4348,Wednesday,137.810810811
17,4348,Tuesday,166.294478528
17,4348,Monday,146.05
17,4348,Sunday,236.214285714
17,4349,Saturday,196.929577465
17,4349,Friday,132
17,4349,Thursday,165.995215311
17,4349,Wednesday,139.333333333
17,4349,Tuesday,146.208
17,4349,Monday,153.216049383
17,4349,Sunday,246.725806452
17,4351,Saturday,188
17,4351,Friday,143.949494949
17,4351,Thursday,149.187192118
17,4351,Wednesday,134.981707317
17,4351,Tuesday,166.503937008
17,4351,Monday,145.188544153
17,4351,Sunday,314.805555556
17,4355,Saturday,190.197278912
17,4355,Friday,134.757352941
17,4355,Thursday,145.263513514
17,4355,Wednesday,137.522842640
17,4355,Tuesday,153.716157205
17,4355,Monday,140.973782772
17,4355,Sunday,250.947826087
17,4357,Saturday,173.631921824
17,4357,Friday,159.844444444
17,4357,Thursday,140.272
17,4357,Wednesday,150.647058824
17,4357,Tuesday,174.101967800
17,4357,Monday,148.816433566
17,4357,Sunday,300.275675676
17,4358,Saturday,202.245098039
17,4358,Friday,152.587912088
17,4358,Thursday,145.850828729
17,4358,Wednesday,144.806557377
17,4358,Tuesday,172.337748344
17,4358,Monday,152.820197044
17,4358,Sunday,326.533333333
17,9059,Saturday,216.727574751
17,9059,Friday,201.544303797
17,9059,Thursday,71.222222222
17,9059,Wednesday,171.872549020
17,9059,Tuesday,116.413333333
17,9059,Monday,69.897119342
17,9059,Sunday,283.682352941
19,471,Saturday,163.919093851
19,471,Friday,72.902973396
19,471,Thursday,75.8859375
19,471,Wednesday,76.160268714
19,471,Tuesday,82.893988365
19,471,Monday,77.685039370
19,471,Sunday,191.087912088
19,472,Saturday,185.373046875
19,472,Friday,99.341959335
19,472,Thursday,101.376068376
19,472,Wednesday,98.847006652
19,472,Tuesday,107.107321131
19,472,Monday,90.403288958
19,472,Sunday,208.411622276
19,1014,Saturday,161.804347826
19,1014,Friday,75.480295567
19,1014,Thursday,83.619647355
19,1014,Wednesday,82.482695811
19,1014,Tuesday,88.713207547
19,1014,Monday,75.629950495
19,1014,Sunday,204.433333333
19,1064,Saturday,156.949860724
19,1064,Friday,71.918854415
19,1064,Thursday,70.647058824
19,1064,Wednesday,75.576807229
19,1064,Tuesday,80.795789474
19,1064,Monday,79.795673077
19,1064,Sunday,176.815217391
19,1094,Saturday,156.852331606
19,1094,Friday,70.661733615
19,1094,Thursday,69.049281314
19,1094,Wednesday,79.411451398
19,1094,Tuesday,85.840277778
19,1094,Monday,78.197002141
19,1094,Sunday,172.035714286
19,1111,Saturday,147.713864307
19,1111,Friday,67.352534562
19,1111,Thursday,74.028571429
19,1111,Wednesday,75.176759411
19,1111,Tuesday,86.323149236
19,1111,Monday,77.688734030
19,1111,Sunday,177.113879004
19,1199,Saturday,184.810457516
19,1199,Friday,91.915690867
19,1199,Thursday,110.022332506
19,1199,Wednesday,102.218274112
19,1199,Tuesday,107.492102066
19,1199,Monday,91.665379665
19,1199,Sunday,190.395161290
19,1236,Saturday,184.795505618
19,1236,Friday,90.824324324
19,1236,Thursday,102.133079848
19,1236,Wednesday,98.709844560
19,1236,Tuesday,103.721206581
19,1236,Monday,91.792534722
19,1236,Sunday,201.133540373
19,1306,Saturday,155.763959391
19,1306,Friday,73.183585313
19,1306,Thursday,72.181632653
19,1306,Wednesday,72.368841545
19,1306,Tuesday,77.690346084
19,1306,Monday,72.373072970
19,1306,Sunday,166.5625
19,1307,Saturday,185.218461538
19,1307,Friday,71.233256351
19,1307,Thursday,77.456953642
19,1307,Wednesday,76.693396226
19,1307,Tuesday,83.939011567
19,1307,Monday,76.996420048
19,1307,Sunday,183.275985663
19,2636,Saturday,179.666030534
19,2636,Friday,54.278125
19,2636,Thursday,71.203799655
19,2636,Wednesday,75.545748116
19,2636,Tuesday,76.579586010
19,2636,Monday,64.399687744
19,2636,Sunday,220.215909091
19,2637,Saturday,185.125475285
19,2637,Friday,72.540268456
19,2637,Thursday,74.811320755
19,2637,Wednesday,75.431415929
19,2637,Tuesday,70.490825688
19,2637,Monday,75.023064250
19,2637,Sunday,207.608108108
19,2805,Saturday,171.788598575
19,2805,Friday,70.817447496
19,2805,Thursday,80.469273743
19,2805,Wednesday,81.121065375
19,2805,Tuesday,91.042031524
19,2805,Monday,75.865187713
19,2805,Sunday,213.285714286
19,2869,Saturday,176.5
19,2869,Friday,72.024509804
19,2869,Thursday,71.897610922
19,2869,Wednesday,69.923655914
19,2869,Tuesday,79.523320158
19,2869,Monday,89.898066784
19,2869,Sunday,192.86
19,4955,Saturday,195.985611511
19,4955,Friday,79.641566265
19,4955,Thursday,66.451219512
19,4955,Wednesday,80.723446894
19,4955,Tuesday,79.720567376
19,4955,Monday,76.473684211
19,4955,Sunday,216.587155963
19,4958,Saturday,163.350649351
19,4958,Friday,58.377440347
19,4958,Thursday,68.727477477
19,4958,Wednesday,72.034848485
19,4958,Tuesday,68.466450216
19,4958,Monday,59.402312139
19,4958,Sunday,215.521311475
19,5001,Saturday,211.582482993
19,5001,Friday,62.442376521
19,5001,Thursday,64.076115486
19,5001,Wednesday,72.189164087
19,5001,Tuesday,79.500892629
19,5001,Monday,76.252446184
19,5001,Sunday,215.373509102
19,5003,Saturday,181.732075472
19,5003,Friday,67.934782609
19,5003,Thursday,71.565217391
19,5003,Wednesday,69.984031936
19,5003,Tuesday,74.874277457
19,5003,Monday,67.978159126
19,5003,Sunday,196.081632653
19,5010,Saturday,174.431818182
19,5010,Friday,65.974137931
19,5010,Thursday,65.054862843
19,5010,Wednesday,68.6144
19,5010,Tuesday,75.291823899
19,5010,Monday,70.426450742
19,5010,Sunday,194.245901639
19,5081,Saturday,175.176646707
19,5081,Friday,56.010152284
19,5081,Thursday,69.111904762
19,5081,Wednesday,63.937608319
19,5081,Tuesday,74.534653465
19,5081,Monday,58.017150396
19,5081,Sunday,205.819819820
19,5082,Saturday,165.471938776
19,5082,Friday,55.979591837
19,5082,Thursday,63.851851852
19,5082,Wednesday,71.266666667
19,5082,Tuesday,71.528868360
19,5082,Monday,58.762650602
19,5082,Sunday,194.422924901
19,5086,Saturday,234.138888889
19,5086,Friday,62.671428571
19,5086,Thursday,70.633802817
19,5086,Wednesday,66.705882353
19,5086,Tuesday,58.233009709
19,5086,Monday,66.030612245
19,5086,Sunday,179.666666667
19,5102,Saturday,140.3
19,5102,Friday,72.753676471
19,5102,Thursday,69.559523810
19,5102,Wednesday,87.099322799
19,5102,Tuesday,86.594594595
19,5102,Monday,62.590405904
19,5102,Sunday,139.331288344
19,5103,Saturday,204.351880474
19,5103,Friday,86.198682766
19,5103,Thursday,92.824043716
19,5103,Wednesday,78.829941860
19,5103,Tuesday,101.025667004
19,5103,Monday,82.099228612
19,5103,Sunday,217.716997412
19,5105,Saturday,148.954198473
19,5105,Friday,69.862068966
19,5105,Thursday,80.735655738
19,5105,Wednesday,83.5952
19,5105,Tuesday,95.051310044
19,5105,Monday,69.591293833
19,5105,Sunday,186.939393939
19,5108,Saturday,162.445595855
19,5108,Friday,71.643892340
19,5108,Thursday,78.162271805
19,5108,Wednesday,74.439531860
19,5108,Tuesday,86.861328125
19,5108,Monday,78.397288843
19,5108,Sunday,180.803108808
19,5109,Saturday,146.522875817
19,5109,Friday,72.313356164
19,5109,Thursday,76.684418146
19,5109,Wednesday,82.082337317
19,5109,Tuesday,81.975
19,5109,Monday,76.018399264
19,5109,Sunday,185.395027624
19,5165,Saturday,181.401197605
19,5165,Friday,106.183462532
19,5165,Thursday,100.155405405
19,5165,Wednesday,103.266339869
19,5165,Tuesday,116.370813397
19,5165,Monday,98.140287770
19,5165,Sunday,211.348591549
19,5166,Saturday,181.495689655
19,5166,Friday,95.016544118
19,5166,Thursday,109.744840525
19,5166,Wednesday,104.039440204
19,5166,Tuesday,104.827586207
19,5166,Monday,89.623242737
19,5166,Sunday,198.865482234
19,5168,Saturday,175.358552632
19,5168,Friday,74.815028902
19,5168,Thursday,72.927374302
19,5168,Wednesday,78.7
19,5168,Tuesday,91.008620690
19,5168,Monday,76.888597641
19,5168,Sunday,175.401709402
19,5170,Saturday,173.186813187
19,5170,Friday,71.244094488
19,5170,Thursday,71.9625
19,5170,Wednesday,84.190789474
19,5170,Tuesday,83.774358974
19,5170,Monday,65.722772277
19,5170,Sunday,130.409836066
19,5172,Saturday,182.101796407
19,5172,Friday,94.905109489
19,5172,Thursday,107.146017699
19,5172,Wednesday,95.978915663
19,5172,Tuesday,107.74
19,5172,Monday,88.185890258
19,5172,Sunday,186.596153846
19,5174,Saturday,177.503816794
19,5174,Friday,72.776061776
19,5174,Thursday,74.893470790
19,5174,Wednesday,89.8515625
19,5174,Tuesday,90.339416058
19,5174,Monday,76.649825784
19,5174,Sunday,193.277173913
19,6800,Saturday,182.635746606
19,6800,Friday,91.335968379
19,6800,Thursday,83.324165029
19,6800,Wednesday,83.402130493
19,6800,Tuesday,91.096351731
19,6800,Monday,87.123062016
19,6800,Sunday,206.283076923
19,6803,Saturday,185.075067024
19,6803,Friday,91.576388889
19,6803,Thursday,85.025171625
19,6803,Wednesday,80.542397661
19,6803,Tuesday,86.024338624
19,6803,Monday,82.057303371
19,6803,Sunday,204.661016949
19,6804,Saturday,184.405594406
19,6804,Friday,82.480857580
19,6804,Thursday,87.608761329
19,6804,Wednesday,82.728797763
19,6804,Tuesday,88.498356345
19,6804,Monday,83.620545073
19,6804,Sunday,199
19,6805,Saturday,193.219780220
19,6805,Friday,74.651347068
19,6805,Thursday,84.196594427
19,6805,Wednesday,85.626218852
19,6805,Tuesday,89.760947595
19,6805,Monday,76.789860998
19,6805,Sunday,188.995
19,6864,Saturday,151.081168831
19,6864,Friday,72.807792208
19,6864,Thursday,73.565891473
19,6864,Wednesday,79.235401460
19,6864,Tuesday,91.030223390
19,6864,Monday,74.252427184
19,6864,Sunday,231.699551570
19,6865,Saturday,167.550847458
19,6865,Friday,71.653273810
19,6865,Thursday,76.410377358
19,6865,Wednesday,75.437037037
19,6865,Tuesday,87.011552347
19,6865,Monday,77.382845188
19,6865,Sunday,217.106976744
19,6866,Saturday,158.235457064
19,6866,Friday,71.860849057
19,6866,Thursday,77.453488372
19,6866,Wednesday,81.657807309
19,6866,Tuesday,95.643198091
19,6866,Monday,79.062953995
19,6866,Sunday,222.686274510
19,6867,Saturday,169.857471264
19,6867,Friday,70.013232514
19,6867,Thursday,73.062724014
19,6867,Wednesday,84.331065760
