Stop Name,Mode,Day Of Week,Line Id,Avg. Delay Seconds
KERK VILVOORDE,B,Saturday,47,155.370018975
KEYENBEMPT,T,Sunday,82,182.121405751
KEYENBEMPT,T,Monday,82,88.944913372
KEYENBEMPT,T,Tuesday,82,104.219277108
KEYENBEMPT,T,Wednesday,82,96.760399334
KEYENBEMPT,T,Thursday,82,93.699870634
KEYENBEMPT,T,Friday,82,82.880640466
KEYENBEMPT,T,Saturday,82,135.946450809
KEYM,B,Sunday,95,141.628172589
KEYM,B,Sunday,41,300.410852713
KEYM,B,Sunday,17,327.829850746
KEYM,B,Monday,95,85.694374475
KEYM,B,Monday,41,129.888613861
KEYM,B,Monday,17,138.720125786
KEYM,B,Tuesday,95,88.045659164
KEYM,B,Tuesday,41,144.625304136
KEYM,B,Tuesday,17,156.329400197
KEYM,B,Wednesday,95,83.030937216
KEYM,B,Wednesday,41,148.493577982
KEYM,B,Wednesday,17,133.111269615
KEYM,B,Thursday,95,84.628612717
KEYM,B,Thursday,41,128.163380282
KEYM,B,Thursday,17,141.957494407
KEYM,B,Friday,95,78.572755418
KEYM,B,Friday,41,131.875706215
KEYM,B,Friday,17,144.328859060
KEYM,B,Saturday,95,156.395862069
KEYM,B,Saturday,41,232.094292804
KEYM,B,Saturday,17,192.102
KONKEL,B,Sunday,36,111.276
KONKEL,B,Sunday,28,148.727272727
KONKEL,B,Monday,36,83.623602484
KONKEL,B,Monday,28,64.746285714
KONKEL,B,Tuesday,36,98.127831715
KONKEL,B,Tuesday,28,77.694285714
KONKEL,B,Wednesday,36,79.442764579
KONKEL,B,Wednesday,28,70.406401552
KONKEL,B,Thursday,36,95.968944099
KONKEL,B,Thursday,28,66.377733598
KONKEL,B,Friday,36,86.192090395
KONKEL,B,Friday,28,70.054331865
KONKEL,B,Saturday,36,102.473933649
KONKEL,B,Saturday,28,180.303703704
KRAAINEM,B,Sunday,79,161.848806366
KRAAINEM,B,Monday,79,100.571984436
KRAAINEM,B,Monday,77,197.560810811
KRAAINEM,B,Monday,76,98.436942675
KRAAINEM,B,Tuesday,79,105.374581940
KRAAINEM,B,Tuesday,77,165.301435407
KRAAINEM,B,Tuesday,76,109.147640791
KRAAINEM,B,Wednesday,79,80.203193033
KRAAINEM,B,Wednesday,77,177.737588652
KRAAINEM,B,Wednesday,76,87.434313725
KRAAINEM,B,Thursday,79,98.640625
KRAAINEM,B,Thursday,77,238.402173913
KRAAINEM,B,Thursday,76,102.974937343
KRAAINEM,B,Friday,79,81.764071856
KRAAINEM,B,Friday,77,282.476190476
KRAAINEM,B,Friday,76,83.628997868
KRAAINEM,B,Saturday,79,186.528243327
KRAAINEM,B,Saturday,76,193.122107969
KRAAINEM-SHOPPING,B,Monday,77,212.621761658
KRAAINEM-SHOPPING,B,Monday,76,175.746268657
KRAAINEM-SHOPPING,B,Tuesday,77,165.261744966
KRAAINEM-SHOPPING,B,Tuesday,76,177.332179931
KRAAINEM-SHOPPING,B,Wednesday,77,137.921348315
KRAAINEM-SHOPPING,B,Wednesday,76,179.106598985
KRAAINEM-SHOPPING,B,Thursday,77,198.218181818
KRAAINEM-SHOPPING,B,Thursday,76,153.3671875
KRAAINEM-SHOPPING,B,Friday,77,214.951807229
KRAAINEM-SHOPPING,B,Friday,76,166.4453125
KRAAINEM-SHOPPING,B,Saturday,76,266.051470588
KRUIPWEG,B,Sunday,53,196.305447471
KRUIPWEG,B,Monday,53,114.060197664
KRUIPWEG,B,Tuesday,53,114.102996255
KRUIPWEG,B,Wednesday,53,103.615869018
KRUIPWEG,B,Thursday,53,112.167557932
KRUIPWEG,B,Friday,53,105.449905482
KRUIPWEG,B,Saturday,53,185.004545455
KURTH,B,Sunday,66,189.769230769
KURTH,B,Monday,66,99.580052493
KURTH,B,Tuesday,66,109.075187970
KURTH,B,Wednesday,66,92.549382716
KURTH,B,Thursday,66,99.740484429
KURTH,B,Friday,66,92.740234375
KURTH,B,Saturday,66,193.531516184
LA CHASSE,B,Sunday,36,249.194323144
LA CHASSE,B,Sunday,34,226.649762282
LA CHASSE,B,Monday,36,136.083035714
LA CHASSE,B,Monday,34,85.751953125
LA CHASSE,B,Tuesday,36,134.487130601
LA CHASSE,B,Tuesday,34,98.753156291
LA CHASSE,B,Wednesday,36,129.311827957
LA CHASSE,B,Wednesday,34,88.612079701
LA CHASSE,B,Thursday,36,112.700787402
LA CHASSE,B,Thursday,34,86.111436950
LA CHASSE,B,Friday,36,127.627572016
LA CHASSE,B,Friday,34,82.711685824
LA CHASSE,B,Saturday,36,217.171122995
LA CHASSE,B,Saturday,34,213.274149034
LA CHASSE,T,Sunday,81,176.718631179
LA CHASSE,T,Monday,81,77.240802676
LA CHASSE,T,Tuesday,81,81.599697885
LA CHASSE,T,Wednesday,81,72.251072961
LA CHASSE,T,Thursday,81,83
LA CHASSE,T,Friday,81,78.51875
LA CHASSE,T,Saturday,81,131.079872204
LA ROUE,M,Sunday,5,152.519553073
LA ROUE,M,Monday,5,74.830455259
LA ROUE,M,Tuesday,5,85.830418251
LA ROUE,M,Wednesday,5,76.914728682
LA ROUE,M,Thursday,5,76.240853659
LA ROUE,M,Friday,5,73.620895522
LABEUR,B,Sunday,78,208.306451613
LABEUR,B,Monday,78,138.478005865
LABEUR,B,Tuesday,78,140.135802469
LABEUR,B,Wednesday,78,113.711382114
LABEUR,B,Thursday,78,120.892045455
LABEUR,B,Friday,78,130.117283951
LABEUR,B,Saturday,78,149.208588957
LAINE,B,Sunday,48,180.531620553
LAINE,B,Monday,48,99.241924399
LAINE,B,Tuesday,48,105.25
LAINE,B,Wednesday,48,98.157844081
LAINE,B,Thursday,48,77.891402715
LAINE,B,Friday,48,91.570522979
LAINE,B,Saturday,48,198.586924220
LANCASTER,T,Sunday,92,227.910941476
LANCASTER,T,Monday,92,98.033742331
LANCASTER,T,Tuesday,92,94.954207921
LANCASTER,T,Wednesday,92,78.982318271
LANCASTER,T,Thursday,92,69.357923497
LANCASTER,T,Friday,92,61.414168937
LANCASTER,T,Saturday,92,185.822722821
LANGEVELD,B,Sunday,60,235.144827586
LANGEVELD,B,Monday,60,136.310945274
LANGEVELD,B,Tuesday,60,138.906091371
LANGEVELD,B,Wednesday,60,134.75
LANGEVELD,B,Thursday,60,117.576842105
LANGEVELD,B,Friday,60,139.201474201
LANGEVELD,B,Saturday,60,240.140127389
LATINIS,B,Sunday,66,178.017751479
LATINIS,B,Monday,66,90.962040332
LATINIS,B,Tuesday,66,107.314252336
LATINIS,B,Wednesday,66,91.116776316
LATINIS,B,Thursday,66,95.422222222
LATINIS,B,Friday,66,90.664215686
LATINIS,B,Saturday,66,193.839328537
LE ROUX,B,Sunday,83,229.895674300
LE ROUX,B,Sunday,13,281.026315789
LE ROUX,B,Monday,83,127.001443001
LE ROUX,B,Monday,13,172.982758621
LE ROUX,B,Tuesday,83,129.571576763
LE ROUX,B,Tuesday,13,139.7734375
LE ROUX,B,Wednesday,83,135.401342282
LE ROUX,B,Wednesday,13,156.715686275
LE ROUX,B,Thursday,83,151.766381766
LE ROUX,B,Thursday,13,182.362068966
LE ROUX,B,Friday,83,140.267857143
LE ROUX,B,Friday,13,145.984126984
LE ROUX,B,Saturday,83,192.395793499
LE ROUX,B,Saturday,13,301.711111111
LEFRANCQ,T,Sunday,93,206.516883117
LEFRANCQ,T,Sunday,25,151.583333333
LEFRANCQ,T,Monday,93,86.586989410
LEFRANCQ,T,Monday,25,76.442211055
LEFRANCQ,T,Tuesday,93,74.109513274
LEFRANCQ,T,Tuesday,25,72.862849534
LEFRANCQ,T,Wednesday,93,64.592105263
LEFRANCQ,T,Wednesday,25,61.536912752
LEFRANCQ,T,Thursday,93,65.662870159
LEFRANCQ,T,Thursday,25,64.808022923
LEFRANCQ,T,Friday,93,60.471042471
LEFRANCQ,T,Friday,25,67.902702703
LEFRANCQ,T,Saturday,93,160.191268191
LEFRANCQ,T,Saturday,25,135.632947977
LEGRAND,T,Sunday,93,192.622018349
LEGRAND,T,Sunday,8,191.471673254
LEGRAND,T,Sunday,7,213.215753425
LEGRAND,T,Monday,93,92.991749175
LEGRAND,T,Monday,8,100.037383178
LEGRAND,T,Monday,7,81.124348958
LEGRAND,T,Tuesday,93,82.670490758
LEGRAND,T,Tuesday,8,108.234262126
LEGRAND,T,Tuesday,7,85.742281033
LEGRAND,T,Wednesday,93,73.377829820
LEGRAND,T,Wednesday,8,102.847409510
LEGRAND,T,Wednesday,7,64.631768953
LEGRAND,T,Thursday,93,57.576233184
LEGRAND,T,Thursday,8,96.620087336
LEGRAND,T,Thursday,7,69.907635468
LEGRAND,T,Friday,93,65.132669983
LEGRAND,T,Friday,8,108.511731844
LEGRAND,T,Friday,7,71.530612245
LEGRAND,T,Saturday,93,196.121703854
LEGRAND,T,Saturday,8,179.169029444
LEGRAND,T,Saturday,7,160.037383178
LEKAERTS,B,Sunday,65,203.351206434
LEKAERTS,B,Monday,65,97.027689031
LEKAERTS,B,Tuesday,65,99.830469645
LEKAERTS,B,Wednesday,65,99.046367852
LEKAERTS,B,Thursday,65,81.061601643
LEKAERTS,B,Friday,65,97.341801386
LEKAERTS,B,Saturday,65,191.083710407
LEKAERTS,T,Sunday,62,230.687782805
LEKAERTS,T,Monday,62,176.536402570
LEKAERTS,T,Tuesday,62,180.538071066
LEKAERTS,T,Wednesday,62,168.327020202
LEKAERTS,T,Thursday,62,168.418859649
LEKAERTS,T,Friday,62,181.423300971
LEKAERTS,T,Saturday,62,187.460342146
LEMAN,B,Sunday,80,197.371657754
LEMAN,B,Sunday,36,247.684873950
LEMAN,B,Monday,80,112.114869888
LEMAN,B,Monday,36,123.655844156
LEMAN,B,Tuesday,80,127.822466960
LEMAN,B,Tuesday,36,117.613970588
LEMAN,B,Wednesday,80,116.734010759
LEMAN,B,Wednesday,36,114.482758621
LEMAN,B,Thursday,80,113.926326130
LEMAN,B,Thursday,36,110.440476190
LEMAN,B,Friday,80,103.623294858
LEMAN,B,Friday,36,114.746527778
LEMAN,B,Saturday,80,212.374389052
LEMAN,B,Saturday,36,194.834951456
LEMONNIER,T,Sunday,82,191.468253968
LEMONNIER,T,Sunday,51,200.276703967
LEMONNIER,T,Sunday,4,154.378378378
LEMONNIER,T,Sunday,3,173.451652387
LEMONNIER,T,Monday,82,90.684084244
LEMONNIER,T,Monday,51,96.154560129
LEMONNIER,T,Monday,4,100.614424411
LEMONNIER,T,Monday,3,94.872204473
LEMONNIER,T,Tuesday,82,101.468054034
LEMONNIER,T,Tuesday,51,110.710059172
LEMONNIER,T,Tuesday,4,110.478545455
LEMONNIER,T,Tuesday,3,99.452932099
LEMONNIER,T,Wednesday,82,107.542089249
LEMONNIER,T,Wednesday,51,105.704767064
LEMONNIER,T,Wednesday,4,95.737385321
LEMONNIER,T,Wednesday,3,73.581325301
LEMONNIER,T,Thursday,82,106.077977721
LEMONNIER,T,Thursday,51,108.523642732
LEMONNIER,T,Thursday,4,82.719874804
LEMONNIER,T,Thursday,3,77.542443064
LEMONNIER,T,Friday,82,99.033450704
LEMONNIER,T,Friday,51,100.592482690
LEMONNIER,T,Friday,4,81.413445378
LEMONNIER,T,Friday,3,79.556768559
LEMONNIER,T,Saturday,82,171.425591099
LEMONNIER,T,Saturday,51,170.100349040
LEMONNIER,T,Saturday,4,140.639599555
LEMONNIER,T,Saturday,3,133.494300518
LENNEKE MARE,B,Sunday,42,143.118764846
LENNEKE MARE,B,Monday,42,134.804519774
LENNEKE MARE,B,Tuesday,42,135.111904762
LENNEKE MARE,B,Wednesday,42,123.226072607
LENNEKE MARE,B,Thursday,42,113.169811321
LENNEKE MARE,B,Friday,42,116.762886598
LENNEKE MARE,B,Saturday,42,100.634315425
LENOIR,T,Sunday,19,211.263823065
LENOIR,T,Monday,19,78.868908382
LENOIR,T,Tuesday,19,89.454126325
LENOIR,T,Wednesday,19,82.676245211
LENOIR,T,Thursday,19,78.316582915
LENOIR,T,Friday,19,79.706555671
LENOIR,T,Saturday,19,176.882425743
LEOPOLD I,B,Sunday,53,186.233082707
LEOPOLD I,B,Sunday,14,183.573770492
LEOPOLD I,B,Monday,53,110.497123130
LEOPOLD I,B,Monday,14,146.664479850
LEOPOLD I,B,Tuesday,53,112.599497803
LEOPOLD I,B,Tuesday,14,142.001879699
LEOPOLD I,B,Wednesday,53,109.174342105
LEOPOLD I,B,Wednesday,14,129.837181045
LEOPOLD I,B,Thursday,53,104.028050491
LEOPOLD I,B,Thursday,14,130.326254826
LEOPOLD I,B,Friday,53,96.569272977
LEOPOLD I,B,Friday,14,131.297188755
LEOPOLD I,B,Saturday,53,185.705501618
LEOPOLD I,B,Saturday,14,204.036544850
LEOPOLD II,T,Sunday,44,221.902953586
LEOPOLD II,T,Sunday,39,214.089686099
LEOPOLD II,T,Monday,44,107.118786314
LEOPOLD II,T,Monday,39,109.351973684
LEOPOLD II,T,Tuesday,44,122.024611399
LEOPOLD II,T,Tuesday,39,112.724310777
LEOPOLD II,T,Wednesday,44,111.267233239
LEOPOLD II,T,Wednesday,39,103.702898551
LEOPOLD II,T,Thursday,44,113.426760563
LEOPOLD II,T,Thursday,39,106.032531825
LEOPOLD II,T,Friday,44,109.582840237
LEOPOLD II,T,Friday,39,97.688981869
LEOPOLD II,T,Saturday,44,186.679549114
LEOPOLD II,T,Saturday,39,190.944937833
LEOPOLD III,B,Sunday,63,206.302197802
LEOPOLD III,B,Monday,63,115.905569007
LEOPOLD III,B,Tuesday,63,118.931239389
LEOPOLD III,B,Wednesday,63,107.114252061
LEOPOLD III,B,Thursday,63,110.900489396
LEOPOLD III,B,Friday,63,116.342391304
LEOPOLD III,B,Saturday,63,186.122112211
LEOPOLD III,T,Sunday,62,244.537190083
LEOPOLD III,T,Sunday,7,206.316176471
LEOPOLD III,T,Monday,62,176.190090090
LEOPOLD III,T,Monday,7,86.415469146
LEOPOLD III,T,Tuesday,62,181.816199377
LEOPOLD III,T,Tuesday,7,80.701510821
LEOPOLD III,T,Wednesday,62,166.321507761
LEOPOLD III,T,Wednesday,7,70.165608771
LEOPOLD III,T,Thursday,62,186.345656192
LEOPOLD III,T,Thursday,7,73.939047619
LEOPOLD III,T,Friday,62,174.737547893
LEOPOLD III,T,Friday,7,64.103296703
LEOPOLD III,T,Saturday,62,213.208020050
LEOPOLD III,T,Saturday,7,151.861663653
LEPOUTRE,B,Sunday,60,235.591682420
LEPOUTRE,B,Monday,60,135.034201954
LEPOUTRE,B,Tuesday,60,133.198996656
LEPOUTRE,B,Wednesday,60,129.736189402
LEPOUTRE,B,Thursday,60,130.680628272
LEPOUTRE,B,Friday,60,135.927911275
LEPOUTRE,B,Saturday,60,245.563897764
LEROY,B,Sunday,53,203.262686567
LEROY,B,Sunday,49,185.110810811
LEROY,B,Monday,53,111.185534591
LEROY,B,Monday,49,90.843071786
LEROY,B,Tuesday,53,109.896247241
LEROY,B,Tuesday,49,92.240756664
LEROY,B,Wednesday,53,109.945791726
LEROY,B,Wednesday,49,102.131050767
LEROY,B,Thursday,53,111.389690722
LEROY,B,Thursday,49,83.396072013
LEROY,B,Friday,53,94.970464135
LEROY,B,Friday,49,92.736568458
LEROY,B,Saturday,53,172.406072106
LEROY,B,Saturday,49,182.378731343
LES 3 TILLEULS,B,Sunday,95,147.831168831
LES 3 TILLEULS,B,Sunday,17,287.963470320
LES 3 TILLEULS,B,Monday,95,86.124358974
LES 3 TILLEULS,B,Monday,17,151.030685921
LES 3 TILLEULS,B,Tuesday,95,92.601391650
LES 3 TILLEULS,B,Tuesday,17,147.694915254
LES 3 TILLEULS,B,Wednesday,95,86.153526971
LES 3 TILLEULS,B,Wednesday,17,128.029629630
LES 3 TILLEULS,B,Thursday,95,83.340122200
LES 3 TILLEULS,B,Thursday,17,133.680645161
LES 3 TILLEULS,B,Friday,95,75.859688196
LES 3 TILLEULS,B,Friday,17,139.308510638
LES 3 TILLEULS,B,Saturday,95,149.479302832
LES 3 TILLEULS,B,Saturday,17,193.415094340
LEVIE,B,Sunday,29,209.057471264
LEVIE,B,Monday,29,107.14
LEVIE,B,Tuesday,29,114.221052632
LEVIE,B,Wednesday,29,109.743833017
LEVIE,B,Thursday,29,96.352353780
LEVIE,B,Friday,29,104.185878963
LEVIE,B,Saturday,29,204.970319635
LEVURE,B,Sunday,59,306.209039548
LEVURE,B,Monday,59,119.455913978
LEVURE,B,Tuesday,59,126.562248996
LEVURE,B,Wednesday,59,124.008547009
LEVURE,B,Thursday,59,126.830769231
LEVURE,B,Friday,59,136.017094017
LEVURE,B,Saturday,59,247.651982379
LEVURE,T,Sunday,81,175.539408867
LEVURE,T,Monday,81,69.627887083
LEVURE,T,Tuesday,81,86.941684665
LEVURE,T,Wednesday,81,69.503174603
LEVURE,T,Thursday,81,65.775510204
LEVURE,T,Friday,81,66.131221719
LEVURE,T,Saturday,81,138.442982456
LIBERTE,B,Sunday,49,170.098901099
LIBERTE,B,Monday,49,80.267159451
LIBERTE,B,Tuesday,49,95.164772727
LIBERTE,B,Wednesday,49,89.530959752
LIBERTE,B,Thursday,49,85.436873747
LIBERTE,B,Friday,49,80.498993964
LIBERTE,B,Saturday,49,188.834080717
LIEDTS,T,Sunday,93,187.844594595
LIEDTS,T,Sunday,55,208.380952381
LIEDTS,T,Sunday,25,150.489285714
LIEDTS,T,Monday,93,113.305110603
LIEDTS,T,Monday,55,98.705882353
LIEDTS,T,Monday,25,119.200212993
LIEDTS,T,Tuesday,93,116.289798206
LIEDTS,T,Tuesday,55,99.210526316
LIEDTS,T,Tuesday,25,134.131455399
LIEDTS,T,Wednesday,93,108.361641897
LIEDTS,T,Wednesday,55,101.416666667
LIEDTS,T,Wednesday,25,127.141903172
LIEDTS,T,Thursday,93,104.355300860
LIEDTS,T,Thursday,55,172.444444444
LIEDTS,T,Thursday,25,120.538271605
LIEDTS,T,Friday,93,105.090314136
LIEDTS,T,Friday,55,85.117647059
LIEDTS,T,Friday,25,120.527322404
LIEDTS,T,Saturday,93,176.577694236
LIEDTS,T,Saturday,55,141.285714286
LIEDTS,T,Saturday,25,133.211538462
LIVERPOOL,B,Sunday,46,164.442553191
LIVERPOOL,B,Monday,46,66.278877888
LIVERPOOL,B,Tuesday,46,75.872972973
LIVERPOOL,B,Wednesday,46,70.893081761
LIVERPOOL,B,Thursday,46,78.526578073
LIVERPOOL,B,Friday,46,60.637795276
LIVERPOOL,B,Saturday,46,144.561465721
LIVINGSTONE,B,Sunday,64,222.175257732
LIVINGSTONE,B,Sunday,59,294.966887417
LIVINGSTONE,B,Monday,64,117.833333333
LIVINGSTONE,B,Monday,59,117.942446043
LIVINGSTONE,B,Tuesday,64,123.116438356
LIVINGSTONE,B,Tuesday,59,130.230031949
LIVINGSTONE,B,Wednesday,64,102.675925926
LIVINGSTONE,B,Wednesday,59,126.747619048
LIVINGSTONE,B,Thursday,64,107.053921569
LIVINGSTONE,B,Thursday,59,103.880681818
LIVINGSTONE,B,Friday,64,98.068571429
LIVINGSTONE,B,Friday,59,126.6
LIVINGSTONE,B,Saturday,64,255.124137931
LIVINGSTONE,B,Saturday,59,218.053691275
LOISIRS,B,Sunday,45,219.369150780
LOISIRS,B,Sunday,21,223.732203390
LOISIRS,B,Monday,45,101.025787966
LOISIRS,B,Monday,21,144.086436170
LOISIRS,B,Tuesday,45,105.350303951
LOISIRS,B,Tuesday,21,139.825899281
LOISIRS,B,Wednesday,45,102.428267800
LOISIRS,B,Wednesday,21,138.552584670
LOISIRS,B,Thursday,45,107.688405797
LOISIRS,B,Thursday,21,146.305851064
LOISIRS,B,Friday,45,101.831269350
LOISIRS,B,Friday,21,124.922222222
LOISIRS,B,Saturday,45,181.985245902
LOISIRS,B,Saturday,21,163.760775862
LOMBARDIE,T,Sunday,97,230.686440678
LOMBARDIE,T,Sunday,81,170.310447761
LOMBARDIE,T,Monday,97,111.6875
LOMBARDIE,T,Monday,81,70.164335664
LOMBARDIE,T,Tuesday,97,106.422099448
LOMBARDIE,T,Tuesday,81,83.063778580
LOMBARDIE,T,Wednesday,97,90.589970501
LOMBARDIE,T,Wednesday,81,72.398230088
LOMBARDIE,T,Thursday,97,93.270916335
LOMBARDIE,T,Thursday,81,71.750996016
LOMBARDIE,T,Friday,97,102.245454545
LOMBARDIE,T,Friday,81,68.072261072
LOMBARDIE,T,Saturday,97,202.942622951
LOMBARDIE,T,Saturday,81,130.917808219
LONG BONNIER,B,Sunday,83,244.776572668
LONG BONNIER,B,Sunday,53,188.531353135
LONG BONNIER,B,Monday,83,152.207423581
LONG BONNIER,B,Monday,53,106.901676829
LONG BONNIER,B,Tuesday,83,169.308076603
LONG BONNIER,B,Tuesday,53,110.100229533
LONG BONNIER,B,Wednesday,83,164.040391677
LONG BONNIER,B,Wednesday,53,108.391919192
LONG BONNIER,B,Thursday,83,178.731843575
LONG BONNIER,B,Thursday,53,107.755932203
LONG BONNIER,B,Friday,83,172.368627451
LONG BONNIER,B,Friday,53,97.383973289
LONG BONNIER,B,Saturday,83,205.628318584
LONG BONNIER,B,Saturday,53,181.226703755
LONG-CHENE,B,Monday,77,220.472972973
LONG-CHENE,B,Tuesday,77,198.222222222
LONG-CHENE,B,Wednesday,77,153.461538462
LONG-CHENE,B,Thursday,77,271.304347826
LONG-CHENE,B,Friday,77,235.8
LONGCHAMP,B,Sunday,38,210.226984127
LONGCHAMP,B,Monday,38,94.907718121
LONGCHAMP,B,Tuesday,38,107.733373277
LONGCHAMP,B,Wednesday,38,98.558272209
LONGCHAMP,B,Thursday,38,98.472392638
LONGCHAMP,B,Friday,38,94.728915663
LONGCHAMP,B,Saturday,38,203.568742656
LONGCHAMP,T,Sunday,7,211.145616642
LONGCHAMP,T,Monday,7,83.899733333
LONGCHAMP,T,Tuesday,7,88.695300657
LONGCHAMP,T,Wednesday,7,70.573411249
LONGCHAMP,T,Thursday,7,71.359393232
LONGCHAMP,T,Friday,7,70.152811736
LONGCHAMP,T,Saturday,7,161.381171068
LORGE,B,Sunday,88,228.063063063
LORGE,B,Sunday,14,194.937956204
LORGE,B,Monday,88,153.952224053
LORGE,B,Monday,14,169.050991501
LORGE,B,Tuesday,88,140.872189349
LORGE,B,Tuesday,14,150.661466459
LORGE,B,Wednesday,88,127.832236842
LORGE,B,Wednesday,14,145.646694215
LORGE,B,Thursday,88,128.525821596
LORGE,B,Thursday,14,133.971751412
LORGE,B,Friday,88,138.236111111
LORGE,B,Friday,14,145.076687117
LORGE,B,Saturday,88,179.969767442
LORGE,B,Saturday,14,240.560906516
LOT STATION,B,Sunday,50,161.109154930
LOT STATION,B,Monday,50,98.303002730
LOT STATION,B,Tuesday,50,91.025922233
LOT STATION,B,Wednesday,50,98.842729970
LOT STATION,B,Thursday,50,85.337386018
LOT STATION,B,Friday,50,83.883720930
LOT STATION,B,Saturday,50,167.084158416
LOUIS BERTRAND,B,Sunday,66,191.736401674
LOUIS BERTRAND,B,Monday,66,92.320788530
LOUIS BERTRAND,B,Tuesday,66,108.691901408
LOUIS BERTRAND,B,Wednesday,66,90.867741935
LOUIS BERTRAND,B,Thursday,66,102.566801619
LOUIS BERTRAND,B,Friday,66,93.140997831
LOUIS BERTRAND,B,Saturday,66,205.326923077
LOUIS BERTRAND,T,Sunday,7,188.849056604
LOUIS BERTRAND,T,Monday,7,80.155435759
LOUIS BERTRAND,T,Tuesday,7,76.114932127
LOUIS BERTRAND,T,Wednesday,7,67.761783439
LOUIS BERTRAND,T,Thursday,7,72.543859649
LOUIS BERTRAND,T,Friday,7,68.430335097
LOUIS BERTRAND,T,Saturday,7,156.612431444
LOUIS HAP,B,Sunday,36,249.376190476
LOUIS HAP,B,Monday,36,125.682947729
LOUIS HAP,B,Tuesday,36,125.776243094
LOUIS HAP,B,Wednesday,36,120.150943396
LOUIS HAP,B,Thursday,36,113.982692308
LOUIS HAP,B,Friday,36,120.204280156
LOUIS HAP,B,Saturday,36,201.399650960
LOUIS MARCELIS,B,Monday,76,160.438596491
LOUIS MARCELIS,B,Tuesday,76,166.921568627
LOUIS MARCELIS,B,Wednesday,76,181.060606061
LOUIS MARCELIS,B,Thursday,76,164.555555556
LOUIS MARCELIS,B,Friday,76,230.392857143
LOUIS MARCELIS,B,Saturday,76,307.214285714
LOUIS MARCELIS,T,Sunday,39,234.777777778
LOUIS MARCELIS,T,Monday,39,101.407355021
LOUIS MARCELIS,T,Tuesday,39,105.222666667
LOUIS MARCELIS,T,Wednesday,39,105.905821918
LOUIS MARCELIS,T,Thursday,39,103.576271186
LOUIS MARCELIS,T,Friday,39,103.991130820
LOUIS MARCELIS,T,Saturday,39,177.817109145
LOUISE,B,Sunday,33,225.791625125
LOUISE,B,Monday,33,225.029306648
LOUISE,B,Tuesday,33,225.920418006
LOUISE,B,Wednesday,33,207.842219804
LOUISE,B,Thursday,33,210.590476190
LOUISE,B,Friday,33,185.413698630
LOUISE,B,Saturday,33,192.500505561
LOUISE,M,Sunday,6,189.951666667
LOUISE,M,Sunday,2,142.004184100
LOUISE,M,Monday,6,167.745791246
LOUISE,M,Monday,2,116.017438364
LOUISE,M,Tuesday,6,164.578087167
LOUISE,M,Tuesday,2,120.270068451
LOUISE,M,Wednesday,6,104.531045752
LOUISE,M,Wednesday,2,105.131063830
LOUISE,M,Thursday,6,103.511709602
LOUISE,M,Thursday,2,107.157552083
LOUISE,M,Friday,6,91.190092166
LOUISE,M,Friday,2,92.280958722
LOUISE,T,Sunday,97,199.622047244
LOUISE,T,Sunday,93,189.352713178
LOUISE,T,Sunday,92,190.992766727
LOUISE,T,Sunday,8,178.338541667
LOUISE,T,Monday,97,105.088383838
LOUISE,T,Monday,93,81.941176471
LOUISE,T,Monday,92,106.265541059
LOUISE,T,Monday,8,92.387622150
LOUISE,T,Tuesday,97,113.489278752
LOUISE,T,Tuesday,93,79.862903226
LOUISE,T,Tuesday,92,96.133369923
LOUISE,T,Tuesday,8,117.726795096
LOUISE,T,Wednesday,97,105.036516854
LOUISE,T,Wednesday,93,65.039755352
LOUISE,T,Wednesday,92,79.252853380
LOUISE,T,Wednesday,8,100.359628770
LOUISE,T,Thursday,97,126.087786260
LOUISE,T,Thursday,93,70.549878345
LOUISE,T,Thursday,92,71.511685117
LOUISE,T,Thursday,8,110.876288660
LOUISE,T,Friday,97,144.486772487
LOUISE,T,Friday,93,53.232718894
LOUISE,T,Friday,92,77.196700508
LOUISE,T,Friday,8,103.020080321
LOUISE,T,Saturday,97,210.463157895
LOUISE,T,Saturday,93,130.724747475
LOUISE,T,Saturday,92,187.151629073
LOUISE,T,Saturday,8,191.941747573
LOUTRIER,B,Sunday,41,291.948275862
LOUTRIER,B,Monday,41,123.837837838
LOUTRIER,B,Tuesday,41,139.506906077
LOUTRIER,B,Wednesday,41,147.262729124
LOUTRIER,B,Thursday,41,126.375415282
LOUTRIER,B,Friday,41,126.163009404
LOUTRIER,B,Saturday,41,233.719033233
LOWET,B,Sunday,87,199.297687861
LOWET,B,Sunday,13,223.562770563
LOWET,B,Monday,87,96.842563291
LOWET,B,Monday,13,143.026119403
LOWET,B,Tuesday,87,113.974752029
LOWET,B,Tuesday,13,144.183453237
LOWET,B,Wednesday,87,99.674388674
LOWET,B,Wednesday,13,130.525210084
LOWET,B,Thursday,87,106.103852596
LOWET,B,Thursday,13,128.318681319
LOWET,B,Friday,87,96.654781199
LOWET,B,Friday,13,145.021604938
LOWET,B,Saturday,87,228.751184834
LOWET,B,Saturday,13,202.588888889
LOYAUTE,B,Sunday,53,201.522471910
LOYAUTE,B,Monday,53,113.041830065
LOYAUTE,B,Tuesday,53,117.279863481
LOYAUTE,B,Wednesday,53,112.758715596
LOYAUTE,B,Thursday,53,112.964338782
LOYAUTE,B,Friday,53,98.700149925
LOYAUTE,B,Saturday,53,194.880835381
LUTHER,B,Sunday,56,212.055555556
