Stop Name,Mode,Day Of Week,Line Id,Avg. Delay Seconds
COLLEGE ST-PIERRE,B,Tuesday,70,212.080717489
COLLEGE ST-PIERRE,B,Tuesday,37,183.283529412
COLLEGE ST-PIERRE,B,Wednesday,70,168.894927536
COLLEGE ST-PIERRE,B,Wednesday,37,155.468483816
COLLEGE ST-PIERRE,B,Thursday,70,172.035971223
COLLEGE ST-PIERRE,B,Thursday,37,152.810218978
COLLEGE ST-PIERRE,B,Friday,70,168.434482759
COLLEGE ST-PIERRE,B,Friday,37,157.551282051
COLLEGE ST-PIERRE,B,Saturday,37,244.963470320
COLOMBOPHILES,B,Sunday,75,228.776119403
COLOMBOPHILES,B,Monday,75,131.991769547
COLOMBOPHILES,B,Tuesday,75,170.392694064
COLOMBOPHILES,B,Wednesday,75,130.7625
COLOMBOPHILES,B,Thursday,75,145.395522388
COLOMBOPHILES,B,Friday,75,154.4375
COLOMBOPHILES,B,Saturday,75,218.440298507
COLONEL BOURG,B,Sunday,80,259.422924901
COLONEL BOURG,B,Sunday,79,254.478371501
COLONEL BOURG,B,Sunday,21,206.3075
COLONEL BOURG,B,Monday,80,99.651762683
COLONEL BOURG,B,Monday,79,136.546171171
COLONEL BOURG,B,Monday,21,158.070469799
COLONEL BOURG,B,Tuesday,80,112.068385650
COLONEL BOURG,B,Tuesday,79,137.864285714
COLONEL BOURG,B,Tuesday,21,156.255079007
COLONEL BOURG,B,Wednesday,80,115.806666667
COLONEL BOURG,B,Wednesday,79,118.065371025
COLONEL BOURG,B,Wednesday,21,157.870192308
COLONEL BOURG,B,Thursday,80,113.179361179
COLONEL BOURG,B,Thursday,79,123.417283951
COLONEL BOURG,B,Thursday,21,148.337868481
COLONEL BOURG,B,Friday,80,104.506329114
COLONEL BOURG,B,Friday,79,120.882205514
COLONEL BOURG,B,Friday,21,142.585480094
COLONEL BOURG,B,Saturday,80,221.437352246
COLONEL BOURG,B,Saturday,79,216.957089552
COLONEL BOURG,B,Saturday,21,181.899606299
COMBAZ,T,Sunday,97,234.976580796
COMBAZ,T,Monday,97,105.889094270
COMBAZ,T,Tuesday,97,100.997308210
COMBAZ,T,Wednesday,97,89.523722628
COMBAZ,T,Thursday,97,90.546987952
COMBAZ,T,Friday,97,98.057471264
COMBAZ,T,Saturday,97,200.251028807
COMHAIRE,B,Tuesday,20,89
COMHAIRE,B,Wednesday,20,119
COMTE DE FLANDRE,B,Sunday,86,186.559714795
COMTE DE FLANDRE,B,Monday,86,147.768099548
COMTE DE FLANDRE,B,Tuesday,86,171.796568627
COMTE DE FLANDRE,B,Wednesday,86,183.078994614
COMTE DE FLANDRE,B,Thursday,86,162.661538462
COMTE DE FLANDRE,B,Friday,86,173.287262873
COMTE DE FLANDRE,B,Saturday,86,199.468842730
COMTE DE FLANDRE,M,Sunday,5,160.342535787
COMTE DE FLANDRE,M,Sunday,1,144.013104839
COMTE DE FLANDRE,M,Monday,5,82.867768595
COMTE DE FLANDRE,M,Monday,1,74.347305389
COMTE DE FLANDRE,M,Tuesday,5,82.806301050
COMTE DE FLANDRE,M,Tuesday,1,83.448777264
COMTE DE FLANDRE,M,Wednesday,5,84.632818846
COMTE DE FLANDRE,M,Wednesday,1,74.310043668
COMTE DE FLANDRE,M,Thursday,5,82.862745098
COMTE DE FLANDRE,M,Thursday,1,71.913888889
COMTE DE FLANDRE,M,Friday,5,77.448275862
COMTE DE FLANDRE,M,Friday,1,77.068601583
CONDOR,B,Sunday,87,237.804780876
CONDOR,B,Sunday,86,155.08
CONDOR,B,Monday,87,104.437393768
CONDOR,B,Monday,86,119.214953271
CONDOR,B,Tuesday,87,111.357012750
CONDOR,B,Tuesday,86,138.503968254
CONDOR,B,Wednesday,87,99.899726527
CONDOR,B,Wednesday,86,116.248554913
CONDOR,B,Thursday,87,97.581208054
CONDOR,B,Thursday,86,123.099236641
CONDOR,B,Friday,87,100.630193906
CONDOR,B,Friday,86,120.015267176
CONDOR,B,Saturday,87,228.669477234
CONDOR,B,Saturday,86,129.496969697
CONGRES,T,Sunday,93,185.648293963
CONGRES,T,Sunday,92,184.685053381
CONGRES,T,Monday,93,97.164041995
CONGRES,T,Monday,92,99.837662338
CONGRES,T,Tuesday,93,83.754578755
CONGRES,T,Tuesday,92,90.119370591
CONGRES,T,Wednesday,93,71.389558233
CONGRES,T,Wednesday,92,76.943661972
CONGRES,T,Thursday,93,75.298210736
CONGRES,T,Thursday,92,81.276200873
CONGRES,T,Friday,93,61.149819495
CONGRES,T,Friday,92,73.494047619
CONGRES,T,Saturday,93,146.614525140
CONGRES,T,Saturday,92,183.597491448
CONSCIENCE,B,Sunday,66,192.426315789
CONSCIENCE,B,Sunday,65,205.550993377
CONSCIENCE,B,Sunday,64,201.328828829
CONSCIENCE,B,Monday,66,91.806110458
CONSCIENCE,B,Monday,65,95.875706215
CONSCIENCE,B,Monday,64,109.908490566
CONSCIENCE,B,Tuesday,66,104.224917310
CONSCIENCE,B,Tuesday,65,103.467069155
CONSCIENCE,B,Tuesday,64,122.571818182
CONSCIENCE,B,Wednesday,66,85.707782673
CONSCIENCE,B,Wednesday,65,89.648065476
CONSCIENCE,B,Wednesday,64,111.952564103
CONSCIENCE,B,Thursday,66,94.380038388
CONSCIENCE,B,Thursday,65,86.717183771
CONSCIENCE,B,Thursday,64,100.512658228
CONSCIENCE,B,Friday,66,89.327935223
CONSCIENCE,B,Friday,65,92.734449761
CONSCIENCE,B,Friday,64,98.589322382
CONSCIENCE,B,Saturday,66,204.263274336
CONSCIENCE,B,Saturday,65,189.212539851
CONSCIENCE,B,Saturday,64,212.1625
CONSEIL,T,Sunday,81,165.586842105
CONSEIL,T,Monday,81,80.797636632
CONSEIL,T,Tuesday,81,79.953514739
CONSEIL,T,Wednesday,81,70.312302839
CONSEIL,T,Thursday,81,65.785953177
CONSEIL,T,Friday,81,66.015659955
CONSEIL,T,Saturday,81,148.092274678
CORTENBACH,B,Sunday,80,275.220902613
CORTENBACH,B,Sunday,65,192.9
CORTENBACH,B,Monday,80,99.401862464
CORTENBACH,B,Monday,65,88.922371207
CORTENBACH,B,Tuesday,80,112.885934820
CORTENBACH,B,Tuesday,65,87.045816733
CORTENBACH,B,Wednesday,80,109.159259259
CORTENBACH,B,Wednesday,65,88.317096466
CORTENBACH,B,Thursday,80,104.430292599
CORTENBACH,B,Thursday,65,79.309677419
CORTENBACH,B,Friday,80,99.271626298
CORTENBACH,B,Friday,65,73.950248756
CORTENBACH,B,Saturday,80,219.035
CORTENBACH,B,Saturday,65,182.218666667
COTEAUX,B,Sunday,59,303.695238095
COTEAUX,B,Sunday,56,229.715986395
COTEAUX,B,Monday,56,163.901932713
COTEAUX,B,Tuesday,56,160.708275862
COTEAUX,B,Wednesday,56,152.777653631
COTEAUX,B,Thursday,59,95.3
COTEAUX,B,Thursday,56,155.535657686
COTEAUX,B,Friday,59,132.953846154
COTEAUX,B,Friday,56,160.325704225
COTEAUX,B,Saturday,59,185.089743590
COTEAUX,B,Saturday,56,265.965517241
CPAS GANSHOREN,B,Sunday,13,208.899641577
CPAS GANSHOREN,B,Monday,13,152.755474453
CPAS GANSHOREN,B,Tuesday,13,149.773447016
CPAS GANSHOREN,B,Wednesday,13,133.182108626
CPAS GANSHOREN,B,Thursday,13,129.117913832
CPAS GANSHOREN,B,Friday,13,134.020408163
CPAS GANSHOREN,B,Saturday,13,232.561507937
CRAETBOS,B,Sunday,83,250.400568182
CRAETBOS,B,Monday,83,153.432801822
CRAETBOS,B,Tuesday,83,178.921652422
CRAETBOS,B,Wednesday,83,167.1953125
CRAETBOS,B,Thursday,83,178.498607242
CRAETBOS,B,Friday,83,178.577777778
CRAETBOS,B,Saturday,83,204.984084881
CRAINHEM,M,Sunday,1,161.205278592
CRAINHEM,M,Monday,1,76.637774903
CRAINHEM,M,Tuesday,1,84.274497487
CRAINHEM,M,Wednesday,1,77.214344600
CRAINHEM,M,Thursday,1,76.336747759
CRAINHEM,M,Friday,1,82.309963100
CREMATORIUM,T,Sunday,51,179.507425743
CREMATORIUM,T,Monday,51,101.209302326
CREMATORIUM,T,Tuesday,51,113.774028630
CREMATORIUM,T,Wednesday,51,109.090909091
CREMATORIUM,T,Thursday,51,106.811287478
CREMATORIUM,T,Friday,51,101.554216867
CREMATORIUM,T,Saturday,51,168.206122449
CROCQ,B,Sunday,88,227.083067093
CROCQ,B,Sunday,83,260.722222222
CROCQ,B,Sunday,14,192.613718412
CROCQ,B,Monday,88,168.280130293
CROCQ,B,Monday,83,127.041025641
CROCQ,B,Monday,14,162.640211640
CROCQ,B,Tuesday,88,150.844519016
CROCQ,B,Tuesday,83,141.093617021
CROCQ,B,Tuesday,14,142.171270718
CROCQ,B,Wednesday,88,125.498251748
CROCQ,B,Wednesday,83,137.636645963
CROCQ,B,Wednesday,14,151.254335260
CROCQ,B,Thursday,88,132.850678733
CROCQ,B,Thursday,83,133.340080972
CROCQ,B,Thursday,14,131.456140351
CROCQ,B,Friday,88,139.536407767
CROCQ,B,Friday,83,119.157635468
CROCQ,B,Friday,14,138.459546926
CROCQ,B,Saturday,88,191.384039900
CROCQ,B,Saturday,83,211.417004049
CROCQ,B,Saturday,14,194.861111111
CROIX DE GUERRE,B,Sunday,56,222.317738791
CROIX DE GUERRE,B,Monday,56,151.167736022
CROIX DE GUERRE,B,Tuesday,56,148.612556054
CROIX DE GUERRE,B,Wednesday,56,130.564356436
CROIX DE GUERRE,B,Thursday,56,127.133462282
CROIX DE GUERRE,B,Friday,56,149.357285429
CROIX DE GUERRE,B,Saturday,56,205.258373206
CROSSING,B,Sunday,66,205.129629630
CROSSING,B,Sunday,56,224.827242525
CROSSING,B,Monday,66,99.073770492
CROSSING,B,Monday,56,162.443917852
CROSSING,B,Tuesday,66,112.244230769
CROSSING,B,Tuesday,56,165.930199430
CROSSING,B,Wednesday,66,94.012121212
CROSSING,B,Wednesday,56,145.155405405
CROSSING,B,Thursday,66,107.913669065
CROSSING,B,Thursday,56,151.847058824
CROSSING,B,Friday,66,96.596638655
CROSSING,B,Friday,56,148.567484663
CROSSING,B,Saturday,66,186.478260870
CROSSING,B,Saturday,56,249.540166205
CUREGHEM,B,Sunday,46,185.604918033
CUREGHEM,B,Monday,46,53.720815752
CUREGHEM,B,Tuesday,46,66.004566210
CUREGHEM,B,Wednesday,46,62.620792079
CUREGHEM,B,Thursday,46,61.066765579
CUREGHEM,B,Friday,46,59.110225764
CUREGHEM,B,Saturday,46,142.550624133
CUREGHEM,T,Sunday,81,184.232432432
CUREGHEM,T,Monday,81,90.789032749
CUREGHEM,T,Tuesday,81,95.585964912
CUREGHEM,T,Wednesday,81,88.234939759
CUREGHEM,T,Thursday,81,85.141876430
CUREGHEM,T,Friday,81,83.580375783
CUREGHEM,T,Saturday,81,152.471861472
DA VINCI,B,Sunday,80,273.191071429
DA VINCI,B,Sunday,65,187.136363636
DA VINCI,B,Sunday,12,191.888575458
DA VINCI,B,Monday,80,106.128488932
DA VINCI,B,Monday,69,218.969072165
DA VINCI,B,Monday,65,89.919799499
DA VINCI,B,Monday,12,147.987699877
DA VINCI,B,Tuesday,80,120.150881057
DA VINCI,B,Tuesday,69,260.823529412
DA VINCI,B,Tuesday,65,113.227920228
DA VINCI,B,Tuesday,12,157.074074074
DA VINCI,B,Wednesday,80,116.891146589
DA VINCI,B,Wednesday,69,236.663551402
DA VINCI,B,Wednesday,65,99.052208835
DA VINCI,B,Wednesday,12,129.286579213
DA VINCI,B,Thursday,80,119.551094891
DA VINCI,B,Thursday,69,206.576923077
DA VINCI,B,Thursday,65,85.830188679
DA VINCI,B,Thursday,12,140.384476534
DA VINCI,B,Friday,80,112.899026764
DA VINCI,B,Friday,69,214.114583333
DA VINCI,B,Friday,65,90.505
DA VINCI,B,Friday,12,133.328097731
DA VINCI,B,Saturday,80,229.188487585
DA VINCI,B,Saturday,65,201.951612903
DA VINCI,B,Saturday,12,237.079941860
DA VINCI,T,Sunday,62,229.115281501
DA VINCI,T,Sunday,55,114.719298246
DA VINCI,T,Monday,62,165.807285546
DA VINCI,T,Monday,55,64.590257880
DA VINCI,T,Tuesday,62,183.637583893
DA VINCI,T,Tuesday,55,89.340380550
DA VINCI,T,Wednesday,62,178.134087237
DA VINCI,T,Wednesday,55,69.578005115
DA VINCI,T,Thursday,62,173.097256858
DA VINCI,T,Thursday,55,65.772020725
DA VINCI,T,Friday,62,166.7275
DA VINCI,T,Friday,55,63.287735849
DA VINCI,T,Saturday,62,199.257299270
DA VINCI,T,Saturday,55,145.149425287
DAILLY,B,Sunday,64,293.103448276
DAILLY,B,Sunday,61,252.143426295
DAILLY,B,Sunday,56,229.291793313
DAILLY,B,Sunday,29,198.940455342
DAILLY,B,Monday,64,99.818565401
DAILLY,B,Monday,61,127.624223602
DAILLY,B,Monday,56,160.223203026
DAILLY,B,Monday,29,102.843181818
DAILLY,B,Tuesday,64,133.712025316
DAILLY,B,Tuesday,61,146.975193798
DAILLY,B,Tuesday,56,166.072139303
DAILLY,B,Tuesday,29,117.198359433
DAILLY,B,Wednesday,64,131.461818182
DAILLY,B,Wednesday,61,126.295612009
DAILLY,B,Wednesday,56,140.672945205
DAILLY,B,Wednesday,29,110.792631579
DAILLY,B,Thursday,64,109.273809524
DAILLY,B,Thursday,61,125.080924855
DAILLY,B,Thursday,56,141.935406699
DAILLY,B,Thursday,29,101.064846416
DAILLY,B,Friday,64,102.176724138
DAILLY,B,Friday,61,119.436426117
DAILLY,B,Friday,56,144.050264550
DAILLY,B,Friday,29,95.893653516
DAILLY,B,Saturday,64,251
DAILLY,B,Saturday,61,206.126760563
DAILLY,B,Saturday,56,243.223039216
DAILLY,B,Saturday,29,196.633744856
DANSAERT,B,Sunday,89,196.099855282
DANSAERT,B,Sunday,33,220.247496423
DANSAERT,B,Monday,89,179.150706436
DANSAERT,B,Monday,33,214.809424084
DANSAERT,B,Tuesday,89,172.015479876
DANSAERT,B,Tuesday,33,198.834881321
DANSAERT,B,Wednesday,89,183.029776675
DANSAERT,B,Wednesday,33,191.592767296
DANSAERT,B,Thursday,89,169.203296703
DANSAERT,B,Thursday,33,197.813043478
DANSAERT,B,Friday,89,174.059405941
DANSAERT,B,Friday,33,159.341726619
DANSAERT,B,Saturday,89,190.935779817
DANSAERT,B,Saturday,33,195.612637363
DARWIN,T,Sunday,92,212.543859649
DARWIN,T,Monday,92,113.663157895
DARWIN,T,Tuesday,92,131.153034301
DARWIN,T,Saturday,92,156.719387755
DAUTZENBERG,T,Sunday,81,172.945238095
DAUTZENBERG,T,Monday,81,64.646325459
DAUTZENBERG,T,Tuesday,81,80.844855305
DAUTZENBERG,T,Wednesday,81,72.843358396
DAUTZENBERG,T,Thursday,81,65.915492958
DAUTZENBERG,T,Friday,81,68.310150376
DAUTZENBERG,T,Saturday,81,138.886178862
DE BEJAR,B,Sunday,56,201.381720430
DE BEJAR,B,Monday,57,172.465034965
DE BEJAR,B,Monday,56,138.085152838
DE BEJAR,B,Tuesday,57,166.251655629
DE BEJAR,B,Tuesday,56,138.742316785
DE BEJAR,B,Wednesday,57,173.867579909
DE BEJAR,B,Wednesday,56,114.681672026
DE BEJAR,B,Thursday,57,149.430303030
DE BEJAR,B,Thursday,56,123.381395349
DE BEJAR,B,Friday,57,163.839416058
DE BEJAR,B,Friday,56,128.676470588
DE BEJAR,B,Saturday,56,197.310880829
DE BROUCKERE,B,Sunday,89,183.802588997
DE BROUCKERE,B,Sunday,88,258.936458333
DE BROUCKERE,B,Sunday,71,122.396666667
DE BROUCKERE,B,Sunday,46,137.857881137
DE BROUCKERE,B,Sunday,29,147.213930348
DE BROUCKERE,B,Monday,89,179.230129390
DE BROUCKERE,B,Monday,88,165.656022409
DE BROUCKERE,B,Monday,71,60.323263693
DE BROUCKERE,B,Monday,46,73.376623377
DE BROUCKERE,B,Monday,29,106.064369126
DE BROUCKERE,B,Tuesday,89,177.430412371
DE BROUCKERE,B,Tuesday,88,180.546691871
DE BROUCKERE,B,Tuesday,71,65.687153785
DE BROUCKERE,B,Tuesday,46,77.234589041
DE BROUCKERE,B,Tuesday,29,113.665629860
DE BROUCKERE,B,Wednesday,89,180.979149960
DE BROUCKERE,B,Wednesday,88,155.504146919
DE BROUCKERE,B,Wednesday,71,62.801302932
DE BROUCKERE,B,Wednesday,46,65.124767225
DE BROUCKERE,B,Wednesday,29,104.539180766
DE BROUCKERE,B,Thursday,89,169.171182266
DE BROUCKERE,B,Thursday,88,151.001388889
DE BROUCKERE,B,Thursday,71,63.238691719
DE BROUCKERE,B,Thursday,46,61.557755776
DE BROUCKERE,B,Thursday,29,103.671134942
DE BROUCKERE,B,Friday,89,167.183006536
DE BROUCKERE,B,Friday,88,165.010215664
DE BROUCKERE,B,Friday,71,52.858
DE BROUCKERE,B,Friday,46,58.277286136
DE BROUCKERE,B,Friday,29,105.862325581
DE BROUCKERE,B,Saturday,89,196.982127660
DE BROUCKERE,B,Saturday,88,248.240531561
DE BROUCKERE,B,Saturday,71,94.071106486
DE BROUCKERE,B,Saturday,46,175.201960784
DE BROUCKERE,B,Saturday,29,149.052496799
DE BROUCKERE,M,Sunday,5,159.665594855
DE BROUCKERE,M,Sunday,1,147.316366484
DE BROUCKERE,M,Monday,5,81.144138756
DE BROUCKERE,M,Monday,1,77.694731659
DE BROUCKERE,M,Tuesday,5,83.935168196
DE BROUCKERE,M,Tuesday,1,83.057617188
DE BROUCKERE,M,Wednesday,5,79.065778518
DE BROUCKERE,M,Wednesday,1,76.974709501
DE BROUCKERE,M,Thursday,5,82.261904762
DE BROUCKERE,M,Thursday,1,77.240395170
DE BROUCKERE,M,Friday,5,75.010989011
DE BROUCKERE,M,Friday,1,78.696721311
DE BROUCKERE,T,Sunday,4,157.086556169
DE BROUCKERE,T,Sunday,3,169.059467919
DE BROUCKERE,T,Monday,4,88.056435644
DE BROUCKERE,T,Monday,3,94.788461538
DE BROUCKERE,T,Tuesday,4,106.059080963
DE BROUCKERE,T,Tuesday,3,97.246428571
DE BROUCKERE,T,Wednesday,4,109.884228188
DE BROUCKERE,T,Wednesday,3,81.173076923
DE BROUCKERE,T,Thursday,4,88.505952381
DE BROUCKERE,T,Thursday,3,77.887473461
DE BROUCKERE,T,Friday,4,79.028423773
DE BROUCKERE,T,Friday,3,85.430839002
DE BROUCKERE,T,Saturday,4,137.712676056
DE BROUCKERE,T,Saturday,3,142.094193548
DE BURBURE,T,Sunday,39,221.232824427
DE BURBURE,T,Monday,39,97.917302799
DE BURBURE,T,Tuesday,39,102.857323232
DE BURBURE,T,Wednesday,39,102.609177215
DE BURBURE,T,Thursday,39,96.409368635
DE BURBURE,T,Friday,39,103.489878543
DE BURBURE,T,Saturday,39,160.608823529
DE HEYN,B,Sunday,14,185.527352298
DE HEYN,B,Monday,14,161.954599057
DE HEYN,B,Tuesday,14,149.252189142
DE HEYN,B,Wednesday,14,143.443092963
DE HEYN,B,Thursday,14,133.901129944
DE HEYN,B,Friday,14,132.548965517
DE HEYN,B,Saturday,14,179.907258065
DE LINDE,B,Sunday,46,143.155143339
DE LINDE,B,Monday,46,51.943645773
DE LINDE,B,Tuesday,46,65.456341619
DE LINDE,B,Wednesday,46,56.162859248
DE LINDE,B,Thursday,46,55.069524913
DE LINDE,B,Friday,46,57.326169406
DE LINDE,B,Saturday,46,164.299447514
DE LOMBAERDE,B,Sunday,45,187.530864198
DE LOMBAERDE,B,Monday,45,94.506188119
DE LOMBAERDE,B,Tuesday,45,120.697183099
DE LOMBAERDE,B,Wednesday,45,101.216637782
DE LOMBAERDE,B,Thursday,45,85.202453988
DE LOMBAERDE,B,Friday,45,103.946428571
DE LOMBAERDE,B,Saturday,45,159.708206687
DE VILLALOBAR,T,Sunday,44,245.064646465
DE VILLALOBAR,T,Sunday,39,228.585603113
DE VILLALOBAR,T,Monday,44,104.519680197
DE VILLALOBAR,T,Monday,39,102.568493151
DE VILLALOBAR,T,Tuesday,44,112.066825776
DE VILLALOBAR,T,Tuesday,39,103.595680864
DE VILLALOBAR,T,Wednesday,44,99.572773973
DE VILLALOBAR,T,Wednesday,39,92.939669421
DE VILLALOBAR,T,Thursday,44,102.770086527
DE VILLALOBAR,T,Thursday,39,99.971461187
DE VILLALOBAR,T,Friday,44,105.860402685
DE VILLALOBAR,T,Friday,39,100.290836653
DE VILLALOBAR,T,Saturday,44,185.710691824
DE VILLALOBAR,T,Saturday,39,189.001644737
DE VILLEGAS,B,Sunday,83,292.705882353
DE VILLEGAS,B,Monday,83,150.646772229
DE VILLEGAS,B,Tuesday,83,178.240762813
DE VILLEGAS,B,Wednesday,83,179.483979764
DE VILLEGAS,B,Thursday,83,173.604938272
DE VILLEGAS,B,Friday,83,167.642352941
DE VILLEGAS,B,Saturday,83,208.397626113
DE WAND,B,Sunday,83,230.936014625
DE WAND,B,Sunday,53,197.978034682
DE WAND,B,Monday,83,157.052856380
DE WAND,B,Monday,53,109.494873179
DE WAND,B,Tuesday,83,171.248741912
DE WAND,B,Tuesday,53,115.022489540
DE WAND,B,Wednesday,83,163.482194418
DE WAND,B,Wednesday,53,105.793962264
DE WAND,B,Thursday,83,167.644654088
DE WAND,B,Thursday,53,111.267002519
DE WAND,B,Friday,83,176.926216641
DE WAND,B,Friday,53,101.090561224
DE WAND,B,Saturday,83,197.733840304
DE WAND,B,Saturday,53,189.395412844
DE WAND,T,Sunday,19,214.713493530
DE WAND,T,Sunday,7,129.901794145
DE WAND,T,Sunday,3,164.433333333
DE WAND,T,Monday,19,76.013139035
DE WAND,T,Monday,7,80.419819079
DE WAND,T,Monday,3,87.835064142
DE WAND,T,Tuesday,19,78.956510934
DE WAND,T,Tuesday,7,80.893350063
DE WAND,T,Tuesday,3,89.487244898
DE WAND,T,Wednesday,19,72.076106731
DE WAND,T,Wednesday,7,68.214622642
DE WAND,T,Wednesday,3,68.978813559
DE WAND,T,Thursday,19,64.459637562
DE WAND,T,Thursday,7,73.215746421
DE WAND,T,Thursday,3,67.309597523
DE WAND,T,Friday,19,62.453306067
DE WAND,T,Friday,7,66.990118577
DE WAND,T,Friday,3,77.019855596
DE WAND,T,Saturday,19,211.922529313
DE WAND,T,Saturday,7,100.103508772
DE WAND,T,Saturday,3,154.981867634
DE WANSIJN,B,Sunday,60,245.362467866
DE WANSIJN,B,Sunday,37,274.153374233
DE WANSIJN,B,Monday,60,133.816176471
DE WANSIJN,B,Monday,37,174.761789601
DE WANSIJN,B,Tuesday,60,132.938134811
DE WANSIJN,B,Tuesday,37,165.685897436
DE WANSIJN,B,Wednesday,60,128.291139241
DE WANSIJN,B,Wednesday,37,158.836092715
DE WANSIJN,B,Thursday,60,128.702495202
DE WANSIJN,B,Thursday,37,135.921985816
DE WANSIJN,B,Friday,60,127.270609319
DE WANSIJN,B,Friday,37,163.258064516
DE WANSIJN,B,Saturday,60,234.485294118
DE WANSIJN,B,Saturday,37,226.607734807
DEBUSSY,B,Sunday,74,216.692622951
DEBUSSY,B,Monday,74,144.945492662
DEBUSSY,B,Tuesday,74,151.359767892
DEBUSSY,B,Wednesday,74,136.046242775
DEBUSSY,B,Thursday,74,154.559870550
DEBUSSY,B,Friday,74,125.260700389
DEBUSSY,B,Saturday,74,188.300380228
DECROLY,B,Sunday,74,208.788194444
DECROLY,B,Sunday,48,166.485837438
DECROLY,B,Monday,74,158.886191199
DECROLY,B,Monday,48,71.796709753
DECROLY,B,Tuesday,74,162.373665480
DECROLY,B,Tuesday,48,72.757138169
DECROLY,B,Wednesday,74,155.787878788
DECROLY,B,Wednesday,48,68.579294118
DECROLY,B,Thursday,74,153.240802676
DECROLY,B,Thursday,48,67.976331361
DECROLY,B,Friday,74,148.425605536
DECROLY,B,Friday,48,64.051831993
DECROLY,B,Saturday,74,199.502463054
DECROLY,B,Saturday,48,172.392896781
DEFACQZ,T,Sunday,93,175.827485380
DEFACQZ,T,Sunday,8,182.09
DEFACQZ,T,Monday,93,77.426644182
DEFACQZ,T,Monday,8,87.101718213
DEFACQZ,T,Tuesday,93,78.880102041
DEFACQZ,T,Tuesday,8,103.243478261
DEFACQZ,T,Wednesday,93,67.943859649
DEFACQZ,T,Wednesday,8,101.951063830
DEFACQZ,T,Thursday,93,59.482939633
DEFACQZ,T,Thursday,8,88.371301775
DEFACQZ,T,Friday,93,56.992874109
DEFACQZ,T,Friday,8,98.278560250
DEFACQZ,T,Saturday,93,147.285371703
DEFACQZ,T,Saturday,8,177.676521739
DEGROOFF,B,Sunday,80,266.454545455
DEGROOFF,B,Sunday,28,249.341004184
DEGROOFF,B,Sunday,27,188.909090909
DEGROOFF,B,Monday,80,104.941486249
DEGROOFF,B,Monday,28,129.707602339
DEGROOFF,B,Monday,27,144.602595296
DEGROOFF,B,Tuesday,80,118.994230769
DEGROOFF,B,Tuesday,28,130.566506410
DEGROOFF,B,Tuesday,27,166.447924824
DEGROOFF,B,Wednesday,80,115.883458647
DEGROOFF,B,Wednesday,28,132.774193548
DEGROOFF,B,Wednesday,27,153.159562842
DEGROOFF,B,Thursday,80,119.215317919
DEGROOFF,B,Thursday,28,121.373001776
DEGROOFF,B,Thursday,27,142.219966159
DEGROOFF,B,Friday,80,113.585843373
DEGROOFF,B,Friday,28,110.502835539
DEGROOFF,B,Friday,27,155.910305344
DEGROOFF,B,Saturday,80,209.716692190
DEGROOFF,B,Saturday,28,233.379661017
DEGROOFF,B,Saturday,27,199.858938547
DELACROIX,B,Sunday,89,187.850613155
DELACROIX,B,Monday,89,114.241352201
DELACROIX,B,Tuesday,89,116.491836735
DELACROIX,B,Wednesday,89,107.725949879
DELACROIX,B,Thursday,89,109.120711563
DELACROIX,B,Friday,89,104.682002706
DELACROIX,B,Saturday,89,205.126213592
DELACROIX,M,Sunday,6,189.629470672
DELACROIX,M,Sunday,2,142.618067979
DELACROIX,M,Monday,6,165.499472017
DELACROIX,M,Monday,2,115.880898876
DELACROIX,M,Tuesday,6,166.035908596
DELACROIX,M,Tuesday,2,122.076153419
DELACROIX,M,Wednesday,6,104.832973362
DELACROIX,M,Wednesday,2,108.547352722
DELACROIX,M,Thursday,6,108.223344557
DELACROIX,M,Thursday,2,110.003618818
DELACROIX,M,Friday,6,95.75
DELACROIX,M,Friday,2,96.553001277
DELHOVE,B,Sunday,13,218.339024390
DELHOVE,B,Monday,13,144.049210771
DELHOVE,B,Tuesday,13,145.558983666
DELHOVE,B,Wednesday,13,148.435406699
DELHOVE,B,Thursday,13,131.751908397
DELHOVE,B,Friday,13,142.290697674
DELHOVE,B,Saturday,13,204.451612903
DELLEUR,T,Sunday,8,194.222689076
DELLEUR,T,Monday,8,98.813648294
DELLEUR,T,Tuesday,8,111.721366376
DELLEUR,T,Wednesday,8,98.790566038
DELLEUR,T,Thursday,8,99.663461538
DELLEUR,T,Friday,8,93.236694678
DELLEUR,T,Saturday,8,177.933224756
DELPORTE,B,Sunday,95,152.871929825
DELPORTE,B,Monday,95,90.007237636
DELPORTE,B,Tuesday,95,93.901147396
DELPORTE,B,Wednesday,95,86.968295905
DELPORTE,B,Thursday,95,76.885470085
DELPORTE,B,Friday,95,85.728119181
DELPORTE,B,Saturday,95,144.662068966
DELTA,B,Sunday,72,137.842105263
DELTA,B,Sunday,71,148.815730337
DELTA,B,Monday,72,128.928301887
DELTA,B,Monday,71,88.032367973
DELTA,B,Tuesday,72,140.344497608
DELTA,B,Tuesday,71,95.615243343
DELTA,B,Wednesday,72,96.75
DELTA,B,Wednesday,71,79.970443350
DELTA,B,Thursday,72,75.755555556
DELTA,B,Thursday,71,82.241758242
DELTA,B,Friday,72,75.247619048
DELTA,B,Friday,71,87.625
DELTA,B,Saturday,72,196.393258427
DELTA,B,Saturday,71,107.752577320
DELTA,M,Sunday,5,162.197287300
DELTA,M,Monday,5,77.524861878
DELTA,M,Tuesday,5,77.555630936
