Removing 0 speed,Line Id,Mode,Avg. Speed,src_lon,src_lat,tar_lon,tar_lat
Include,2,M,21.911004035999998,4.330478994711177,50.86312083106325,4.329696865764251,50.86247423482038
Include,2,M,21.911004035999998,4.329696865764251,50.86247423482038,4.329407304010791,50.86222872713645
Include,2,M,21.911004035999998,4.329407304010791,50.86222872713645,4.329315043816334,50.86214869038104
Include,2,M,21.911004035999998,4.329315043816334,50.86214869038104,4.32822214589568,50.86119274307726
Include,2,M,21.911004035999998,4.32822214589568,50.86119274307726,4.328098664574912,50.86108572630256
Include,2,M,21.911004035999998,4.328098664574912,50.86108572630256,4.328024862117013,50.8610191790073
Include,2,M,21.911004035999998,4.328024862117013,50.8610191790073,4.327941126530429,50.8609418408947
Include,2,M,21.911004035999998,4.327941126530429,50.8609418408947,4.327929773601688,50.86093015069077
Include,2,M,21.911004035999998,4.327929773601688,50.86093015069077,4.327851719004683,50.86085371340331
Include,2,M,21.911004035999998,4.327851719004683,50.86085371340331,4.327750966683954,50.86074490614434
Include,2,M,21.911004035999998,4.327750966683954,50.86074490614434,4.327648802979355,50.860626209883
Include,2,M,21.911004035999998,4.327648802979355,50.860626209883,4.327586372439268,50.86055067674113
Include,2,M,21.911004035999998,4.327586372439268,50.86055067674113,4.327133762505626,50.85999676778683
Include,2,M,21.911004035999998,4.327133762505626,50.85999676778683,4.32696350548033,50.85978725337434
Include,2,M,21.911004035999998,4.32696350548033,50.85978725337434,4.326842911582113,50.85963438989226
Include,2,M,21.911004035999998,4.326842911582113,50.85963438989226,4.326771979100399,50.85953907644893
Include,2,M,21.911004035999998,4.326771979100399,50.85953907644893,4.32666842630198,50.85939071351378
Include,2,M,21.911004035999998,4.32666842630198,50.85939071351378,4.326573399998829,50.85923785875558
Include,2,M,21.911004035999998,4.326573399998829,50.85923785875558,4.326478384654678,50.85907331759044
Include,2,M,21.911004035999998,4.326478384654678,50.85907331759044,4.325244742132864,50.85685067305613
Include,2,M,21.911004035999998,4.325244742132864,50.85685067305613,4.325171011897146,50.85671670274624
Include,2,M,21.911004035999998,4.325171011897146,50.85671670274624,4.325127054390689,50.85664027601329
Include,2,M,21.911004035999998,4.325127054390689,50.85664027601329,4.325026371740058,50.85647213567825
Include,2,M,21.911004035999998,4.325026371740058,50.85647213567825,4.324873209283264,50.85623026212406
Include,2,M,21.911004035999998,4.324873209283264,50.85623026212406,4.32481931697385,50.85614753896396
Include,2,M,21.911004035999998,4.32481931697385,50.85614753896396,4.324653372247212,50.85590835723441
Include,2,M,21.911004035999998,4.324653372247212,50.85590835723441,4.324613659513946,50.85585080979227
Include,2,M,21.911004035999998,4.324613659513946,50.85585080979227,4.324592382143452,50.85582293448829
Include,2,M,21.911004035999998,4.324592382143452,50.85582293448829,4.324551249349888,50.85576538649735
Include,2,M,21.911004035999998,4.324551249349888,50.85576538649735,4.324532809137215,50.85574110803059
Include,2,M,21.911004035999998,4.324532809137215,50.85574110803059,4.324451959972164,50.85563050726101
Include,2,M,21.911004035999998,4.324451959972164,50.85563050726101,4.3244335198637,50.8556062287777
Include,2,M,21.911004035999998,4.3244335198637,50.8556062287777,4.324358348616514,50.85549922584755
Include,2,M,21.911004035999998,4.324358348616514,50.85549922584755,4.324339908607917,50.85547494734864
